cui,umls_name,msigdb_name
C1155588,cyclic-nucleotide-mediated signaling,GO_CYCLIC_NUCLEOTIDE_MEDIATED_SIGNALING
C3895041,positive regulation of phospholipid metabolic process,GO_POSITIVE_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS
C2613400,regulation of endocrine process,GO_REGULATION_OF_ENDOCRINE_PROCESS
C1154722,response to insecticide,GO_RESPONSE_TO_INSECTICIDE
C2610348,regulation of nuclear-transcribed mRNA poly(A) tail shortening,GO_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING
C1159694,quaternary ammonium group transport,GO_QUATERNARY_AMMONIUM_GROUP_TRANSPORT
C1155747,regulation of exit from mitosis,GO_EXIT_FROM_MITOSIS
C2613238,"regulation of symbiosis, encompassing mutualism through parasitism",GO_REGULATION_OF_SYMBIOSIS_ENCOMPASSING_MUTUALISM_THROUGH_PARASITISM
C2610545,cellular response to growth hormone,GO_RESPONSE_TO_GROWTH_HORMONE
C4236138,mannose trimming involved in glycoprotein ERAD pathway,GO_PROTEIN_DEMANNOSYLATION
C3822228,intracellular signal transduction involved in G1 DNA damage checkpoint,GO_G1_DNA_DAMAGE_CHECKPOINT
C3823621,positive regulation of pri-miRNA transcription from RNA polymerase II promoter,GO_POSITIVE_REGULATION_OF_PRI_MIRNA_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER
C3549140,positive regulation of SREBP signaling pathway in response to decreased oxygen levels,GO_RESPONSE_TO_OXYGEN_LEVELS
C1818798,positive regulation of immune system process,GO_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS
C0597663,"Light Signal Transduction, Visual",GO_PHOTOTRANSDUCTION_VISIBLE_LIGHT
C3268950,cell communication involved in cardiac conduction,GO_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION
C2610855,"protein localization to chromosome, telomeric region",GO_PROTEIN_LOCALIZATION_TO_CHROMOSOME_TELOMERIC_REGION
C3547691,positive regulation of calcium ion transmembrane transporter activity,GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
C1326482,regulation of receptor-mediated endocytosis,GO_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS
C1818822,positive regulation of lymphocyte mediated immunity,GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY
C2610825,positive regulation of biomineral tissue development,GO_POSITIVE_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT
C2754765,response to transforming growth factor beta,GO_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA
C1156886,N-acetylglucosamine metabolic process,GO_N_ACETYLGLUCOSAMINE_METABOLIC_PROCESS
C1158821,transcription elongation from RNA polymerase II promoter,GO_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER
C0030013,Oxidative Phosphorylation,GO_OXIDATIVE_PHOSPHORYLATION
C1159823,apoptotic nuclear changes,GO_APOPTOTIC_NUCLEAR_CHANGES
C1325960,regulation of Rac protein signal transduction,GO_REGULATION_OF_RAC_PROTEIN_SIGNAL_TRANSDUCTION
C1656387,cellular amide metabolic process,GO_CELLULAR_AMIDE_METABOLIC_PROCESS
C2752974,parental behavior,GO_PARENTAL_BEHAVIOR
C3893799,negative regulation of SREBP signaling pathway by DNA binding,GO_REGULATION_OF_DNA_BINDING
C0003261,Antibody Formation,GO_IMMUNOGLOBULIN_PRODUCTION
C2754838,regulation of transforming growth factor beta production,GO_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION
C2755541,tissue migration,GO_TISSUE_MIGRATION
C1159746,one-carbon compound transport,GO_ONE_CARBON_COMPOUND_TRANSPORT
C2754089,left/right axis specification,GO_LEFT_RIGHT_AXIS_SPECIFICATION
C3549402,response to ischemia,GO_RESPONSE_TO_ISCHEMIA
C1817463,ensheathment of neurons,GO_ENSHEATHMENT_OF_NEURONS
C3158543,positive regulation of mast cell activation involved in immune response,GO_POSITIVE_REGULATION_OF_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE
C2265702,positive regulation of phosphorus metabolic process,GO_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS
C1257794,Chromatin Disassembly,GO_CHROMATIN_DISASSEMBLY
C3549188,platelet morphogenesis,GO_PLATELET_MORPHOGENESIS
C1820238,dendrite morphogenesis,GO_DENDRITE_MORPHOGENESIS
C1621829,response to amphetamine,GO_RESPONSE_TO_AMPHETAMINE
C1657589,response to cAMP,GO_RESPONSE_TO_CAMP
C1159966,myoblast differentiation,GO_MYOBLAST_DIFFERENTIATION
C1523151,positive regulation of actin nucleation,GO_POSITIVE_REGULATION_OF_ACTIN_NUCLEATION
C1159951,regulation of megakaryocyte differentiation,GO_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION
C3895010,negative regulation of hemopoiesis,GO_NEGATIVE_REGULATION_OF_HEMOPOIESIS
C1523171,regulation of muscle cell differentiation,GO_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION
C1817396,innate immune response in mucosa,GO_INNATE_IMMUNE_RESPONSE_IN_MUCOSA
C2755609,regulation of chemokine secretion,GO_REGULATION_OF_CHEMOKINE_SECRETION
C2245021,SREBP signaling pathway,GO_RESPONSE_TO_STEROL
C3821820,regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,GO_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY
C1819688,ribosomal small subunit biogenesis,GO_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS
C3269874,semaphorin-plexin signaling pathway involved in bone trabecula morphogenesis,GO_TRABECULA_MORPHOGENESIS
C1154637,photoreceptor cell maintenance,GO_PHOTORECEPTOR_CELL_MAINTENANCE
C2755698,regulation of calcium ion import,GO_REGULATION_OF_CALCIUM_ION_IMPORT
C1157845,heparan sulfate proteoglycan metabolic process,GO_HEPARAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS
C2752800,intestinal epithelial cell development,GO_INTESTINAL_EPITHELIAL_CELL_DEVELOPMENT
C2754579,cellular response to glucagon stimulus,GO_CELLULAR_RESPONSE_TO_GLUCAGON_STIMULUS
C2755879,regulation of metal ion transport,GO_REGULATION_OF_METAL_ION_TRANSPORT
C1819839,positive regulation of T-helper 1 type immune response,GO_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE
C2248842,modification by symbiont of host morphology or physiology,GO_MODIFICATION_BY_SYMBIONT_OF_HOST_MORPHOLOGY_OR_PHYSIOLOGY
C1155645,meiotic sister chromatid segregation,GO_SISTER_CHROMATID_SEGREGATION
C2755457,regulation of cell migration involved in sprouting angiogenesis,GO_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS
C2265830,phasic smooth muscle contraction,GO_PHASIC_SMOOTH_MUSCLE_CONTRACTION
C1819197,axon ensheathment in central nervous system,GO_AXON_ENSHEATHMENT_IN_CENTRAL_NERVOUS_SYSTEM
C1156324,monosaccharide biosynthetic process,GO_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS
C2755584,organelle membrane fusion,GO_ORGANELLE_MEMBRANE_FUSION
C2611100,regulation of ERK1 and ERK2 cascade,GO_REGULATION_OF_ERK1_AND_ERK2_CASCADE
C1523369,regulation of T cell mediated cytotoxicity,GO_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY
C3547580,carbohydrate derivative biosynthetic process,GO_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS
C2245502,negative regulation of actin filament bundle assembly,GO_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY
C3546881,positive regulation of cell junction assembly,GO_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY
C1157518,"Peptide Biosynthesis, Nucleic Acid-Independent",GO_NONRIBOSOMAL_PEPTIDE_BIOSYNTHETIC_PROCESS
C3155881,planar cell polarity pathway involved in heart morphogenesis,GO_HEART_MORPHOGENESIS
C1155596,Ras protein signal transduction,GO_RAS_PROTEIN_SIGNAL_TRANSDUCTION
C3157329,negative regulation of dendrite development,GO_NEGATIVE_REGULATION_OF_DENDRITE_DEVELOPMENT
C1158346,regulation of juvenile hormone secretion,GO_REGULATION_OF_HORMONE_SECRETION
C1816486,regulation of calcium ion transport,GO_REGULATION_OF_CALCIUM_ION_TRANSPORT
C1657458,sensory perception of light stimulus,GO_SENSORY_PERCEPTION_OF_LIGHT_STIMULUS
C1158383,terpenoid metabolic process,GO_TERPENOID_METABOLIC_PROCESS
C1818511,smoothened signaling pathway involved in regulation of cerebellar granule cell precursor cell proliferation,GO_CELL_PROLIFERATION
C1625159,regulation of lipid kinase activity,GO_REGULATION_OF_LIPID_KINASE_ACTIVITY
C1159981,positive regulation of osteoclast differentiation,GO_POSITIVE_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION
C1819332,lysosome localization,GO_LYSOSOME_LOCALIZATION
C1159433,vitamin D metabolic process,GO_VITAMIN_D_METABOLIC_PROCESS
C2753666,fibroblast growth factor receptor signaling pathway involved in regulation of secondary heart field cardioblast proliferation,GO_REGULATION_OF_FIBROBLAST_PROLIFERATION
C0007580,Cell Aggregation,GO_CELL_AGGREGATION
C3546450,apoptotic signaling pathway in response to hormone,GO_RESPONSE_TO_HORMONE
C2247829,negative regulation of syncytium formation by plasma membrane fusion,GO_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION
C3894146,regulation of hexokinase activity,GO_REGULATION_OF_HEXOKINASE_ACTIVITY
C3270986,positive regulation of extrinsic apoptotic signaling pathway in absence of ligand,GO_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND
C1156511,catecholamine biosynthetic process,GO_CATECHOLAMINE_BIOSYNTHETIC_PROCESS
C2265800,positive regulation of muscle hypertrophy,GO_POSITIVE_REGULATION_OF_MUSCLE_HYPERTROPHY
C1160140,Embryonic Pattern Formation,GO_EMBRYONIC_PATTERN_SPECIFICATION
C1155327,response to protozoan,GO_RESPONSE_TO_PROTOZOAN
C3549263,multivesicular body organization,GO_MULTIVESICULAR_BODY_ORGANIZATION
C3271793,positive regulation of cell migration by vascular endothelial growth factor signaling pathway,GO_REGULATION_OF_CELL_GROWTH
C1155766,centrosome cycle,GO_CENTROSOME_CYCLE
C3155981,response to fibroblast growth factor,GO_RESPONSE_TO_FIBROBLAST_GROWTH_FACTOR
C1159276,protein carboxylation,GO_PROTEIN_CARBOXYLATION
C4236161,negative regulation of telomere maintenance via telomere lengthening,GO_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING
C1158633,deoxyribonucleoside triphosphate metabolic process,GO_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS
C1158554,"nucleotide-excision repair, preincision complex assembly",GO_NUCLEOTIDE_EXCISION_REPAIR_PREINCISION_COMPLEX_ASSEMBLY
C3893833,positive regulation of extracellular matrix organization,GO_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION
C0013621,Knowledge acquisition,GO_LEARNING
C2610394,cilium organization,GO_CILIUM_ORGANIZATION
C3545743,regulation of activation of phospholipase C activity by G-protein coupled receptor protein signaling pathway coupled to IP3 second messenger,GO_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY
C3157286,regulation of octopamine signaling pathway involved in response to food,GO_REGULATION_OF_RESPONSE_TO_FOOD
C1817330,chondrocyte differentiation,GO_CHONDROCYTE_DIFFERENTIATION
C2610478,regulation of cellular localization,GO_REGULATION_OF_CELLULAR_LOCALIZATION
C3156085,adrenergic receptor signaling pathway,GO_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY
C0029965,Ovulation,GO_OVULATION
C1818856,negative regulation of TOR signaling,GO_NEGATIVE_REGULATION_OF_TOR_SIGNALING
C1818327,substantia nigra development,GO_SUBSTANTIA_NIGRA_DEVELOPMENT
C2752657,production of molecular mediator involved in acute inflammatory response,GO_PRODUCTION_OF_MOLECULAR_MEDIATOR_INVOLVED_IN_INFLAMMATORY_RESPONSE
C0871125,prepulse inhibition activity,GO_PREPULSE_INHIBITION
C3157949,regulation of early endosome to late endosome transport,GO_REGULATION_OF_EARLY_ENDOSOME_TO_LATE_ENDOSOME_TRANSPORT
C1160096,middle ear morphogenesis,GO_MIDDLE_EAR_MORPHOGENESIS
C2612171,regulation of receptor biosynthetic process,GO_REGULATION_OF_RECEPTOR_BIOSYNTHETIC_PROCESS
C3271717,non-canonical Wnt signaling pathway via JNK cascade,GO_JNK_CASCADE
C1154952,hyperosmotic salinity response,GO_RESPONSE_TO_SALT_STRESS
C3271469,endodermal cell differentiation,GO_ENDODERMAL_CELL_DIFFERENTIATION
C1623484,protein kinase B signaling,GO_PROTEIN_KINASE_B_SIGNALING
C2755663,Wnt signaling pathway involved in somitogenesis,GO_SOMITOGENESIS
C3157135,regulation of multicellular organismal development,GO_REGULATION_OF_MULTICELLULAR_ORGANISMAL_DEVELOPMENT
C2753225,regulation of dendritic spine development,GO_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT
C3157440,negative regulation of protein activation cascade,GO_NEGATIVE_REGULATION_OF_PROTEIN_ACTIVATION_CASCADE
C3156309,tricarboxylic acid metabolic process,GO_TRICARBOXYLIC_ACID_METABOLIC_PROCESS
C2612203,regulation of triglyceride catabolic process,GO_REGULATION_OF_TRIGLYCERIDE_CATABOLIC_PROCESS
C1818991,negative regulation of response to extracellular stimulus,GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS
C2754627,hematopoietic stem cell proliferation,GO_HEMATOPOIETIC_STEM_CELL_PROLIFERATION
C4235601,negative regulation of establishment of protein localization,GO_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION
C3155862,renal tubule development,GO_RENAL_TUBULE_DEVELOPMENT
C2262666,ventricular cardiac muscle tissue morphogenesis,GO_CARDIAC_VENTRICLE_MORPHOGENESIS
C1817936,antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway,GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I
C1622400,regulation of the force of heart contraction,GO_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION
C3895932,positive regulation of epithelial cell apoptotic process,GO_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS
C1817174,macromolecular complex assembly,GO_MACROMOLECULAR_COMPLEX_ASSEMBLY
C1327386,protein stabilization,GO_PROTEIN_STABILIZATION
C3270405,positive regulation of interleukin-6 secretion,GO_POSITIVE_REGULATION_OF_INTERLEUKIN_6_SECRETION
C1156681,aspartate family amino acid catabolic process,GO_ASPARTATE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS
C3271751,negative regulation of BMP signaling pathway by negative regulation of BMP secretion,GO_NEGATIVE_REGULATION_OF_PROTEIN_SECRETION
C2262967,negative regulation of lipase activity,GO_NEGATIVE_REGULATION_OF_LIPASE_ACTIVITY
C2265705,regulation of cellular ketone metabolic process,GO_REGULATION_OF_CELLULAR_KETONE_METABOLIC_PROCESS
C2263385,maturation of LSU-rRNA,GO_MATURATION_OF_LSU_RRNA
C1327289,"RNA splicing, via endonucleolytic cleavage and ligation",GO_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION
C1325906,regulation of synapse organization,GO_REGULATION_OF_SYNAPSE_ORGANIZATION
C2248551,muscle adaptation,GO_MUSCLE_ADAPTATION
C1819433,interferon-gamma production,GO_INTERFERON_GAMMA_PRODUCTION
C1818087,optic nerve development,GO_OPTIC_NERVE_DEVELOPMENT
C1155430,phospholipase C-activating G-protein coupled receptor signaling pathway,GO_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY
C2612136,regulation of keratinocyte proliferation,GO_REGULATION_OF_KERATINOCYTE_PROLIFERATION
C1159572,gas transport,GO_GAS_TRANSPORT
C1155390,regulation of fibroblast growth factor receptor signaling pathway,GO_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY
C3271803,positive regulation of mast cell activation by Fc-epsilon receptor signaling pathway,GO_REGULATION_OF_MAST_CELL_ACTIVATION
C1326638,midbrain development,GO_MIDBRAIN_DEVELOPMENT
C1818342,smoothened signaling pathway involved in spinal cord motor neuron cell fate specification,GO_NEURON_FATE_SPECIFICATION
C1158128,organic acid catabolic process,GO_ORGANIC_ACID_CATABOLIC_PROCESS
C0035154,Reproductive Behavior,GO_REPRODUCTIVE_BEHAVIOR
C1156007,establishment of tissue polarity,GO_ESTABLISHMENT_OF_TISSUE_POLARITY
C1624033,regulation of neuron apoptotic process,GO_REGULATION_OF_NEURON_APOPTOTIC_PROCESS
C3822266,cell separation after cytokinesis,GO_CELL_SEPARATION_AFTER_CYTOKINESIS
C3271041,regulation of glucose import in response to insulin stimulus,GO_REGULATION_OF_GLUCOSE_IMPORT_IN_RESPONSE_TO_INSULIN_STIMULUS
C1819946,amide biosynthetic process,GO_AMIDE_BIOSYNTHETIC_PROCESS
C1159358,positive regulation of exocytosis,GO_POSITIVE_REGULATION_OF_EXOCYTOSIS
C1160244,morphogenesis of an epithelial sheet,GO_MORPHOGENESIS_OF_AN_EPITHELIAL_SHEET
C1154326,chemosensory behavior,GO_CHEMOSENSORY_BEHAVIOR
C3549384,protein kinase C-activating G-protein coupled receptor signaling pathway,GO_PROTEIN_KINASE_C_SIGNALING
C1159527,glucose uptake,GO_GLUCOSE_IMPORT
C1155633,sister chromatid cohesion,GO_SISTER_CHROMATID_COHESION
C1523769,regulation of I-kappaB kinase/NF-kappaB signaling,GO_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING
C2610997,regulation of stress-activated protein kinase signaling cascade,GO_REGULATION_OF_PROTEIN_KINASE_A_SIGNALING
C3269241,hepatocyte apoptotic process,GO_HEPATOCYTE_APOPTOTIC_PROCESS
C1157080,tetrahydrofolate metabolic process,GO_TETRAHYDROFOLATE_METABOLIC_PROCESS
C1160094,ear morphogenesis,GO_ORGAN_MORPHOGENESIS
C1816397,positive regulation of multicellular organismal process,GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS
C2612246,regulation of necrotic cell death,GO_REGULATION_OF_NECROTIC_CELL_DEATH
C2754521,cellular response to cAMP,GO_CELLULAR_RESPONSE_TO_CAMP
C2610856,establishment of protein localization to chromosome,GO_PROTEIN_LOCALIZATION_TO_CHROMOSOME
C1621827,postsynaptic membrane organization,GO_POSTSYNAPTIC_MEMBRANE_ORGANIZATION
C1156924,carnitine metabolic process,GO_CARNITINE_METABOLIC_PROCESS
C3268329,cytoplasmic translational initiation,GO_CYTOPLASMIC_TRANSLATIONAL_INITIATION
C0009546,"Complement Pathway, Alternative",GO_COMPLEMENT_ACTIVATION_ALTERNATIVE_PATHWAY
C1817118,cardiac muscle cell differentiation,GO_CARDIAC_MUSCLE_CELL_DIFFERENTIATION
C1158667,nucleoside triphosphate metabolic process,GO_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS
C2753737,cilium movement,GO_CILIUM_MOVEMENT
C1160418,branching involved in ureteric bud morphogenesis,GO_BRANCHING_INVOLVED_IN_URETERIC_BUD_MORPHOGENESIS
C2265839,Vascular Smooth Muscle Contraction Pathway,GO_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
C3893811,regulation of response to wounding,GO_REGULATION_OF_RESPONSE_TO_WOUNDING
C1621775,positive T cell selection,GO_POSITIVE_T_CELL_SELECTION
C2754445,cellular response to arsenic-containing substance,GO_CELLULAR_RESPONSE_TO_ARSENIC_CONTAINING_SUBSTANCE
C2612172,positive regulation of receptor biosynthetic process,GO_POSITIVE_REGULATION_OF_RECEPTOR_BIOSYNTHETIC_PROCESS
C3270357,positive regulation of stem cell differentiation,GO_POSITIVE_REGULATION_OF_STEM_CELL_DIFFERENTIATION
C3894074,regulation of adrenergic receptor signaling pathway involved in positive regulation of heart rate,GO_REGULATION_OF_HEART_RATE
C3271613,response to platelet-derived growth factor,GO_RESPONSE_TO_PLATELET_DERIVED_GROWTH_FACTOR
C3270974,regulation of extrinsic apoptotic signaling pathway,GO_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY
C1660835,intraspecies interaction between organisms,GO_INTRASPECIES_INTERACTION_BETWEEN_ORGANISMS
C3270980,regulation of extrinsic apoptotic signaling pathway in absence of ligand,GO_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND
C1158684,pyrimidine ribonucleotide metabolic process,GO_PYRIMIDINE_RIBONUCLEOTIDE_METABOLIC_PROCESS
C1155005,regulation of B cell differentiation,GO_REGULATION_OF_B_CELL_DIFFERENTIATION
C1158805,transcription from mitochondrial promoter,GO_TRANSCRIPTION_FROM_MITOCHONDRIAL_PROMOTER
C3156656,maintenance of protein localization in organelle,GO_MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ORGANELLE
C1623057,mRNA 3'-end processing,GO_MRNA_3_END_PROCESSING
C3271488,positive regulation of transcription from RNA polymerase II promoter in response to stress,GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_STRESS
C3157503,regulation of ceramide biosynthetic process,GO_REGULATION_OF_CERAMIDE_BIOSYNTHETIC_PROCESS
C1523029,regulation of lipoprotein lipase activity,GO_REGULATION_OF_LIPASE_ACTIVITY
C1326060,polarized epithelial cell differentiation,GO_POLARIZED_EPITHELIAL_CELL_DIFFERENTIATION
C1817388,innate immune response activating cell surface receptor signaling pathway,GO_INNATE_IMMUNE_RESPONSE
C2753613,cardiac right ventricle morphogenesis,GO_CARDIAC_RIGHT_VENTRICLE_MORPHOGENESIS
C1517369,GPCR Signaling Pathway,GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY
C3159213,Wnt signaling pathway involved in digestive tract morphogenesis,GO_DIGESTIVE_TRACT_MORPHOGENESIS
C1326762,sperm-egg recognition,GO_SPERM_EGG_RECOGNITION
C1156458,Galactose Metabolism Pathway,GO_GALACTOSE_METABOLIC_PROCESS
C2753994,global genome nucleotide-excision repair,GO_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR
C1327038,regulation of acyl-CoA biosynthetic process,GO_REGULATION_OF_ACYL_COA_BIOSYNTHETIC_PROCESS
C1523428,regulation of vascular endothelial growth factor receptor signaling pathway,GO_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY
C3894193,negative regulation of mRNA metabolic process,GO_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS
C1158794,regulation of transcription from RNA polymerase I promoter,GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_I_PROMOTER
C3157289,"regulation of DNA-templated transcription, initiation",GO_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION
C2247065,regulation of cell adhesion mediated by integrin,GO_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN
C1157665,nucleoside triphosphate biosynthetic process,GO_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS
C1156563,glyoxylate metabolic process,GO_GLYOXYLATE_METABOLIC_PROCESS
C3548671,adrenergic receptor signaling pathway involved in cardiac muscle relaxation,GO_RELAXATION_OF_MUSCLE
C3894202,regulation of protein modification by small protein conjugation or removal,GO_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL
C2244396,cellular anion homeostasis,GO_CELLULAR_ANION_HOMEOSTASIS
C0597595,toxin metabolic process,GO_TOXIN_METABOLIC_PROCESS
C1156198,covalent chromatin modification,GO_COVALENT_CHROMATIN_MODIFICATION
C3157510,regulation of NMDA receptor activity,GO_REGULATION_OF_N_METHYL_D_ASPARTATE_SELECTIVE_GLUTAMATE_RECEPTOR_ACTIVITY
C3156576,purine-containing compound biosynthetic process,GO_PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS
C2754359,negative regulation of cell cycle arrest,GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_ARREST
C2755352,DNA Demethylation,GO_DNA_DEMETHYLATION
C1160419,post-embryonic animal morphogenesis,GO_POST_EMBRYONIC_MORPHOGENESIS
C2752763,skeletal muscle organ development,GO_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT
C4232176,positive regulation of inhibition of adenylate cyclase activity by dopamine receptor signaling pathway,GO_POSITIVE_REGULATION_OF_RECEPTOR_ACTIVITY
C3271799,Fc receptor signaling pathway,GO_FC_RECEPTOR_SIGNALING_PATHWAY
C2246149,negative regulation of homeostatic process,GO_NEGATIVE_REGULATION_OF_HOMEOSTATIC_PROCESS
C1658112,appendage development,GO_APPENDAGE_DEVELOPMENT
C1819718,regulation of B cell mediated immunity,GO_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY
C2755551,regulation of mitochondrial fission,GO_REGULATION_OF_MITOCHONDRIAL_FISSION
C1157957,neutral lipid catabolic process,GO_NEUTRAL_LIPID_CATABOLIC_PROCESS
C2247038,positive regulation of catecholamine secretion,GO_POSITIVE_REGULATION_OF_CATECHOLAMINE_SECRETION
C2612100,negative regulation of peptidyl-threonine phosphorylation,GO_NEGATIVE_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION
C1819466,regulation of chemokine production,GO_REGULATION_OF_CHEMOKINE_PRODUCTION
C1816438,protein autoubiquitination,GO_PROTEIN_AUTOUBIQUITINATION
C1326292,pore complex assembly,GO_PORE_COMPLEX_ASSEMBLY
C3156034,protein-lipid complex subunit organization,GO_PROTEIN_LIPID_COMPLEX_SUBUNIT_ORGANIZATION
C2610893,negative regulation of T cell apoptotic process,GO_NEGATIVE_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS
C2265703,negative regulation of phosphorus metabolic process,GO_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS
C1156574,4-hydroxyproline metabolic process,GO_4_HYDROXYPROLINE_METABOLIC_PROCESS
C3823377,regulation of cell cycle G1/S phase transition,GO_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION
C1156260,anion homeostasis,GO_ANION_HOMEOSTASIS
C1157478,lipoprotein biosynthetic process,GO_LIPOPROTEIN_BIOSYNTHETIC_PROCESS
C1819267,response to follicle-stimulating hormone,GO_RESPONSE_TO_FOLLICLE_STIMULATING_HORMONE
C2244397,cellular potassium ion homeostasis,GO_CELLULAR_POTASSIUM_ION_HOMEOSTASIS
C1523716,protein mannosylation,GO_PROTEIN_MANNOSYLATION
C3157349,regulation of fatty acid transport,GO_REGULATION_OF_FATTY_ACID_TRANSPORT
C0596715,hormone biosynthetic process,GO_HORMONE_BIOSYNTHETIC_PROCESS
C1158261,photosynthetic electron transport chain activity,GO_ELECTRON_TRANSPORT_CHAIN
C1154371,"negative regulation of circadian sleep/wake cycle, non-REM sleep",GO_REGULATION_OF_CIRCADIAN_SLEEP_WAKE_CYCLE_NON_REM_SLEEP
C2610541,regulation of pathway-restricted SMAD protein phosphorylation,GO_REGULATION_OF_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION
