id,name,chembl_id,mechanism
DB04896,Milnacipran,CHEMBL252923,"Milnacipran inhibits norepinephrine and serotonin reuptake in a 3:1 ratio, in practical use this means a balanced (equal) action upon both transmitters. The serotonin reuptake inhibition is likely to improve depression, while the norepinephrine reuptake inihibition probably improves chronic pain. Milnacipran exerts no significant actions on postynaptic H1, alpha-1, D1, D2, and muscarinic receptors, as well as on benzodiazepine/opiate binding sites. [Wikipedia]"
DB04897,Lucinactant,CHEMBL1963685,"Pulmonary surfactant is a lipoprotein complex that is produced naturally in the lungs, where it lines the alveolar epithelium and serves to reduce surface tension, which facilitates alveoli expansion and allows gas exchange. Human surfactants contain phospholipids, predominantly dipalmitoylphosphatidylcholine (DPPC), in addition to surfactant proteins A, B, C and D. Surfactant is also a physical barrier to inhaled particle and noxious agents, enhances particle clearance, is involved in host defense against infection and possesses antiinflammatory properties. Several serious respiratory disorders have been associated with a loss or lack of endogenous surfactant. Lucinactant was designed to mimic the essential endogenous human surfactant protein B (SP-B). "
DB04898,Ximelagatran,CHEMBL522038,"Ximelagatran was the first member of the drug class of direct thrombin inhibitors that can be taken orally. It acts solely by inhibiting the actions of thrombin. Ximelagatran is a prodrug, being converted in vivo to the active agent melagatran."
DB04899,Nesiritide,CHEMBL1201668,"Human BNP binds to the particulate guanylate cyclase receptor of vascular smooth muscle and endothelial cells, leading to increased intracellular concentrations of guanosine 3'5'-cyclic monophosphate (cGMP) and smooth muscle cell relaxation. Cyclic GMP serves as a second messenger to dilate veins and arteries. Nesiritide has been shown to relax isolated human arterial and venous tissue preparations that were precontracted with either endothelin-1 or the alpha-adrenergic agonist, phenylephrine. In human studies, nesiritide produced dose-dependent reductions in pulmonary capillary wedge pressure (PCWP) and systemic arterial pressure in patients with heart failure. In animals, nesiritide had no effects on cardiac contractility or on measures of cardiac electrophysiology such as atrial and ventricular effective refractory times or atrioventricular node conduction. Naturally occurring atrial natriuretic peptide (ANP), a related peptide, increases vascular permeability in animals and humans and may reduce intravascular volume. The effect of nesiritide on vascular permeability has not been studied.
"
DB04900,Thymalfasin,CHEMBL2103979,"The mechanism of action of thymalfasin is not completely understood but is thought to be related to its immunomodulating activities, centered primarily around augmentation of T-cell function. In various in vitro assays, thymosin alpha 1 has been shown to promote T-cell differentiation and maturation; for example, CD4+, CD8+, and CD3+ cells have all been shown to be increased. Thymosin alpha 1 has also been shown to increase production of IFN-g, IL-2, IL-3, and expression of IL-2 receptor following activation by mitogens or antigens, increase NK cell activity, increase production of migratory inhibitory factor (MIF), and increase antibody response to T-cell dependent antigens. Thymosin alpha 1 has also been shown to antagonize dexamethasone-induced apoptosis of thymocytes in vitro. In vivo administration of thymosin alpha 1 to animals immunosuppressed by chemotherapy, tumor burden, or irradiation showed that thymosin alpha 1 protects against cytotoxic damage to bone marrow, tumor progression and opportunistic infections, thereby increasing survival time and number of survivors. Many of the in vitro and in vivo effects of thymosin alpha 1 have been interpreted as influences on either differentiation of pluripotent stem cells to thymocytes or activation of thymocytes into activated T-cells. Thymalfasin also has been shown in vitro to upregulate expression of toll like receptors (TLR) including TLR2 and TLR9 in mouse and human dendritic cells, as well as activate NF-kB and JNK/P38/AP1 pathways. Thymalfasin's activation of dendritic cells provides another possible pathway explaining thymalfasin's immunomodulatory and antiviral effects. "
DB04901,Galiximab,,"Galiximab, an IgG(1) anti-CD80 antibody, binds to CD80, a costimulatory molecule involved in T-cell activation. Reduction in lesional, activated T cells induces improvement in psoriatic plaques."
DB04903,Pagoclone,CHEMBL2104745,"Pagoclone is a subtype-selective drug which binds primarily to the alpha2/alpha3 subtypes of the GABAA receptor which are responsible for the anti-anxiety effects of these kind of drugs, but has relatively little efficacy at the alpha1 subtype which produces the sedative and memory loss effects."
DB04904,Amolimogene,,"Amolimogene particles are injected into the leg muscle and encounter cells known as antigen presenting cells, which play a pivotal role in activating the immune system. Once inside the dendritic cells, amolimogene dissolves and the genetic information that codes for parts of the HPV virus is released. The information is then processed, attaches to a protein and transported to the surface of the dendritic cell, attracting immune cells known as T cells. The T cells attach to the protein holding the information and begin to divide, creating many HPV targeted T cells. These cells migrate to the cervix where they encounter HPV expressing cells. Once inside the cervix, the T cells surround and eliminate the abnormal precancerous cells that cause cervical dysplasia. The result can be normal, healthy tissue."
DB04905,Tesmilifene,CHEMBL26424,"Although the exact mechanism of action is not known, one study (PMID: 16413681) proposes that tesmilifene may be an activating p-gp substrate, which enables the p-gp pump to extrude typical p-gp substrates (such as anthracyclines or taxanes) more efficiently. This process consumes ATP, since the p-gp is absolutely, and highly dependent on ATP hydrolysis. The mechanism of cell death is likely to result not from the presence of chemotherapy inside the cell (in fact the chemotherapy is extruded) but, directly or indirectly, from the enhanced consumption of ATP. The ATP may be consumed below a threshold necessary for survival, or, (more likely) the enhanced ATP production required to maintain ATP levels may result in the generation of reactive oxygen species (ROS) to an extent that overwhelms the cell’s ability to inactivate them. The result would be additional cell death, but only in the mdr+ population. The doxorubicin would continue to act on the drug sensitive remainder of the cell population, but without the help of tesmilifene."
DB04907,EG009,,"EG009 works by delivering a gene into the healthy brain cells remaining after the tumour has been removed. These then produce an enzyme that kills the cells trying to divide, preventing a recurrence of a tumour."
DB04908,Flibanserin,CHEMBL231068,"Flibansetrin has high affinity for serotonin receptors in the brain: it acts as an agonist on 5-HT1A and an antagonist on 5-HT2A. In vivo, flibanserin binds equally to 5-HT1A and 5-HT2A receptors. However, under higher levels of brain 5-HT (i.e., under stress), flibanserin may occupy 5-HT2A receptors in higher proportion than 5-HT(1A) receptors. It may also moderately antagonize D4 (dopamine) receptors and 5-HT2B and 5-HTB2C. Its action on neurotransmitter receptors may contribute to reduction in serotonin levels and increase in dopamine and norepinephrine levels, all of which may play part in reward processing. "
DB04909,Sitamaquine,CHEMBL57004,"The mechanism of plasmodicidal action of sitamaquine is not completely understood. Like other quinoline derivatives, it is thought to inhibit heme polymerase activity. This results in accumulation of free heme, which is toxic to the parasites."
DB04910,Oxibendazole,CHEMBL1087630,"Oxibendazole causes degenerative alterations in the tegument and intestinal cells of the worm by binding to the colchicine-sensitive site of tubulin, thus inhibiting its polymerization or assembly into microtubules. The loss of the cytoplasmic microtubules leads to impaired uptake of glucose by the larval and adult stages of the susceptible parasites, and depletes their glycogen stores. Degenerative changes in the endoplasmic reticulum, the mitochondria of the germinal layer, and the subsequent release of lysosomes result in decreased production of adenosine triphosphate (ATP), which is the energy required for the survival of the helminth. Due to diminished energy production, the parasite is immobilized and eventually dies."
DB04911,Oritavancin,CHEMBL1688530,Oritavancin is a glycopeptide antibiotic. This class of drugs inhibit the synthesis of cell walls in susceptible microbes by inhibiting peptidoglycan synthesis. They bind to the amino acids within the cell wall preventing the addition of new units to the peptidoglycan. In particular they bind to acyl-D-alanyl-D-alanine in peptidoglycan.
DB04912,Stannsoporfin,,"Kernicterus is attributed to high levels of bilirubin, a by-product of heme metabolism. Bilirubin is a bile pigment, which is normally eliminated from the body after conversion into a water-soluble form by the liver. Stannsoporfin's mechanism of action specifically inhibits the enzyme that blocks the conversion of heme into bilirubin."
DB04914,G17DT,,"When administered, G17DT induces an immune response producing antibodies which bind with the peptide and also cross-react and neutralise gastrin 17 thus inhibiting the growth of gastrointestinal cancers and metastasis. In addition the product neutralizes glycine-extended gastrin 17 which is also a stomach and pancreatic cancer growth factor.
"
DB04915,Idronoxil,CHEMBL1957038,The antiproliferative effects of phenoxodiol are associated with inhibition of plasma membrane electron transport in tumour cell lines and primary immune cells. Results from one study (PMID: 17904534) indicate that plasma membrane electron transport (PMET) may be a primary target for phenoxodiol in tumour cells and in activated T cells.
DB04917,Renzapride,,Renzapride is a full serotonin 5-HT4 receptor agonist and partial serotonin 5-HT3 receptor antagonist.
DB04918,Ceftobiprole,CHEMBL520642,"Cephalosporins, such as ceftobiprole, are bactericidal and have the same mode of action as other beta-lactam antibiotics (such as penicillins). Cephalosporins disrupt the synthesis of the peptidoglycan layer of bacterial cell walls. The peptidoglycan layer is important for cell wall structural integrity, especially in Gram-positive organisms. The final transpeptidation step in the synthesis of the peptidoglycan is facilitated by transpeptidases known as penicillin binding proteins (PBPs). PBPs bind to the D-Ala-D-Ala at the end of muropeptides (peptidoglycan precursors) to crosslink the peptidoglycan. Beta-lactam antibiotics mimic this site and competitively inhibit PBP crosslinking of peptidoglycan."
DB04919,Alfimeprase,,"When delivered locally at the site of a blood clot, alfimeprase has the potential, through a unique mechanism of action, to directly and rapidly degrade fibrin, a protein that provides the scaffolding for blood clots. In addition, alfimeprase's thrombolytic activity appears to be localized to the site of delivery because it is rapidly inactivated by alpha-2 macroglobulin, a naturally occurring protein in the blood, as it moves away from the site of delivery and into the general blood circulation."
DB04920,Clevidipine,CHEMBL1237132,"Possibly by deforming the channel, inhibiting ion-control gating mechanisms, and/or interfering with the release of calcium from the sarcoplasmic reticulum, clevidipine inhibits the influx of extracellular calcium across both the myocardial and vascular smooth muscle cell membranes. The resultant inhibition of the contractile processes of the myocardial smooth muscle cells leads to dilation of the coronary and systemic arteries and improved oxygen delivery to the myocardial tissue."
DB04921,Dirucotide,,The apparent mechanism of action of MBP8298 is the induction or restoration of immunological tolerance with respect to ongoing immune attack at this molecular site. High doses of antigen delivered periodically by the intravenous route are expected to suppress immune responses to the administered substance. The potential benefit of MBP8298 for any individual patient is therefore expected to be related to the extent to which his or her disease process is dominated by autoimmune attack at the site represented by this synthetic peptide.
DB04924,Itopride,CHEMBL2107457,"Itopride has anticholinesterase (AchE) activity as well as dopamine D2 receptor antagonistic activity. It is well established that M3 receptors exist on the smooth muscle layer throughout the gut and acetylcholine (ACh) released from enteric nerve endings stimulates the contraction of smooth muscle through M3 receptors. The enzyme AChE hydrolyses the released ACh, inactivates it and thus inhibits the gastric motility leading to various digestive disorders. Besides ACh, dopamine is present in significant amounts in the gastrointestinal tract and has several inhibitory effects on gastrointestinal motility, including reduction of lower esophageal sphincter and intragastric pressure. These effects appear to result from suppression of ACh release from the myenteric motor neurons and are mediated by the D2 subtype of dopamine receptors. Itopride, by virtue of its dopamine D2 receptor antagonism, removes the inhibitory effects on Ach release. It also inhibits the enzyme AchE which prevents the degradation of ACh. The net effect is an increase in ACh concentration, which in turn, promotes gastric motility, increases the lower esophageal sphincter pressure, accelerates gastric emptying and improves gastro-duodenal coordination. This dual mode of action of Itopride is unique and different from the actions of other prokinetic agents available in the market.
"
DB04925,Desmoteplase,,"Desmoteplase targets and destroys fibrin, the structural scaffold of blood clots."
DB04926,Neramexane,CHEMBL2110954,Neramexane is an uncompetitive NMDA receptor channel blocker.
DB04927,NM100060,,"M100060 is a delivery medium for terbinafine. Terbinafine is hypothesized to act by inhibiting squalene epoxidase, thus blocking the biosynthesis of ergosterol, an essential component of fungal cell membranes."
DB04928,XP12B,,
DB04929,DG031,,"DG031 inhibits the activity of the FLAP, or 5-lipoxygenase activating protein, that modulates the activity of the leukotriene pathway."
DB04930,Permethrin,CHEMBL1525,Permethrin acts on the nerve cell membrane to disrupt the sodium channel current by which the polarization of the membrane is regulated. Delayed repolarization and paralysis of the pests are the consequences of this disturbance.
DB04931,Afamelanotide,CHEMBL441738,"EPT1647 stimulates the body to make eumelanin, the dark pigment of the skin which is known to have protective effects on the skin from exposure to both UV-A and UV-B radiation."
DB04932,Defibrotide,CHEMBL2108396,"The drug appears to prevent the formation of blood clots and to help dissolve blood clots by increasing levels of prostaglandin I2, E2, and prostacyclin, altering platelet activity, increasing tissue plasminogen activator function, and decreasing activity of tissue plasminogen activator inhibitor. Prostaglandin I2 relaxes the smooth muscle of blood vessels and prevents platelets from adhering to each other. Prostaglandin E2 at certain concentrations also inhibits platelet aggregation. Moreover, the drug provides additional beneficial anti-inflammatory and antiischemic activities as recent sudies have shown. It is yet unclear, if the latter effects can be utilized clinically (e.g., treatment of ischemic stroke)."
DB04933,Eritoran,CHEMBL501259,Eritoran is a toll-like receptor 4 inhibitor.
DB04934,Rifalazil,CHEMBL236297,The potent antimycobacterial activity of rifalazil is due to inhibition of bacterial RNA polymerase.
DB04936,Tagatose,,"he steps in the metabolism of tagatose are identical to those for fructose or fruit sugar but tagatose is incompletely absorbed. Only 15-20 percent of tagatose is absorbed in the small intestine. The major part of ingested tagatose is fermented in the colon by indigenous microflora, resulting in the production of short-chain fatty acids. The short chain fatty acids are absorbed almost completely and metabolized."
DB04938,Ospemifene,CHEMBL2105395,Ospemifene is a next generation SERM (selective estrogen receptor modulator) that selectively binds to estrogen receptors and either stimulates or blocks estrogen's activity in different tissue types. It has an agonistic effect on the endometrium.
DB04941,Crofelemer,CHEMBL2108184,"Crofelemer is an inhibitor of the cystic fibrosis transmembrane regulator chloride channel (CFTR), as evidenced by its activity on cell cultures, single cell patch clamps, single CFTR channels, and elaboration of mouse intestinal fluid secretion. Crofelemer also inhibits calcium activated chloride channels (CaCC), which in combination with CFTR, are expressed on the luminal side of intestinal cells. Crofelemer inhibition of both of these channels prevents water loss from diarrhea by inhibiting chloride secretion.

"
DB04942,Tamibarotene,CHEMBL25202,Tamibarotene is a specific agonist for retinoic acid receptor alpha/beta with possible binding to retinoid X receptors (RXR).
DB04943,LX201,,"LX201 provides a delivery mechanism for cyclosporine. Cyclosporine binds to cyclophillin. The complex then inhibits calcineurin which is normally responsible for activating transcription of interleukin 2. Cyclosporine also inhibits lymphokine production and interleukin release.
"
DB04944,Acadesine,CHEMBL1551724,"The mechanism by which acadesine selectively kills B-cells is not yet fully elucidated. The action of acadesine does not require the tumour suppressor protein p53 like other treatments. This is important, as p53 is often missing or defective in cancerous B-cells. Studies have shown acadesine activates AMPK and induces apoptosis in B-cell chronic lymphocytic leukemia cells but not in T lymphocytes."
DB04946,Iloperidone,CHEMBL14376,"Iloperidone is a dopamine D2 and 5-HT2A receptor antagonist and acts as a neuroleptic agent. 

"
DB04947,Altropane,,"Positron emission tomography (PET) cameras are expensive and scarce, and the tests are non-reimbursable. A less costly and more available test such as a single photon emission computed tomography (SPECT) may be helpful in the diagnosis of early or atypical Parkinson's disease (PD) if its sensitivity is comparable to a PET scan. Altropane is an iodinated form of the N-allyl analog of WIN 35,428 which acts as a dopamine transport inhibitor. When radiolabeled with the gamma emitting isotope [123I], altropane serves as a SPECT ligand with high affinity and selectivity for the dopamine transporter. It is a good marker for dopamine neurons and is useful in detecting PD."
DB04948,Lofexidine,CHEMBL17860,Lofexidine is an alpha2-adrenergic receptor agonist.
DB04949,Pexelizumab,,"Although inflammation is a normal response, continued exposure to foreign surfaces, toxic antigens, and tissue injury results in pathologic local and systemic inflammation (SIRS). This response involves multiple humoral and cellular components, including the coagulation (Factor XII, thrombin, Proteins C and S, platelets) and complement systems, cytokines (TNF-alpha, interleukins), leukocytes, monocytes, adhesion molecules (ICAM-1), and endothelial cells, among others. The complement system is a group of glycoproteins, which, when activated, results in the formation of C3-convertase, which converts C3 to C3a and C3b. C3a cleaves C5 to C5a and C5b. C5b, in conjunction with C6, C7, C8, and C9, forms the membrane attack or terminal complement complex (TCC) C5b-9. Both C5a and C5b-9 activate, promote, and amplify inflammatory components, and likely play central roles in the development of SIRS, tissue injury, reperfusion injury, and apoptosis. Pexelizumab, a recombinant humanized single chain monoclonal antibody to C5, blocks the conversion of C5 to C5a and C5b-9."
DB04950,Ranpirnase,,"Ranpirnase controls tumour growth by degrading RNA within cancer cells, resulting in inhibition of protein synthesis and arresting mitosis in G(1)phase."
DB04951,Pirfenidone,CHEMBL1256391,"Pirfenidone is an orally active, small molecule that shows a wide range of biologic activity. In vitro evidence has shown that pirfenidone inhibits collagen synthesis, down-regulates profibrotic cytokines and decreases fibroblast proliferation. Pirfenidone leads to a reduction of TGF-beta2 mRNA levels and of the mature TGF-beta2 protein due to decreased expression and direct inhibition of the TGF-beta pro-protein convertase furin. In addition, pirfenidone reduces the protein levels of the matrix metalloproteinase (MMP)-11, a TGF-beta target gene and furin substrate involved in carcinogenesis."
DB04952,Ramoplanin,,"Ramoplanin is the first in a new class of antimicrobials to reach clinical trials. It is a glycolipodepsipeptide produced by the fermentation of <i>Actinoplanes spp.</i>. Ramoplanin blocks bacterial cell wall biosynthesis by interfering with peptidoglycan production. Ramoplanin inhibits the N-acetylglucosaminyltransferase-catalysed conversion of lipid intermediate I to lipid intermediate II, a step that occurs before the transglycosylation and transpeptidation reactions. Ramoplanin’s mechanism of action is distinct from that of glycopeptides. Unlike glycopeptides, ramoplanin does not complex with the D-Ala–D-Ala sequence of cell wall precursors."
DB04953,Ezogabine,CHEMBL41355,"Ezogabine has a novel mechanism of action that involves opening of neuronal Kv7.2-7.5 (formerly KCNQ2-5) voltage activated potassium channels. These channels (primarily Kv7.2/7.3) enable generation of the M-current, a sub-threshold potassium current that serves to stabilize the membrane potential and control neuronal excitability. In addition to acting on potassium ion channels, retigabine also affects GABA neurotransmission in the GABA-A receptor, which is a key inhibitory receptor in the central nervous system and is implicated in epilepsy. Malfunctioning of the GABA-A receptor leads to hyperexcitability in the brain, which causes seizures, making this receptor an important target for antiepileptic therapeutics. Apart from increasing the concentration of GABA in the brain (by either enhancing GABA synthesis or blocking GABA metabolism), retigabine allosterically potentiates GABA-induced current in rat cortical neurons in a concentration-dependent manner. Numerous studies have demonstrated that retigabine is effective in a broad spectrum of in vivo epilepsy and seizure models."
DB04954,Tecadenoson,CHEMBL392149,"Tecadenoson selectively stimulates the A1 adenosine receptor. Stimulation of the A1 adenosine receptor slows the conduction of electrical impulses in the AV node of the heart, a region that controls the transmission of electrical impulses from the atria to the ventricles."
DB04955,Pumactant,,"Pumactant is known as a lung (pulmonary) surfactant. Surfactants are wetting agents which coat the surface of the air sacs (alveoli) and reduce surface tension in the lungs. This helps to inflate and expand the air sacs during breathing and prevents their collapse. Surfactants are normally produced naturally in the lungs. A failure by the lungs to do this results in a life threatening disorder known as respiratory distress syndrome, where the lungs become stiff, uninflatable and make breathing extremely difficult. This commonly occurs in premature babies, where their under-developed lungs are incapable of producing surfactants. Pumactant is given directly into the lung through a tube (endotracheal administration), to replace the natural surfactant and therefore aids breathing in premature babies."
DB04956,Afelimomab,,
DB04957,Azimilide,,"The mechanism of action of azimilide is to block both the slowly conducting (I(Ks)) and rapidly conducting (I(Kr)) rectifier potassium currents in cardiac cells. This differs from other class III agents that block I(Kr) exclusively or in combination with sodium, calcium, or transient outward (I(to)) potassium current channels. It also has blocking effects on sodium (I(Na)) and calcium currents (I(CaL)). Its effects on reentrant circuits in infarct border zones causing ventricular tachyarrhythmias are unknown. "
DB04958,Epratuzumab,,"Epratuzumab is a recombinant, humanized monoclonal antibody directed against CD22, a cell surface glycoprotein present on mature B-cells and on many types of malignant B-cells. It binds with high specificity to normal B-cells and B-cell tumors at the third Ig-like domain of CD22. After binding to CD22, epratuzumab's predominant antitumor activity appears to be mediated through antibody-dependent cellular cytotoxicity (ADCC). "
DB04959,HspE7,,"HspE7 works by efficiently delivering the E7 antigen to dendritic cells, which have a natural affinity for Hsp. Dendritic cells are known to be the most potent cells in the body for triggering immune responses. Coupling E7 to Hsp takes advantage of the Hsp receptors that dendritic cells express on their surface to introduce E7, as part of a larger fusion protein, into the dendritic cells. "
DB04960,Tipifarnib,CHEMBL289228,"The farnesyltransferase inhibitors (FTIs) are a class of experimental cancer drugs that target protein farnesyltransferase with the downstream effect of preventing the proper functioning of the Ras protein, which is commonly abnormally active in cancer. After translation, RAS goes through four steps of modification: isoprenylation, proteolysis, methylation and palmitoylation. Isoprenylation involves the enzyme farnesyltransferase (FTase) transferring a farnesyl group from farnesyl pyrophosphate (FPP) to the pre-RAS protein. Also, a related enzyme geranylgeranyltransferase I (GGTase I) has the ability to transfer a geranylgeranyl group to K and N-RAS. Farnesyl is necessary to attach RAS to the cell membrane. Without attachment to the cell membrane, RAS is not able to transfer signals from membrane receptors (Reuter et al., 2000)."
DB04961,Troxacitabine,CHEMBL359164,"Troxacitabine is activated by cellular kinases and incorporated into DNA, inhibiting its replication. In contrast to other cytosine nucleoside analogs, troxacitabine is resistant to inactivation by cytidine deaminase (CD)."
DB04962,Bectumomab,,"Using bectumomab, a mouse-derived monoclonal antibody labeled with technetium-99m (Tc-99m), a widely available, inexpensive radioisotope, medical professionals can determine through nuclear imaging the extent of CD22-expressing lymphomas."
DB04963,rhGAD65,,
DB04964,Oregovomab,,"Oregovomab targets the circulating tumour-associated antigen CA 125, which is shed from the surface of human ovarian cancer cells; the antibodies induce broad cellular and humoral immune responses against CA 125 via complex formation. Unlike free CA 125, CA 125-oregovomab complexes can prime dendritic cells, leading to downstream activation of T cells.
"
DB04967,Lucanthone,CHEMBL279014,"Recent data suggests that lucanthone inhibits post-radiation DNA repair in tumor cells. The ability of lucanthone to inhibit AP endonuclease and topoisomerase II probably account for the specific DNA repair inhibition in irradiated cells.

"
DB04968,PH94B,,There is little information available on the mechanism of action of vomeropherins. These compounds are delivered to the nasal passages and bind to chemoreceptors that in turn affect the hypothalamus and the limbic system.
DB04969,NV1020,,"Cancer-killing viruses, so-called oncolytic viruses are specific herpes simplex viruses, or HSVs, generally known as the cause of cold sores. These viruses are used, however, in a modified and ""disarmed"" form in order to make them utilizable as a therapeutic agent in humans. This is achieved by switching off certain genes that normally enable the virus to multiply in healthy cells, which would destroy these cells. As a result of this genetic modification, the HSVs are able to reproduce in tumor cells solely, since only these offer an environment that compensates for the loss of the removed viral genes. Consequently, the virus is able to replicate in the tumor cells, selectively destroying them without harming healthy tissue."
DB04970,Lesopitron,CHEMBL2105051,Lesopitron acts as a ligand for central serotonin 5-HT1A receptors. Lesopitron inhibits haloperidol-induced catalepsy that is the consequence of its action on 5-HT1A autoreceptors. The ability of lesopitron to induce 5-HT syndrome reflects post-synaptic 5-HT1A receptor activation and the reversion of 8-OHDPAT-induced 5-HT syndrome by lesopitron suggests a partial agonist effect on this receptor-type. Lesopitron induced a hypothermic effect due to the enhanced activation of post-synaptic 5-HT1A receptors. The agonist effect of lesopitron on 5-HT1A receptors and its marked hypothermic effect is an added value for this drug and a stimulus to the study of its possible neuroprotective action.
DB04971,Reglixane,,Reglixane is an agonist of peroxisome proliferator-activated receptor (PPAR) gamma and alpha.
DB04972,Canfosfamide,CHEMBL2111086,"S-transferase P1-1 (GST P1-1) is an enzyme overexpressed in many human cancer cells. High levels of GST P1-1 are associated with a poor prognosis and resistance to certain chemotherapeutics. The activation of canfosfamide occurs when GST P1-1 splits canfosfamide into two active fragments: a glutathione analog fragment and an active cytotoxic fragment. The cytotoxic fragment reacts with important cell components, including RNA, DNA and proteins, leading to cell death. The glutathione analog fragment of canfosfamide may remain bound to GST P1-1, which may limit the ability of GST P1-1 to inactivate other cancer drugs. "
DB04973,LErafAON,,Raf-1 protein serine threonine kinase plays an important role in cell survival and proliferation. Antisense inhibition of Raf-1 expression by drugs such as LErafAON has been shown to enhance the cytotoxic effects of radiation and anticancer drugs.
DB04974,AP1903,,
DB04975,Banoxantrone,CHEMBL117391,"Banoxantrone (formally known as AQ4N) is preferentially and irreversibly converted to AQ4, its cytotoxic form, in hypoxic tumour cells where it remains localised. When the surrounding oxygenated cells are killed by radiotherapy or chemotherapy bringing these AQ4-containing quiescent cells closer to the oxygen source, they become reoxygenated, attempt to resume replication and, in this state, are killed by AQ4 through potent DNA intercalation and topoisomerase II inhibition."
DB04976,M40403,,"M40403 is the lead candidate in a unique class of compounds known as
superoxide dismutase (SOD) mimetics. These stable, low molecular weight
compounds mimic the effect of superoxide dismutase, a naturally occurring
enzyme designed to destroy superoxide free radicals present in various
diseases associated with pain and inflammation."
DB04977,Plitidepsin,CHEMBL451930,Aplidine inhibits the growth and induces apoptosis in MOLT-4 cells through the indirect inhibition of VEGF secretion which blocks the VEGF/VEGFR-1 autocrine loop necessary for the growth of these cells.
DB04978,SP1049C,,"SP1049C is a novel anticancer agent containing doxorubicin and two nonionic pluronic block copolymers. Doxorubicin has antimitotic and cytotoxic activity through a number of proposed mechanisms of action: Doxorubicin forms complexes with DNA by intercalation between base pairs, and it inhibits topoisomerase II activity by stabilizing the DNA-topoisomerase II complex, preventing the religation portion of the ligation-religation reaction that topoisomerase II catalyzes."
DB04979,AVR118,,"AVR118 stimulates the peripheral blood mononuclear cell (PBMC) production of the proinflammatory cytokines IFN-y, IL-1b, IL-6 and TNF-a. This agent may reduce HIV-1 p24 antigen; viral reverse transcriptase activity; syncitial cell formation; and viral mRNA in infected PBMCs and human CD4+ lymphocyte H9 cells, and may decrease viral loads and increase CD4+ and CD8+ T-cell counts in HIV patients. In vitro, AVR118 has been shown to induce the maturation of HL60 leukemic cells and to inhibit the invasive and metastatic properties of a highly malignant breast cancer cell line."
DB04980,Lemuteporfin,,"Lemuteporfin is transported in the plasma primarily by lipoproteins. Once lemuteporfin is activated by light in the presence of oxygen, highly reactive, short-lived singlet oxygen and reactive oxygen radicals are generated. Light activation of lemuteporfin results in local damage to neovascular endothelium, resulting in vessel occlusion. Damaged endothelium is known to release procoagulant and vasoactive factors through the lipo-oxygenase (leukotriene) and cyclo-oxygenase (eicosanoids such as thromboxane) pathways, resulting in platelet aggregation, fibrin clot formation and vasoconstriction."
DB04981,CG7870,,"CG7870 is genetically engineered to replicate preferentially in prostate tissue, ignoring healthy cells. In this manner, the virus is able to selectively attack and kill tumorous cells."
DB04982,Talampanel,CHEMBL61872,"Talampanel is a potent noncompetitive and selective antagonist of the glutamine AMPA receptors. Studies in primates have shown that the administration of talampanel to parkinsonian monkeys significantly decreased levodopa-induced dyskinesias by 40%. When given alone, talampanel did not modify the severity of parkinsonian symptoms. However, in combination with levodopa, talampanel potentiated the antiparkinsonian action of levodopa by increasing motor activity."
DB04983,Denufosol,CHEMBL507282,"Denufosol tetrasodium is a selective P2Y2 agonist designed to enhance the lung's innate mucosal hydration and mucociliary clearance mechanisms by activating an alternative ion channel that acts in the same way as the defective ion channel in moving salt and water to the surface of the airways. Based on pre-clinical and clinical work, denufosol has several pharmacological actions contributing to its mechanism of action: hydration of the airways by stimulating chloride and liquid secretions on the epithelial cell surface; inhibition of epithelial sodium absorption; enhancement of ciliary beat frequency; and stimulation of mucin secretion. This unique mechanism of action represents a differentiated approach relative to other approved CF products and may be important in intervening in the early clinical course of CF lung disease."
DB04985,Tigapotide,,"The mechanism of action and receptor for PCK3145 suggests PCK3145 to be a signal transduction inhibitor with multiple ways (apoptosis, anti-angiogenesis and anti-metastasis) to restrict disease development."
DB04986,ZYC300,,"CYP1B1 is a unique extra-hepatic member of the cytochrome P450 family of monooxygenases. The CYP1B1 protein is over-expressed in all primary human tumors with minimal expression in critical normal tissues making this an attractive target for immunotherapy. CYP1B1-specific human T lymphocytes lyse tumor cells but not normal cells. To explore the potential clinical utility of elevated CYP1B1 immune responses, a pDNA-based immunogen was developed (ZYC300). The ZYC300 formulation is comprised of PLG microparticles containing a plasmid DNA with a CMV promoter that drives expression of mutated CYP1B1 protein."
DB04987,P113D,,"For both bacteria and fungi such as <i>Candida albicans</i>, P113D has been shown to kill cells as opposed to simply inhibiting their growth. It has been demonstrated that P113D acts by binding to the cell surface and increasing the permeability of both the outer and inner membranes of the cells of Gram negative bacteria, killing them within seconds. "
DB04988,IGN311,,"IGN311 is a humanized monoclonal antibody against the Lewis Y carbohydrate antigen, a blood-group-related oligosaccharide. Lewis Y is over-expressed in up to 90% of all epithelial cancers and its expression on adult normal tissues is very restricted; hence IGN311 has the potential to target a broad range of carcinomas. IGN311 is designed to exert clinical effects by destruction of tumor cells by activation of effector functions and by selective growth inhibition via functional receptors."
DB04989,Ty800,,Ty800 is a vaccine developed via the deletion of the phoP/phoQ virulence regulatory genes of <i>Salmonella typhi Ty2</i>. This enables the immune system to detect the applicable antibodies present on the natural virus without risking the patient.
DB04991,XL784,,"XL784 is a potent small molecule inhibitor of the ADAM-10 metalloprotease enzyme, which plays a role in blood vessel formation and cell proliferation that can cause renal fibrosis and impairment."
