hgnc_id	approved_symbol	approved_name	synonyms	accession_numbers	entrez_gene_id	ensembl_gene_id	refseq_ids
HGNC:33342	SPAG11A	sperm associated antigen 11A	HE2, EDDM2A		653423	ENSG00000178287	NM_001081552
HGNC:33343	SNORD115-48	small nucleolar RNA, C/D box 115-48	HBII-52-48	AF250841	100033822	ENSG00000201634	NR_003362.1
HGNC:33344	SATB1P1~withdrawn	entry withdrawn					
HGNC:33345	DUXB	double homeobox B			100033411	ENSG00000282757	
HGNC:33346	ZEB2P1	zinc finger E-box binding homeobox 2 pseudogene 1			100420926	ENSG00000249506	
HGNC:33347	SNORD116-28	small nucleolar RNA, C/D box 116-28	HBII-85-28	AF250841	100033820	ENSG00000278123	NR_003361
HGNC:33348	SNORD116-29	small nucleolar RNA, C/D box 116-29	HBII-85-29	AF250841	100033821	ENSG00000207245	NR_003360
HGNC:33349	UBE2D3P1	ubiquitin conjugating enzyme E2 D3 pseudogene 1	RP4-680N4	AL121755	100037280	ENSG00000225022	XM_001723611
HGNC:3335	EMP3	epithelial membrane protein 3	YMP	U52101	2014	ENSG00000142227	NM_001425
HGNC:33351	MIR675	microRNA 675	hsa-mir-675		100033819	ENSG00000278648	NR_030533
HGNC:33352	ABCC6P1	ATP binding cassette subfamily C member 6 pseudogene 1		BC075833	653190	ENSG00000256340	NR_003569
HGNC:33353	ABCC6P2	ATP binding cassette subfamily C member 6 pseudogene 2			730013	ENSG00000255277	NR_023387
HGNC:33354	DEFA11P	defensin alpha 11, pseudogene	DEFAP3	AY746436	724068	ENSG00000234178	
HGNC:33355	ANE1~withdrawn	symbol withdrawn, see RANBP2					
HGNC:33356	TEX28P1	testis expressed 28 pseudogene 1	pTEX		728447	ENSG00000274962	NG_005787
HGNC:33357	TEX28P2	testis expressed 28 pseudogene 2	pTEX, CXorf2B		653363	ENSG00000277008	XM_927078
HGNC:33358	GLOD5	glyoxalase domain containing 5			392465	ENSG00000171433	NM_001080489
HGNC:33359	ZFYVE9P1	zinc finger FYVE-type containing 9 pseudogene 1			100289259	ENSG00000229562	NG_022707
HGNC:3336	ADGRE1	adhesion G protein-coupled receptor E1		X81479	2015	ENSG00000174837	
HGNC:33360	KRT8P6	keratin 8 pseudogene 6			392552	ENSG00000214930	NG_021118
HGNC:33361	KRT8P7	keratin 8 pseudogene 7			729131	ENSG00000230716	NT_033899
HGNC:33362	KRT8P8	keratin 8 pseudogene 8			402429	ENSG00000223940	NT_011726
HGNC:33363	KRT8P9	keratin 8 pseudogene 9			390601	ENSG00000259470	NT_010194
HGNC:33364	KRT8P10	keratin 8 pseudogene 10			344320	ENSG00000231203	NT_005403
HGNC:33365	KRT8P13	keratin 8 pseudogene 13			730023	ENSG00000241416	NT_005612
HGNC:33366	KRT8P14	keratin 8 pseudogene 14			347333	ENSG00000214282	NT_079573
HGNC:33367	KRT8P15	keratin 8 pseudogene 15			645834	ENSG00000233579	NT_005403
HGNC:33368	KRT8P16	keratin 8 pseudogene 16			220959		NG_006099
HGNC:33369	KRT8P17	keratin 8 pseudogene 17			392479	ENSG00000235124	NT_011630
HGNC:3337	ADGRE2	adhesion G protein-coupled receptor E2	CD312	AF114491	30817	ENSG00000127507	
HGNC:33370	KRT8P18	keratin 8 pseudogene 18			442078	ENSG00000228767	NT_022517
HGNC:33371	KRT8P19	keratin 8 pseudogene 19			644998	ENSG00000257528	NG_009706
HGNC:33372	KRT8P20	keratin 8 pseudogene 20			441218	ENSG00000227404	NT_007819
HGNC:33373	KRT8P21	keratin 8 pseudogene 21			126811	ENSG00000229636	NG_009686
HGNC:33374	KRT8P22	keratin 8 pseudogene 22			342419	ENSG00000260731	NT_010498
HGNC:33375	KRT8P23	keratin 8 pseudogene 23			390610	ENSG00000259565	NT_010194
HGNC:33376	KRT8P24	keratin 8 pseudogene 24			729344	ENSG00000259500	NT_010194
HGNC:33377	KRT8P25	keratin 8 pseudogene 25			402134	ENSG00000239829	NT_022459
HGNC:33378	KRT8P26	keratin 8 pseudogene 26			390211	ENSG00000214659	NT_033903
HGNC:33379	KRT8P27	keratin 8 pseudogene 27			442455	ENSG00000226502	NT_011669
HGNC:3338	CTTN	cortactin		AJ288897	2017	ENSG00000085733	NM_138565
HGNC:33380	KRT8P28	keratin 8 pseudogene 28			391099	ENSG00000223810	NT_004487
HGNC:33381	KRT8P29	keratin 8 pseudogene 29			391155	ENSG00000236430	NT_004487
HGNC:33382	KRT8P30	keratin 8 pseudogene 30			391485	ENSG00000224928	NT_005403
HGNC:33383	GXYLT2	glucoside xylosyltransferase 2		AC098481	727936	ENSG00000172986	NM_001080393
HGNC:33384	KRT18P16	keratin 18 pseudogene 16			391827	ENSG00000235275	NT_034772
HGNC:33385	KRT18P17	keratin 18 pseudogene 17			344866	ENSG00000213943	NT_022517
HGNC:33386	KRT18P18	keratin 18 pseudogene 18			342374	ENSG00000261764	NT_010498
HGNC:33387	KRT18P19	keratin 18 pseudogene 19			339781	ENSG00000213601	NT_005403
HGNC:33388	KRT18P20	keratin 18 pseudogene 20			121054	ENSG00000257758	NT_019546
HGNC:33389	KRT18P21	keratin 18 pseudogene 21			132391	ENSG00000250363	NT_016354
HGNC:3339	EMWX	episodic muscle weakness, X-linked					
HGNC:33390	KRT18P22	keratin 18 pseudogene 22			442252	ENSG00000218153	NT_025741
HGNC:33391	CALHM6	calcium homeostasis modulator family member 6	RP1-93H18.5, OTTHUMP00000017061, OTTHUMP00000017062, dJ93H18.5, INAM	AF086130	441168	ENSG00000188820	NM_001010919
HGNC:33392	KRT18P23	keratin 18 pseudogene 23			642448	ENSG00000215333	NT_011523
HGNC:33393	KRT18P24	keratin 18 pseudogene 24			340460	ENSG00000226234	NT_023935
HGNC:33394	KRT18P25	keratin 18 pseudogene 25			391647	ENSG00000249064	NT_016297
HGNC:33395	KRT18P26	keratin 18 pseudogene 26			100418770	ENSG00000229798	NT_022184
HGNC:33396	KRT18P27	keratin 18 pseudogene 27			390418	ENSG00000224419	NT_009952
HGNC:33397	KRT18P28	keratin 18 pseudogene 28			343326	ENSG00000176855	NT_004487
HGNC:33398	KRT18P29	keratin 18 pseudogene 29			729050	ENSG00000213958	NT_005403
HGNC:33399	KRT18P30	keratin 18 pseudogene 30			643858		NT_007299
HGNC:334	AGTBP~withdrawn	symbol withdrawn, see NLN					
HGNC:3340	EMX1	empty spiracles homeobox 1		X68879	2016	ENSG00000135638	
HGNC:33400	KRT18P31	keratin 18 pseudogene 31			646723	ENSG00000249850	NT_006576
HGNC:33401	KRT18P32	keratin 18 pseudogene 32			391179	ENSG00000215149	NT_004836
HGNC:33402	KRT18P33	keratin 18 pseudogene 33			647162	ENSG00000214533	NT_022184
HGNC:33403	KRT18P34	keratin 18 pseudogene 34			391589	ENSG00000244515	NT_005612
HGNC:33404	KRT18P35	keratin 18 pseudogene 35			391584	ENSG00000215606	NT_005612
HGNC:33405	KRT18P36	keratin 18 pseudogene 36			442406	ENSG00000226246	NT_008413
HGNC:33406	KRT18P37	keratin 18 pseudogene 37			392214	ENSG00000253943	NT_007995
HGNC:33407	KRT18P38	keratin 18 pseudogene 38			441133	ENSG00000214012	NT_007592
HGNC:33408	KRT18P39	keratin 18 pseudogene 39			344462	ENSG00000224791	NT_005403
HGNC:33409	KRT18P40	keratin 18 pseudogene 40			390904	ENSG00000269012	NT_011295
HGNC:3341	EMX2	empty spiracles homeobox 2		AF301598	2018	ENSG00000170370	NM_004098
HGNC:33410	KRT18P12	keratin 18 pseudogene 12			643471	ENSG00000215819	NT_021877
HGNC:33411	KRT18P41	keratin 18 pseudogene 41			345430	ENSG00000253219	NT_023133
HGNC:33412	KRT18P42	keratin 18 pseudogene 42			391819	ENSG00000214794	NT_034772
HGNC:33413	KRT18P43	keratin 18 pseudogene 43			151825	ENSG00000240128	NT_005612
HGNC:33414	KRT18P44	keratin 18 pseudogene 44			139748	ENSG00000218728	NT_011786
HGNC:33415	KRT18P45	keratin 18 pseudogene 45			391803	ENSG00000249438	NT_006713
HGNC:33416	KRT18P46	keratin 18 pseudogene 46			391458	ENSG00000235716	NT_005403
HGNC:33417	KRT18P47	keratin 18 pseudogene 47			390634	ENSG00000259489	NT_010274
HGNC:33418	KRT18P48	keratin 18 pseudogene 48			340598	ENSG00000217889	NT_011726
HGNC:33419	KRT18P49	keratin 18 pseudogene 49			392516	ENSG00000214720	NT_011651
HGNC:3342	EN1	engrailed homeobox 1		L12699	2019	ENSG00000163064	
HGNC:33420	KRT18P50	keratin 18 pseudogene 50			442236	ENSG00000219941	NT_025741
HGNC:33421	KRT18P51	keratin 18 pseudogene 51			391703	ENSG00000250504	NT_016354
HGNC:33422	KRT19P1	keratin 19 pseudogene 1			441160	ENSG00000218014	NG_009680
HGNC:33423	KRT19P2	keratin 19 pseudogene 2			160313	ENSG00000216306	NT_019546
HGNC:33424	KRT19P3	keratin 19 pseudogene 3			442114	ENSG00000249681	NT_016354
HGNC:33425	MIAT	myocardial infarction associated transcript (non-protein coding)	FLJ25967, Rncr2, gomafu, NCRNA00066, LINC00066, lncRNA-MIAT	AB263414	440823	ENSG00000225783	NR_003491
HGNC:33426	GGTLC3	gamma-glutamyltransferase light chain family member 3		L10397	728226	ENSG00000274252	NM_001355479
HGNC:33427	GGTLC5P	gamma-glutamyltransferase light chain 5 pseudogene		L10399	653590	ENSG00000276160	XR_016962
HGNC:33428	GGTLC4P	gamma-glutamyltransferase light chain 4 pseudogene		L10395	729838	ENSG00000230712	XR_015549
HGNC:33429	SYT14P1	synaptotagmin 14 pseudogene 1	SYTDEP, CHR415SYT	AJ303368	401135	ENSG00000215127	NM_001014372
HGNC:3343	EN2	engrailed homeobox 2			2020	ENSG00000164778	NM_001427
HGNC:33433	SULT6B1	sulfotransferase family 6B member 1		AY289770, AY289774	391365	ENSG00000138068	NM_001032377
HGNC:33434	RNF215	ring finger protein 215			200312	ENSG00000099999	NM_001017981
HGNC:33435	GDF5OS	growth differentiation factor 5 opposite strand		BC085019	554250	ENSG00000204183	NM_001355428
HGNC:33437	GSTT2B	glutathione S-transferase theta 2B (gene/pseudogene)	GSTT2P	BC071700	653689	ENSG00000133433	NM_001080843
HGNC:33438	GGT8P	gamma-glutamyltransferase 8 pseudogene	FLJ31276	AK055838	645367	ENSG00000236969	NR_003503
HGNC:33439	LGMD2L~withdrawn	symbol withdrawn, see ANO5					
HGNC:3344	ENAM	enamelin		AF125373	10117	ENSG00000132464	NM_031889
HGNC:33440	TRIM6-TRIM34	TRIM6-TRIM34 readthrough		AB039903	445372	ENSG00000258588	NM_001003819
HGNC:33441	ZFP91-CNTF	ZFP91-CNTF readthrough (NMD candidate)		AB057443	386607	ENSG00000255073	NM_170768
HGNC:33442	NACA3P	NACA family member 3 pseudogene	NACA3		389240	ENSG00000121089	NG_005843
HGNC:33443	LGMD1F~withdrawn	symbol withdrawn, see TNPO3					
HGNC:33444	SCA29~withdrawn	symbol withdrawn, see ITPR1					
HGNC:33445	SCA30	spinocerebellar ataxia 30					
HGNC:33446	DDTL	D-dopachrome tautomerase like		CR606018	100037417	ENSG00000099974	NM_001084393
HGNC:33447	PRKRAP1	protein activator of interferon induced protein kinase EIF2AK2 pseudogene 1			731716		XR_015579
HGNC:33448	MAS1LP1	MAS1L pseudogene 1	OTTHUMG00000086553		646366	ENSG00000230164	NG_009738
HGNC:33449	MCCD1P1	mitochondrial coiled-coil domain 1 pseudogene 1	OTTHUMG00000130506		100048903	ENSG00000235963	
HGNC:3345	ENC1	ectodermal-neural cortex 1	PIG10, ENC-1, TP53I10, KLHL37	AF059611	8507	ENSG00000171617	NM_003633
HGNC:33450	DDX39BP1	DEAD-box helicase 39B pseudogene 1			100048904	ENSG00000233677	NG_028140
HGNC:33451	CCDC137	coiled-coil domain containing 137	MGC16597	BC009369	339230	ENSG00000185298	
HGNC:33452	GBD2	gallbladder disease 2					
HGNC:33453	GBD3	gallbladder disease 3					
HGNC:33454	KIAA1211L	KIAA1211 like	MGC42367	BC068277	343990	ENSG00000196872	NM_207362
HGNC:33455	SLC15A5	solute carrier family 15 member 5			729025	ENSG00000188991	NM_001170798
HGNC:33456	ZDHHC20P1	zinc finger DHHC-type containing 20 pseudogene 1	OTTHUMG00000086707		100048907	ENSG00000233916	
HGNC:33457	ZDHHC20P2	zinc finger DHHC-type containing 20 pseudogene 2	OTTHUMG00000133740		100048908	ENSG00000223702	
HGNC:33458	TMEM183AP1	transmembrane protein 183A pseudogene 1	BPG126D10.10, OTTHUMG00000086663			ENSG00000227609	
HGNC:33459	CCDC137P	coiled-coil domain containing 137 pseudogene			642802		
HGNC:3346	ENDOG	endonuclease G		X79444	2021	ENSG00000167136	NM_004435
HGNC:33460	RPL35AP4	ribosomal protein L35a pseudogene 4	BPG294E21.7, OTTHUMG00000140156			ENSG00000225644	
HGNC:33461	DDX39BP2	DEAD-box helicase 39B pseudogene 2	BPG309N1.15		100048923	ENSG00000238024	NG_028139
HGNC:33462	MCCD1P2	mitochondrial coiled-coil domain 1 pseudogene 2	BPG309N1.16		100048924	ENSG00000224312	
HGNC:33463	ANXA2R	annexin A2 receptor	AXIIR	BC067873	389289	ENSG00000177721	NM_001014279
HGNC:33464	MIMT1	MER1 repeat containing imprinted transcript 1 (non-protein coding)	MIM1, NCRNA00067, LINC00067	EF110915	100073347		NR_024059
HGNC:33469	DEFB109B	defensin beta 109B			641517	ENSG00000206034	
HGNC:3347	EXOG	exo/endonuclease G	ENGL-a, ENGL, ENGL-b	AB020523	9941	ENSG00000157036	NM_005107
HGNC:33472	SPG37	spastic paraplegia 37 (autosomal dominant)					
HGNC:33477	FEB5	febrile convulsions 5					
HGNC:33478	FEB6	febrile convulsions 6					
HGNC:33479	FEB7	febrile convulsions 7					
HGNC:3348	ENDOGL2~withdrawn	symbol withdrawn, see EXOG					
HGNC:33480	CYP27C1	cytochrome P450 family 27 subfamily C member 1	FLJ16008	AC027142	339761	ENSG00000186684	NM_001001665
HGNC:33482	MEX3A	mex-3 RNA binding family member A	RNF162	AK024097	92312	ENSG00000254726	NM_001093725
HGNC:33483	PSORS6	psoriasis susceptibility 6					
HGNC:33484	COL6A4P1	collagen type VI alpha 4 pseudogene 1	VWA6, DIVA, COL6A4, COL6A4P	AB299979	344875	ENSG00000230524	NR_027927
HGNC:33485	SPG38	spastic paraplegia 38 (autosomal dominant, Silver syndrome)					
HGNC:33486	DFNB73~withdrawn	symbol withdrawn, see BSND					
HGNC:33487	FDPSP7	farnesyl diphosphate synthase pseudogene 7			441261	ENSG00000231087	NG_009609
HGNC:33488	CCDC9B	coiled-coil domain containing 9B	FLJ43339	AK124643	388115	ENSG00000188549	NM_207380
HGNC:33489	C11orf81~withdrawn	symbol withdrawn, see DUSP8					
HGNC:3349	ENG	endoglin	END, HHT1, CD105	AF035753	2022	ENSG00000106991	
HGNC:33490	DFNB74~withdrawn	symbol withdrawn, see MSRB3					
HGNC:33491	DFNA57	deafness, autosomal dominant 57					
HGNC:33492	SLC9A3P3	solute carrier family 9 member 3 pseudogene 3			728990	ENSG00000226631	XR_015422
HGNC:33493	SLC9A3P4~withdrawn	symbol withdrawn, see SLC9A3P1					
HGNC:33494	CT83	cancer/testis antigen 83	KK-LC-1, FLJ20611, FLJ22913	BC062223	203413	ENSG00000204019	NM_001017978
HGNC:33495	BLID	BH3-like motif containing, cell death inducer	BRCC2	AF303179	414899		NM_001001786
HGNC:33496	AKR1B1P8	aldo-keto reductase family 1 member B1 pseudogene 8			392525	ENSG00000231371	NG_009682
HGNC:33497	AKR1B1P7	aldo-keto reductase family 1 member B1 pseudogene 7			126242	ENSG00000266899	NG_009664
HGNC:33498	AKR1B1P6	aldo-keto reductase family 1 member B1 pseudogene 6			100129769		
HGNC:33499	ATRIP	ATR interacting protein	FLJ12343, MGC20625, MGC21482, MGC26740	AF451323	84126	ENSG00000164053	NM_130384
HGNC:335	AGTIL~withdrawn	symbol withdrawn, see ASIP					
HGNC:3350	ENO1	enolase 1	PPH, MBP-1	BC022545	2023	ENSG00000074800	NM_001428
HGNC:33502	CLEC4GP1	C-type lectin domain family 4 member G pseudogene 1		BC047593	440508	ENSG00000268297	NR_002931
HGNC:33503	DFNB75	deafness, autosomal recessive 75					
HGNC:33504	SCIMP	SLP adaptor and CSK interacting membrane protein	DTFT5783, UNQ5783, FLJ32580, MGC163426, MGC163428	AY358809	388325	ENSG00000161929	NM_207103
HGNC:33505	OPA7~withdrawn	entry withdrawn					
HGNC:33506	GAPDHL5~withdrawn	entry withdrawn					
HGNC:3351	ENO1L1~withdrawn	symbol withdrawn, see ENO1					
HGNC:33510	HOTAIR	HOX transcript antisense RNA	HOXC-AS4, HOXC11-AS1, NCRNA00072	DQ926657	100124700	ENSG00000228630	NR_003716
HGNC:33511	ELOA3D	elongin A3 family member D			100506888	ENSG00000274744	XM_929328
HGNC:33512	PYDC2	pyrin domain containing 2	POP2		152138	ENSG00000253548	NM_001083308
HGNC:33513	WDR82P2	WD repeat domain 82 pseudogene 2	WDR82C		441891	ENSG00000241318	NG_006032
HGNC:33514	PMS2P6	PMS1 homolog 2, mismatch repair system component pseudogene 6		AB017005	729453	ENSG00000174384	
HGNC:33515	PMS2P7	PMS1 homolog 2, mismatch repair system component pseudogene 7	PMSR7	AB017006	100101440	ENSG00000229018	NR_130940
HGNC:33516	PMS2P8	PMS1 homolog 2, mismatch repair system component pseudogene 8			729299		NG_006447
HGNC:33517	ZSCAN30	zinc finger and SCAN domain containing 30	ZNF917	AY234408	100101467	ENSG00000186814	NM_001112734
HGNC:33518	FRG2B	FSHD region gene 2 family member B		AY744466	441581	ENSG00000225899	NM_001080998
HGNC:33519	RHOXF2B	Rhox homeobox family member 2B			727940	ENSG00000203989	NM_001099685
HGNC:3352	ENO1P1	enolase 1 pseudogene 1		X15277	2025	ENSG00000244457	NG_001115
HGNC:33520	ST20	suppressor of tumorigenicity 20	HCCS-1	AF249277	400410		
HGNC:33521	TMEM189-UBE2V1	TMEM189-UBE2V1 readthrough	Kua-UEV, CROC-1B	U39361	387522	ENSG00000124208	
HGNC:33522	TLCD2	TLC domain containing 2			727910	ENSG00000185561	NM_001164407
HGNC:33523	EEF1DP2	eukaryotic translation elongation factor 1 delta pseudogene 2			442429	ENSG00000226721	NG_006527
HGNC:33524	EEF1DP5	eukaryotic translation elongation factor 1 delta pseudogene 5			442258	ENSG00000213130	NG_006525
HGNC:33525	FTH1P19	ferritin heavy chain 1 pseudogene 19			389844	ENSG00000219186	XM_372202
HGNC:33526	PPAN-P2RY11	PPAN-P2RY11 readthrough		AJ300588	692312	ENSG00000243207	NM_001040664
HGNC:33527	INS-IGF2	INS-IGF2 readthrough		DQ104205	723961	ENSG00000129965	NM_001042376.2
HGNC:33529	PALM2-AKAP2	PALM2-AKAP2 readthrough		AB023137	445815	ENSG00000157654	
HGNC:3353	ENO2	enolase 2		M22349	2026	ENSG00000111674	
HGNC:33530	ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3 readthrough	MASK-BP3	AF521883	404734	ENSG00000254996	NM_020690
HGNC:33531	NME1-NME2	NME1-NME2 readthrough	NM23-LV, NMELV	DQ109675	654364	ENSG00000011052	
HGNC:33533	BRI3P1	brain protein I3 pseudogene 1			730010	ENSG00000225169	NG_009718
HGNC:33535	SYS1-DBNDD2	SYS1-DBNDD2 readthrough (NMD candidate)		BC023562	767557	ENSG00000254806	
HGNC:33537	TNFSF12-TNFSF13	TNFSF12-TNFSF13 readthrough	TWE-PRIL	AY081051	407977	ENSG00000248871	
HGNC:33538	ABHD17AP2~withdrawn	symbol withdrawn, see ABHD17AP1					
HGNC:33539	ELF2P1	E74-like factor 2 pseudogene 1			100101917		NG_006555
HGNC:3354	ENO3	enolase 3		X16504	2027	ENSG00000108515	
HGNC:33540	ELF2P4	E74-like factor 2 pseudogene 4			644935		NG_006556
HGNC:33541	BRD7P2	bromodomain containing 7 pseudogene 2			647076	ENSG00000184100	
HGNC:33542	AK2P2	adenylate kinase 2 pseudogene 2			339736	ENSG00000242272	NG_009660
HGNC:33543	SULT1C3	sulfotransferase family 1C member 3		BC146362	442038	ENSG00000196228	NM_001008743
HGNC:33545	SULT1C2P1	sulfotransferase family 1C member 2 pseudogene 1	SULT1C1P	AK056906	151234	ENSG00000237223	NR_037191
HGNC:33546	SCDOS~withdrawn	symbol withdrawn, see SCD					
HGNC:33547	FNDC9	fibronectin type III domain containing 9	MGC27121	BC022570	408263	ENSG00000172568	NM_001001343
HGNC:33548	PCBP3-OT1~withdrawn	symbol withdrawn, see PCBP3					
HGNC:33549	C19orf64~withdrawn	symbol withdrawn, see GIPC3					
HGNC:3355	ENPEP	glutamyl aminopeptidase	gp160, CD249	L12468	2028	ENSG00000138792	
HGNC:33550	NUGGC	nuclear GTPase, germinal center associated	HMFN0672, SLIP-GC	AB075870	389643	ENSG00000189233	NM_001010906
HGNC:33551	NDUFAF8	NADH:ubiquinone oxidoreductase complex assembly factor 8		BC127837	284184	ENSG00000224877	NM_001086521
HGNC:33552	GNG5P3	G protein subunit gamma 5 pseudogene 3			100101932	ENSG00000254949	NG_006562
HGNC:33553	GNG5P4	G protein subunit gamma 5 pseudogene 4			100101933		NG_006563
HGNC:33554	GNG5P5	G protein subunit gamma 5 pseudogene 5			100101935	ENSG00000234590	NG_006564
HGNC:33555	SNORD127	small nucleolar RNA, C/D box 127		AM413025	100113389	ENSG00000239043	NR_003691
HGNC:33557	HMGN2P13	high mobility group nucleosomal binding domain 2 pseudogene 13			100289682	ENSG00000241810	
HGNC:33558	SNORD119	small nucleolar RNA, C/D box 119		AM413030	100113378		NR_003684
HGNC:33559	SCARNA9L	small Cajal body-specific RNA 9-like			100158262		NR_023358
HGNC:3356	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1	PC-1, PCA1	M57736	5167	ENSG00000197594	
HGNC:33560	SNORD121A	small nucleolar RNA, C/D box 121A		AM413031	100113379	ENSG00000238886	NR_003685
HGNC:33562	SNORD123	small nucleolar RNA, C/D box 123		AM413035	100113384	ENSG00000239112	NR_003689
HGNC:33563	SNORD124	small nucleolar RNA, C/D box 124		AM413036	101340251	ENSG00000238793	NR_102369
HGNC:33564	SNORD125	small nucleolar RNA, C/D box 125		AM413037	100113380	ENSG00000239127	NR_003686
HGNC:33565	SNORD126	small nucleolar RNA, C/D box 126	hsa-mir-1201	AM413038	100113391	ENSG00000238344	NR_003693
HGNC:33566	HMGN2P3	high mobility group nucleosomal binding domain 2 pseudogene 3			728632	ENSG00000230330	NG_005591
HGNC:33567	HMGN2P4	high mobility group nucleosomal binding domain 2 pseudogene 4			643744	ENSG00000249014	NG_006596
HGNC:33568	HMGN2P5	high mobility group nucleosomal binding domain 2 pseudogene 5			727795	ENSG00000234664	NG_006579
HGNC:33569	SNORD121B	small nucleolar RNA, C/D box 121B		AM413032	101340252	ENSG00000238300	NR_102370
HGNC:3357	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2	ATX, PD-IALPHA	D45421	5168	ENSG00000136960	
HGNC:33570	SNORD19B	small nucleolar RNA, C/D box 19B		AM413023	100113381	ENSG00000238862	NR_003687
HGNC:33571	SNORD11B	small nucleolar RNA, C/D box 11B		AM413022	100113392	ENSG00000271852	NR_003694
HGNC:33572	SNORD105B	small nucleolar RNA, C/D box 105B		AM413024	100113382	ENSG00000238531	NR_003688
HGNC:33573	SNORD12B	small nucleolar RNA, C/D box 12B		AM413026	100113393	ENSG00000222365	NR_003695
HGNC:33574	HMGN2P6	high mobility group nucleosomal binding domain 2 pseudogene 6			643872	ENSG00000257179	NG_006597
HGNC:33575	HMGN2P7	high mobility group nucleosomal binding domain 2 pseudogene 7			644498	ENSG00000226427	NG_006600
HGNC:33576	PI4KAP1	phosphatidylinositol 4-kinase alpha pseudogene 1			728233	ENSG00000274602	
HGNC:33577	PI4KAP2	phosphatidylinositol 4-kinase alpha pseudogene 2			375133	ENSG00000183506	
HGNC:33579	SNORD111B	small nucleolar RNA, C/D box 111B	hsa-mir-3647	AM413027	100113402	ENSG00000221514	NR_003696
HGNC:3358	ENPP3	ectonucleotide pyrophosphatase/phosphodiesterase 3	PD-IBETA, gp130RB13-6, B10, CD203c	AF005632	5169	ENSG00000154269	
HGNC:33580	CT45B1P	cancer/testis antigen family 45 member B1, pseudogene			100337646		
HGNC:33581	FAM138F	family with sequence similarity 138 member F	F379		641702	ENSG00000282591	NR_026820
HGNC:33582	FAM138B	family with sequence similarity 138 member B	F379		654412	ENSG00000226516	NR_026821
HGNC:33583	FAM138D	family with sequence similarity 138 member D	F379		677784	ENSG00000249054	NR_026823
HGNC:33584	BICDL2	BICD family like cargo adaptor 2		BC128602	146439	ENSG00000162069	
HGNC:33586	TET1P1	tet methylcytosine dioxygenase 1 pseudogene 1			441662	ENSG00000232204	NG_006594
HGNC:33587	FGF7P4	fibroblast growth factor 7 pseudogene 4			728195	ENSG00000216829	
HGNC:33588	FGF7P5	fibroblast growth factor 7 pseudogene 5			653453	ENSG00000204816	
HGNC:33589	FGF7P7	fibroblast growth factor 7 pseudogene 7			728433	ENSG00000204801	
HGNC:3359	ENPP4	ectonucleotide pyrophosphatase/phosphodiesterase 4	NPP4, KIAA0879, AP3Aase	AB020686	22875	ENSG00000001561	
HGNC:33591	LCCS2~withdrawn	symbol withdrawn, see ERBB3					
HGNC:33592	TMPRSS11E2~withdrawn	symbol withdrawn, see TMPRSS11E					
HGNC:33593	FAM72D	family with sequence similarity 72 member D		CR589924	728833	ENSG00000215784	XM_001128582
HGNC:33595	VSTM2B	V-set and transmembrane domain containing 2B			342865	ENSG00000187135	NM_001146339
HGNC:33596	DEFA1B	defensin alpha 1B			728358	ENSG00000240247	NM_001042500
HGNC:33599	DEFT1P2	defensin, theta 1 pseudogene 2			100287083	ENSG00000232039	
HGNC:336	AGTR1	angiotensin II receptor type 1	AT1, AT2R1, AGTR1A, AT2R1A, HAT1R, AG2S, AT2R1B, AT1B	M87290	185	ENSG00000144891	
HGNC:3360	ENSA	endosulfine alpha	MGC4319, MGC8394, MGC78563, ARPP-19e	X99906	2029	ENSG00000143420	NM_207042
HGNC:33600	TMEM191B	transmembrane protein 191B			728229		XM_001128423
HGNC:33601	TMEM191C	transmembrane protein 191C			645426	ENSG00000206140	NM_001207052
HGNC:33602	CROCCP1	ciliary rootlet coiled-coil, rootletin pseudogene 1			392547	ENSG00000225769	NG_009690
HGNC:33603	TCAF2P1	TRPM8 channel associated factor 2 pseudogene 1	FLJ40722-like, TCAF2BP		653691	ENSG00000159860	NR_110549
HGNC:33604	TCAF1P1	TRPM8 channel associated factor 1 pseudogene 1			653199	ENSG00000223459	NG_008224
HGNC:33605	MOXD2P	monooxygenase, DBH-like 2, pseudogene			100289017	ENSG00000240268	NR_024346
HGNC:33606	GSTTP2	glutathione S-transferase theta pseudogene 2		KI270879	653399		NR_003082
HGNC:33607	ANKRD36BP2	ankyrin repeat domain 36B pseudogene 2			645784	ENSG00000230006	
HGNC:33609	MARCH11	membrane associated ring-CH-type finger 11	MARCH-XI, RNF226	BC150513	441061	ENSG00000183654	NM_001102562
HGNC:3361	ENT1~withdrawn	symbol withdrawn, see SLC29A1					
HGNC:33610	RNF216P1	ring finger protein 216 pseudogene 1		AK124529	441191	ENSG00000196204	XM_001126561
HGNC:33611	ATP5MFP5	ATP synthase membrane subunit f pseudogene 5			654484	ENSG00000256103	NG_005477
HGNC:33612	ATP5MFP6	ATP synthase membrane subunit f pseudogene 6			654486	ENSG00000261102	NG_005475
HGNC:33613	SNORD58C	small nucleolar RNA, C/D box 58C		AM413028	100124516	ENSG00000202093	NR_003701
HGNC:33614	SCARNA27	small Cajal body-specific RNA 27		AM413021	100124533		NR_003703
HGNC:33615	SNORA84	small nucleolar RNA, H/ACA box 84		AM413009	100124534	ENSG00000239183	NR_003704
