DrugID	Name	Action	TargetID	Symbol	HGNC
DB01588	Prazepam	potentiator	BE0003598	GABRR2	HGNC:4091
DB01588	Prazepam	potentiator	BE0003619	GABRR3	HGNC:17969
DB01588	Prazepam	positive allosteric modulator	BE0004797	GABRQ	HGNC:14454
DB01589	Quazepam	potentiator	BE0000795	GABRA1	HGNC:4075
DB01589	Quazepam	potentiator	BE0000381	GABRA2	HGNC:4076
DB01589	Quazepam	potentiator	BE0000523	GABRA3	HGNC:4077
DB01589	Quazepam	potentiator	BE0000471	GABRA5	HGNC:4079
DB01589	Quazepam	potentiator	BE0003593	GABRG1	HGNC:4086
DB01589	Quazepam	potentiator	BE0003592	GABRG2	HGNC:4087
DB01589	Quazepam	potentiator	BE0003594	GABRG3	HGNC:4088
DB01589	Quazepam	potentiator	BE0002344	GABRB1	HGNC:4081
DB01589	Quazepam	potentiator	BE0002345	GABRB3	HGNC:4083
DB01589	Quazepam	potentiator	BE0003599	GABRD	HGNC:4084
DB01589	Quazepam	potentiator	BE0003595	GABRE	HGNC:4085
DB01589	Quazepam	potentiator	BE0003596	GABRP	HGNC:4089
DB01589	Quazepam	potentiator	BE0000129	GABRR1	HGNC:4090
DB01589	Quazepam	potentiator	BE0003598	GABRR2	HGNC:4091
DB01589	Quazepam	potentiator	BE0003619	GABRR3	HGNC:17969
DB01589	Quazepam	positive allosteric modulator	BE0004797	GABRQ	HGNC:14454
DB01590	Everolimus	inhibitor	BE0002386	MTOR	HGNC:3942
DB01591	Solifenacin	antagonist	BE0000045	CHRM3	HGNC:1952
DB01591	Solifenacin	antagonist	BE0000092	CHRM1	HGNC:1950
DB01591	Solifenacin	antagonist	BE0000560	CHRM2	HGNC:1951
DB01591	Solifenacin	antagonist	BE0000405	CHRM4	HGNC:1953
DB01591	Solifenacin	antagonist	BE0000247	CHRM5	HGNC:1954
DB01594	Cinolazepam	potentiator	BE0000795	GABRA1	HGNC:4075
DB01594	Cinolazepam	potentiator	BE0000381	GABRA2	HGNC:4076
DB01594	Cinolazepam	potentiator	BE0000523	GABRA3	HGNC:4077
DB01594	Cinolazepam	potentiator	BE0000471	GABRA5	HGNC:4079
DB01594	Cinolazepam	potentiator	BE0003593	GABRG1	HGNC:4086
DB01594	Cinolazepam	potentiator	BE0003592	GABRG2	HGNC:4087
DB01594	Cinolazepam	potentiator	BE0003594	GABRG3	HGNC:4088
DB01594	Cinolazepam	potentiator	BE0002344	GABRB1	HGNC:4081
DB01594	Cinolazepam	potentiator	BE0002346	GABRB2	HGNC:4082
DB01594	Cinolazepam	potentiator	BE0002345	GABRB3	HGNC:4083
DB01594	Cinolazepam	potentiator	BE0003599	GABRD	HGNC:4084
DB01594	Cinolazepam	potentiator	BE0003595	GABRE	HGNC:4085
DB01594	Cinolazepam	potentiator	BE0003596	GABRP	HGNC:4089
DB01594	Cinolazepam	potentiator	BE0000129	GABRR1	HGNC:4090
DB01594	Cinolazepam	potentiator	BE0003598	GABRR2	HGNC:4091
DB01594	Cinolazepam	potentiator	BE0003619	GABRR3	HGNC:17969
DB01595	Nitrazepam	potentiator	BE0000795	GABRA1	HGNC:4075
DB01595	Nitrazepam	potentiator	BE0000381	GABRA2	HGNC:4076
DB01595	Nitrazepam	potentiator	BE0000523	GABRA3	HGNC:4077
DB01595	Nitrazepam	potentiator	BE0000478	GABRA4	HGNC:4078
DB01595	Nitrazepam	potentiator	BE0000471	GABRA5	HGNC:4079
DB01595	Nitrazepam	potentiator	BE0000764	GABRA6	HGNC:4080
DB01595	Nitrazepam	potentiator	BE0002344	GABRB1	HGNC:4081
DB01595	Nitrazepam	potentiator	BE0002346	GABRB2	HGNC:4082
DB01595	Nitrazepam	potentiator	BE0002345	GABRB3	HGNC:4083
DB01595	Nitrazepam	potentiator	BE0003593	GABRG1	HGNC:4086
DB01595	Nitrazepam	potentiator	BE0003592	GABRG2	HGNC:4087
DB01595	Nitrazepam	potentiator	BE0003594	GABRG3	HGNC:4088
DB01595	Nitrazepam	potentiator	BE0003599	GABRD	HGNC:4084
DB01595	Nitrazepam	potentiator	BE0003595	GABRE	HGNC:4085
DB01595	Nitrazepam	potentiator	BE0003596	GABRP	HGNC:4089
DB01595	Nitrazepam	potentiator	BE0000129	GABRR1	HGNC:4090
DB01595	Nitrazepam	potentiator	BE0003598	GABRR2	HGNC:4091
DB01595	Nitrazepam	potentiator	BE0003619	GABRR3	HGNC:17969
DB01595	Nitrazepam	potentiator	BE0003597	GABRQ	HGNC:14454
DB01595	Nitrazepam	other/unknown	BE0000141	SCN1A	HGNC:10585
DB01597	Cilastatin	inhibitor	BE0001148	DPEP1	HGNC:3002
DB01599	Probucol	inhibitor	BE0000119	ABCA1	HGNC:29
DB01599	Probucol		BE0002705	CES1	HGNC:1863
DB01600	Tiaprofenic acid	inhibitor	BE0000262	PTGS2	HGNC:9605
DB01600	Tiaprofenic acid	inhibitor	BE0000017	PTGS1	HGNC:9604
DB01608	Propericiazine	antagonist	BE0000020	DRD1	HGNC:3020
DB01608	Propericiazine	antagonist	BE0000289	ADRA2A	HGNC:281
DB01608	Propericiazine	antagonist	BE0000575	ADRA1B	HGNC:278
DB01611	Hydroxychloroquine	antagonist	BE0000155	TLR7	HGNC:15631
DB01611	Hydroxychloroquine	antagonist	BE0001171	TLR9	HGNC:15633
DB01612	Amyl Nitrite	agonist	BE0000556	NPR1	HGNC:7943
DB01613	Erythrityl Tetranitrate	agonist	BE0000556	NPR1	HGNC:7943
DB01613	Erythrityl Tetranitrate	agonist	BE0000997	NPR2	HGNC:7944
DB01614	Acepromazine	antagonist	BE0000756	DRD2	HGNC:3023
DB01614	Acepromazine	antagonist	BE0000020	DRD1	HGNC:3020
DB01614	Acepromazine	antagonist	BE0000451	HTR2A	HGNC:5293
DB01614	Acepromazine	antagonist	BE0000291	HTR1A	HGNC:5286
DB01614	Acepromazine	antagonist	BE0000501	ADRA1A	HGNC:277
DB01614	Acepromazine	antagonist	BE0000575	ADRA1B	HGNC:278
DB01615	Aceprometazine	antagonist	BE0000442	HRH1	HGNC:5182
DB01616	Alverine	antagonist	BE0000291	HTR1A	HGNC:5286
DB01618	Molindone	antagonist	BE0000756	DRD2	HGNC:3023
DB01618	Molindone	antagonist	BE0000291	HTR1A	HGNC:5286
DB01618	Molindone	antagonist	BE0000451	HTR2A	HGNC:5293
DB01618	Molindone	other/unknown	BE0000092	CHRM1	HGNC:1950
DB01619	Phenindamine	antagonist	BE0000442	HRH1	HGNC:5182
DB01620	Pheniramine	antagonist	BE0000442	HRH1	HGNC:5182
DB01621	Pipotiazine	antagonist	BE0000756	DRD2	HGNC:3023
DB01621	Pipotiazine	antagonist	BE0000020	DRD1	HGNC:3020
DB01621	Pipotiazine	antagonist	BE0000451	HTR2A	HGNC:5293
DB01621	Pipotiazine	antagonist	BE0000291	HTR1A	HGNC:5286
DB01622	Thioproperazine	antagonist	BE0000756	DRD2	HGNC:3023
DB01622	Thioproperazine	antagonist	BE0000020	DRD1	HGNC:3020
DB01622	Thioproperazine	antagonist	BE0000451	HTR2A	HGNC:5293
DB01622	Thioproperazine	antagonist	BE0000291	HTR1A	HGNC:5286
DB01622	Thioproperazine	antagonist	BE0000501	ADRA1A	HGNC:277
DB01622	Thioproperazine	antagonist	BE0000575	ADRA1B	HGNC:278
DB01623	Thiothixene	antagonist	BE0000756	DRD2	HGNC:3023
DB01623	Thiothixene	antagonist	BE0000020	DRD1	HGNC:3020
DB01623	Thiothixene	antagonist	BE0000451	HTR2A	HGNC:5293
DB01624	Zuclopenthixol	antagonist	BE0000020	DRD1	HGNC:3020
DB01624	Zuclopenthixol	antagonist	BE0000145	DRD5	HGNC:3026
DB01624	Zuclopenthixol	antagonist	BE0000756	DRD2	HGNC:3023
DB01624	Zuclopenthixol	antagonist	BE0000501	ADRA1A	HGNC:277
DB01624	Zuclopenthixol	antagonist	BE0000289	ADRA2A	HGNC:281
DB01624	Zuclopenthixol	antagonist	BE0000451	HTR2A	HGNC:5293
DB01624	Zuclopenthixol	antagonist	BE0000442	HRH1	HGNC:5182
DB01625	Isopropamide	antagonist	BE0000045	CHRM3	HGNC:1952
DB01625	Isopropamide	antagonist	BE0000405	CHRM4	HGNC:1953
DB01626	Pargyline	inhibitor	BE0002196	MAOB	HGNC:6834
DB01626	Pargyline	inhibitor	BE0002198	MAOA	HGNC:6833
DB01628	Etoricoxib	inhibitor	BE0000262	PTGS2	HGNC:9605
DB01630	SC-74020		BE0000642	MMP2	HGNC:7166
DB01631	Methyl Nonanoate (Ester)		BE0001084	LCN2	HGNC:6526
DB01631	Methyl Nonanoate (Ester)		BE0002815	IGHG1	HGNC:5525
DB01632	Alpha-Phosphoribosylpyrophosphoric Acid		BE0000115	APRT	HGNC:626
DB01632	Alpha-Phosphoribosylpyrophosphoric Acid		BE0000077	HPRT1	HGNC:5157
DB01632	Alpha-Phosphoribosylpyrophosphoric Acid		BE0004582	UCKL1	HGNC:15938
DB01640	(5r)-6-(4-{[2-(3-Iodobenzyl)-3-Oxocyclohex-1-En-1-Yl]Amino}Phenyl)-5-Methyl-4,5-Dihydropyridazin-3(2h)-One		BE0001223	PDE3B	HGNC:8779
DB01643	Thymidine-5'-Phosphate		BE0001221	DTYMK	HGNC:3061
DB01643	Thymidine-5'-Phosphate		BE0000324	TYMS	HGNC:12441
DB01644	3,6-Dihydroxy-Xanthene-9-Propionic Acid		BE0000648	GSR	HGNC:4623
DB01645	Genistein		BE0000792	ESR2	HGNC:3468
DB01645	Genistein		BE0000742	TOP2A	HGNC:11989
DB01645	Genistein		BE0000871	PTK2B	HGNC:9612
DB01645	Genistein		BE0003728	NCOA1	HGNC:7668
DB01645	Genistein		BE0000123	ESR1	HGNC:3467
DB01645	Genistein		BE0003740	NCOA2	HGNC:7669
DB01646	N-Acetylmethionine		BE0001200	RHO	HGNC:10012
DB01647	Daxalipram		BE0000487	PDE4B	HGNC:8781
DB01649	7-Methyl-Gpppa		BE0001215	DCPS	HGNC:29812
DB01649	7-Methyl-Gpppa		BE0000957	EIF4E	HGNC:3287
DB01651	Methyl 4,6-O-[(1r)-1-Carboxyethylidene]-Beta-D-Galactopyranoside		BE0001213	APCS	HGNC:584
DB01656	Roflumilast	inhibitor	BE0001287	PDE4D	HGNC:8783
DB01656	Roflumilast	inhibitor	BE0001133	PDE4A	HGNC:8780
DB01656	Roflumilast	inhibitor	BE0000487	PDE4B	HGNC:8781
DB01656	Roflumilast	inhibitor	BE0002353	PDE4C	HGNC:8782
DB01662	Trans-O-Hydroxy-Alpha-Methyl Cinnamate		BE0003531	CTRB1	HGNC:2521
DB01664	(S)-Des-Me-Ampa		BE0000829	GRIA2	HGNC:4572
DB01665	ZK-800270		BE0001739	PRSS1	HGNC:9475
DB01666	D-Myo-Inositol-Hexasulphate		BE0004526	FST	HGNC:3971
DB01667	8-azaguanine		BE0000250	PNP	HGNC:7892
DB01671	4-(Hydroxymercury)Benzoic Acid		BE0000322	CA2	HGNC:1373
DB01672	2,3-Dihydroxy-Benzoic Acid		BE0001084	LCN2	HGNC:6526
DB01675	Methacrylyl-Coenzyme A		BE0000605	ACAD8	HGNC:87
DB01677	Fumaric Acid		BE0000148	ME2	HGNC:6984
DB01677	Fumaric Acid		BE0004531	FAH	HGNC:3579
DB01678	RU84687		BE0000838	SRC	HGNC:11283
DB01681	Benzene Hexacarboxylic Acid		BE0004462	PGAM2	HGNC:8889
DB01684	1-Hydroxy-1-Thio-Glycerol		BE0002148	PREP	HGNC:9358
DB01685	Topiroxostat		BE0002204	XDH	HGNC:12805
DB01686	N,N-dimethylarginine		BE0000005	NOS2	HGNC:7873
DB01686	N,N-dimethylarginine		BE0000263	NOS3	HGNC:7876
DB01689	Inhibitor Idd 384		BE0000747	AKR1B1	HGNC:381
DB01692	Dithioerythritol		BE0001260	TK1	HGNC:11830
DB01694	D-tartaric acid		BE0001242	B3GAT1	HGNC:921
DB01694	D-tartaric acid		BE0001288	TREM1	HGNC:17760
DB01694	D-tartaric acid		BE0002501	DDX6	HGNC:2747
DB01694	D-tartaric acid		BE0002503	HIF1AN	HGNC:17113
DB01694	D-tartaric acid		BE0004525	ATP6V1C1	HGNC:856
DB01695	N-Hydroxy-4-Phosphono-Butanamide		BE0003844	TPI1	HGNC:12009
DB01698	Rutin		BE0000592	AKR1C3	HGNC:386
DB01699	(4e)-4-Aminohex-4-Enoic Acid		BE0000253	ABAT	HGNC:23
DB01700	AICA ribonucleotide		BE0001240	ATIC	HGNC:794
DB01704	2,4-Dihydroxy-Trans Cinnamic Acid		BE0003531	CTRB1	HGNC:2521
DB01705	Bis(5-Amidino-Benzimidazolyl)Methane		BE0001739	PRSS1	HGNC:9475
DB01708	Prasterone	binder	BE0000123	ESR1	HGNC:3467
DB01708	Prasterone	activator	BE0000792	ESR2	HGNC:3468
DB01708	Prasterone	antagonist	BE0004797	GABRQ	HGNC:14454
DB01708	Prasterone	agonist	BE0004956	GRIN3B	HGNC:16768
DB01708	Prasterone	agonist	BE0000132	AR	HGNC:644
DB01708	Prasterone		BE0000194	HSD17B1	HGNC:5210
DB01708	Prasterone		BE0000886	SULT2A1	HGNC:11458
DB01708	Prasterone		BE0001264	SULT2B1	HGNC:11459
DB01708	Prasterone	activator	BE0000071	PPARA	HGNC:9232
DB01708	Prasterone	agonist	BE0000156	SIGMAR1	HGNC:8157
DB01708	Prasterone	activator	BE0000956	NR1I2	HGNC:7968
DB01708	Prasterone	activator	BE0003848	NR1I3	HGNC:7969
DB01709	2-phospho-D-glyceric acid		BE0004460	ENO3	HGNC:3354
DB01710	Porphyrin Fe(Iii)		BE0004467	MB	HGNC:6915
DB01711	2,3,4,5,6-Pentafluorobenzyl Alcohol		BE0000465	ADH1C	HGNC:251
DB01712	(3r)-4-(P-Toluenesulfonyl)-1,4-Thiazane-3-Carboxylicacid-L-Phenylalanine Ethyl Ester		BE0000695	FKBP1A	HGNC:3711
DB01717	Bis(Adenosine)-5'-Pentaphosphate		BE0004477	AK2	HGNC:362
DB01717	Bis(Adenosine)-5'-Pentaphosphate		BE0004536	AK8	HGNC:26526
DB01717	Bis(Adenosine)-5'-Pentaphosphate		BE0001262	AK1	HGNC:361
DB01723	{3-[3-(3,4-Dimethoxy-Phenyl)-1-(1-{1-[2-(3,4,5-Trimethoxy-Phenyl)-Butyryl]-Piperidin-2yl}-Vinyloxy)-Propyl]-Phenoxy}-Acetic Acid		BE0000695	FKBP1A	HGNC:3711
DB01725	2-{2-hydroxy-[1,1'-biphenyl]-3-yl}-1H-1,3-benzodiazole-5-carboximidamide		BE0001739	PRSS1	HGNC:9475
DB01725	2-{2-hydroxy-[1,1'-biphenyl]-3-yl}-1H-1,3-benzodiazole-5-carboximidamide		BE0000048	F2	HGNC:3535
DB01725	2-{2-hydroxy-[1,1'-biphenyl]-3-yl}-1H-1,3-benzodiazole-5-carboximidamide		BE0000895	PLAU	HGNC:9052
DB01727	Isocitric Acid		BE0004504	ACO2	HGNC:118
DB01727	Isocitric Acid		BE0004527	IDH2	HGNC:5383
DB01727	Isocitric Acid		BE0001251	IDH1	HGNC:5382
DB01728	3-[Aminoethylphosphoryl]-[1,2-Di-Palmitoyl]-Sn-Glycerol		BE0001200	RHO	HGNC:10012
DB01731	(S)-Wiskostatin		BE0002513	WAS	HGNC:12731
DB01733	L-Phospholactate		BE0000088	PKM	HGNC:9021
DB01734	3-(Oxalyl-Amino)-Naphthalene-2-Carboxylic Acid		BE0000623	PTPN1	HGNC:9642
DB01736	[3-(Dodecanoylamino)Propyl](Hydroxy)Dimethylammonium		BE0000599	SLC25A4	HGNC:10990
DB01737	Nalpha-(2-Naphthylsulfonylglycyl)-3-Amidino-D,L-Phenylalanine-Isopropylester		BE0001739	PRSS1	HGNC:9475
DB01738	Phosphorylcolamine		BE0000872	PRKCB	HGNC:9395
DB01741	CRA_17693		BE0001739	PRSS1	HGNC:9475
DB01742	(3r)-1-Acetyl-3-Methylpiperidine		BE0001014	PPIA	HGNC:9253
DB01745	N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)Isopipecolinic Acid Methyl Ester		BE0001739	PRSS1	HGNC:9475
DB01748	N-Benzyl-4-Sulfamoyl-Benzamide		BE0000322	CA2	HGNC:1373
DB01750	1-naphthaleneacetic acid		BE0003767	SKP1	HGNC:10899
DB01752	S-adenosyl-L-homocysteine		BE0001144	PCMT1	HGNC:8728
DB01752	S-adenosyl-L-homocysteine		BE0000865	PNMT	HGNC:9160
DB01752	S-adenosyl-L-homocysteine		BE0004446	PRMT3	HGNC:30163
DB01752	S-adenosyl-L-homocysteine		BE0002436	HNMT	HGNC:5028
DB01752	S-adenosyl-L-homocysteine		BE0002517	TRDMT1	HGNC:2977
DB01752	S-adenosyl-L-homocysteine		BE0000372	GNMT	HGNC:4415
DB01752	S-adenosyl-L-homocysteine		BE0004597	PRMT1	HGNC:5187
DB01752	S-adenosyl-L-homocysteine		BE0002524	SETD7	HGNC:30412
DB01752	S-adenosyl-L-homocysteine		BE0004441	DPH5	HGNC:24270
DB01752	S-adenosyl-L-homocysteine		BE0004586	COMTD1	HGNC:26309
DB01752	S-adenosyl-L-homocysteine		BE0000567	GAMT	HGNC:4136
DB01754	3,4-Dihydroxy-1-Methylquinolin-2(1h)-One		BE0001277	PIM1	HGNC:8986
DB01756	4-phospho-L-threonic acid		BE0004438	RPIA	HGNC:10297
DB01760	2-Methoxy-3-Isopropylpyrazine		BE0004320	LCN9	HGNC:17442
DB01761	4-[5-[2-(1-Phenyl-Ethylamino)-Pyrimidin-4-Yl]-1-Methyl-4-(3-Trifluoromethylphenyl)-1h-Imidazol-2-Yl]-Piperidine		BE0001019	MAPK14	HGNC:6876
DB01762	Acetoacetic Acid		BE0004531	FAH	HGNC:3579
DB01763	7-thionicotinamide-adenine-dinucleotide phosphate		BE0000008	NNT	HGNC:7863
DB01765	(5-Oxo-5,6-Dihydro-Indolo[1,2-a]Quinazolin-7-Yl)-Acetic Acid		BE0001209	CSNK2A1	HGNC:2457
DB01766	Beta-(2-Naphthyl)-Alanine		BE0000230	YARS	HGNC:12840
DB01766	Beta-(2-Naphthyl)-Alanine		BE0003739	PIN1	HGNC:8988
DB01766	Beta-(2-Naphthyl)-Alanine		BE0000048	F2	HGNC:3535
DB01767	Hemi-Babim		BE0001739	PRSS1	HGNC:9475
DB01767	Hemi-Babim		BE0000048	F2	HGNC:3535
DB01771	CRA_10991		BE0001739	PRSS1	HGNC:9475
DB01772	3-[3-(2,3-Dihydroxy-Propylamino)-Phenyl]-4-(5-Fluoro-1-Methyl-1h-Indol-3-Yl)-Pyrrole-2,5-Dione		BE0001065	GSK3B	HGNC:4617
DB01776	M-Cresol		BE0003491	INS	HGNC:6081
DB01777	Coa-S-Trimethylene-Acetyl-Tryptamine		BE0004584	AANAT	HGNC:19
DB01780	Fusicoccin		BE0004570	YWHAE	HGNC:12851
DB01782	2,6-Dihydroanthra/1,9-Cd/Pyrazol-6-One		BE0001097	MAPK10	HGNC:6872
DB01782	2,6-Dihydroanthra/1,9-Cd/Pyrazol-6-One		BE0003789	MAPK8IP1	HGNC:6882
DB01782	2,6-Dihydroanthra/1,9-Cd/Pyrazol-6-One		BE0003790	MAPK8	HGNC:6881
DB01782	2,6-Dihydroanthra/1,9-Cd/Pyrazol-6-One		BE0003791	TTK	HGNC:12401
DB01784	4-Flourobenzenesulfonamide		BE0000322	CA2	HGNC:1373
DB01785	Dimethylallyl Diphosphate		BE0000776	FDPS	HGNC:3631
DB01785	Dimethylallyl Diphosphate		BE0004044	IDI1	HGNC:5387
DB01790	Sp-Adenosine-3',5'-Cyclic-Monophosphorothioate		BE0003425	PRKAR1A	HGNC:9388
DB01791	Piclamilast		BE0001133	PDE4A	HGNC:8780
DB01791	Piclamilast		BE0000487	PDE4B	HGNC:8781
DB01791	Piclamilast		BE0002353	PDE4C	HGNC:8782
DB01791	Piclamilast		BE0001287	PDE4D	HGNC:8783
DB01793	SB-409513		BE0001065	GSK3B	HGNC:4617
DB01800	N,4-Dihydroxy-N-Oxo-3-(Sulfooxy)Benzenaminium		BE0003195	ARSA	HGNC:713
DB01805	Monoisopropylphosphorylserine		BE0004529	PRSS2	HGNC:9483
DB01805	Monoisopropylphosphorylserine		BE0001739	PRSS1	HGNC:9475
DB01805	Monoisopropylphosphorylserine		BE0000426	ACHE	HGNC:108
DB01807	N-[(3z)-5-Tert-Butyl-2-Phenyl-1,2-Dihydro-3h-Pyrazol-3-Ylidene]-N'-(4-Chlorophenyl)Urea		BE0001019	MAPK14	HGNC:6876
DB01809	1-Ter-Butyl-3-P-Tolyl-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine		BE0001424	HCK	HGNC:4840
DB01809	1-Ter-Butyl-3-P-Tolyl-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine		BE0002411	RET	HGNC:9967
DB01810	[1-(1-Methyl-4,5-Dioxo-Pent-2-Enylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester		BE0001504	CTSF	HGNC:2531
DB01811	3h-Indole-5,6-Diol		BE0000994	LTF	HGNC:6720
DB01812	Adenosine-3'-5'-Diphosphate		BE0004436	HS3ST1	HGNC:5194
DB01812	Adenosine-3'-5'-Diphosphate		BE0001264	SULT2B1	HGNC:11459
DB01812	Adenosine-3'-5'-Diphosphate		BE0001306	RNASE2	HGNC:10045
DB01812	Adenosine-3'-5'-Diphosphate		BE0000927	SULT1A1	HGNC:11453
DB01812	Adenosine-3'-5'-Diphosphate		BE0001541	HS3ST3A1	HGNC:5196
DB01812	Adenosine-3'-5'-Diphosphate		BE0003317	RNASE1	HGNC:10044
DB01812	Adenosine-3'-5'-Diphosphate		BE0000886	SULT2A1	HGNC:11458
DB01812	Adenosine-3'-5'-Diphosphate		BE0000951	SULT1E1	HGNC:11377
DB01812	Adenosine-3'-5'-Diphosphate		BE0002559	NDST1	HGNC:7680
DB01812	Adenosine-3'-5'-Diphosphate		BE0002561	SULT1B1	HGNC:17845
DB01818	O3-Sulfonylgalactose		BE0004482	MBL2	HGNC:6922
DB01819	Phosphoenolpyruvate		BE0004460	ENO3	HGNC:3354
DB01819	Phosphoenolpyruvate		BE0000906	PCK1	HGNC:8724
DB01820	Compound 12, N-Acetyl-4-[(Carboxycarbonyl)(2-Carboxyphenyl)Amino]-N-Pentyl-1-Napthylalaniamide		BE0000623	PTPN1	HGNC:9642
DB01821	L-N(Omega)-Nitroarginine-2,4-L-Diaminobutyric Amide		BE0000263	NOS3	HGNC:7876
DB01821	L-N(Omega)-Nitroarginine-2,4-L-Diaminobutyric Amide		BE0000067	NOS1	HGNC:7872
DB01823	Beta-D-Glucopyranose Spirohydantoin		BE0000916	PYGM	HGNC:9726
DB01826	N-Butyl Isocyanide		BE0004467	MB	HGNC:6915
DB01827	2,3,5,6-Tetrafluoro-4-Methoxy-Benzamide		BE0001353	LGALS3	HGNC:6563
DB01830	{4-[2-Acetylamino-2-(3-Carbamoyl-2-Cyclohexylmethoxy-6,7,8,9-Tetrahydro-5h-Benzocyclohepten-5ylcarbamoyl)-Ethyl]-2-Phosphono-Phenyl}-Phosphonic Acid		BE0000842	LCK	HGNC:6524
DB01831	Tryptophanyl-5'amp		BE0000228	WARS	HGNC:12729
DB01832	4-[Hydroxy-[Methyl-Phosphinoyl]]-3-Oxo-Butanoic Acid		BE0004531	FAH	HGNC:3579
DB01833	L-2-Amino-4-(Guanidinooxy)Butyric Acid		BE0000263	NOS3	HGNC:7876
DB01834	(9R,10R)-9-(S-glutathionyl)-10-hydroxy-9,10-dihydrophenanthrene		BE0000814	GSTP1	HGNC:4638
DB01834	(9R,10R)-9-(S-glutathionyl)-10-hydroxy-9,10-dihydrophenanthrene		BE0000807	GSTM1	HGNC:4632
DB01835	4r-Fluoro-N6-Ethanimidoyl-L-Lysine		BE0000005	NOS2	HGNC:7873
DB01836	[4-(6-Chloro-Naphthalene-2-Sulfonyl)-Piperazin-1-Yl]-(3,4,5,6-Tetrahydro-2h-[1,4']Bipyridinyl-4-Yl)-Methanone		BE0001739	PRSS1	HGNC:9475
DB01837	O-acetyl-L-serine		BE0000017	PTGS1	HGNC:9604
DB01839	Propylene glycol		BE0000004	F13A1	HGNC:3531
DB01840	2-Deoxy-D-Glucitol 6-(E)-Vinylhomophosphonate		BE0004496	ISYNA1	HGNC:29821
DB01842	3'-Phosphate-Adenosine-5'-Diphosphate		BE0003317	RNASE1	HGNC:10044
DB01843	3-Amino-8,9,10-Trihydroxy-7-Hydroxymethyl-6-Oxa-1,3-Diaza-Spiro[4.5]Decane-2,4-Dione		BE0000916	PYGM	HGNC:9726
DB01844	N,N-dimethylformamide		BE0003758	CELA1	HGNC:3308
DB01844	N,N-dimethylformamide		BE0000270	REN	HGNC:9958
DB01851	Tetrabutylammonium Ion		BE0003836	IGKC	HGNC:5716
DB01852	Kaempherol		BE0004151	UGT3A1	HGNC:26625
DB01854	5-Bromonicotinamide		BE0000931	ART1	HGNC:723
DB01858	[1-(4-Fluorobenzyl)Cyclobutyl]Methyl (1s)-1-[Oxo(1h-Pyrazol-5-Ylamino)Acetyl]Pentylcarbamate		BE0003417	CTSK	HGNC:2536
DB01860	Cordycepin Triphosphate		BE0004515	PAPOLA	HGNC:14981
DB01861	Uridine diphosphate glucose		BE0004498	GYG1	HGNC:4699
DB01861	Uridine diphosphate glucose		BE0001521	GALE	HGNC:4116
DB01861	Uridine diphosphate glucose		BE0004501	GLT6D1	HGNC:23671
DB01863	Inositol 1,3,4,5-Tetrakisphosphate		BE0000428	AKT1	HGNC:391
DB01863	Inositol 1,3,4,5-Tetrakisphosphate		BE0001278	PLEKHA4	HGNC:14339
DB01863	Inositol 1,3,4,5-Tetrakisphosphate		BE0001284	BTK	HGNC:1133
DB01863	Inositol 1,3,4,5-Tetrakisphosphate		BE0001300	DAPP1	HGNC:16500
DB01863	Inositol 1,3,4,5-Tetrakisphosphate		BE0001627	ITPKA	HGNC:6178
DB01863	Inositol 1,3,4,5-Tetrakisphosphate		BE0002654	CYTH2	HGNC:9502
DB01863	Inositol 1,3,4,5-Tetrakisphosphate		BE0004433	CYTH3	HGNC:9504
DB01863	Inositol 1,3,4,5-Tetrakisphosphate		BE0001193	PDPK1	HGNC:8816
DB01864	5'-Guanosine-Diphosphate-Monothiophosphate		BE0004242	ARF6	HGNC:659
DB01864	5'-Guanosine-Diphosphate-Monothiophosphate		BE0001273	TGM3	HGNC:11779
DB01864	5'-Guanosine-Diphosphate-Monothiophosphate		BE0004558	RAB11A	HGNC:9760
DB01866	RU79256		BE0000838	SRC	HGNC:11283
DB01870	1,4-dithio-alpha-D-glucopyranose		BE0004457	AMY2B	HGNC:478
DB01871	[1-(1-Benzyl-3-Hydroxy-2-Oxo-Propylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester		BE0001504	CTSF	HGNC:2531
DB01873	Epothilone D		BE0001425	TUBA3C	HGNC:12408
DB01873	Epothilone D		BE0000143	TUBB	HGNC:20778
DB01873	Epothilone D		BE0000026	TUBB1	HGNC:16257
DB01873	Epothilone D		BE0001367	TUBB4B	HGNC:20771
DB01873	Epothilone D		BE0001408	TUBB4A	HGNC:20774
DB01873	Epothilone D		BE0001391	TUBA4A	HGNC:12407
DB01873	Epothilone D		BE0001415	TUBB3	HGNC:20772
DB01873	Epothilone D		BE0001388	TUBA1C	HGNC:20768
DB01873	Epothilone D		BE0001359	TUBA8	HGNC:12410
DB01873	Epothilone D		BE0001275	TUBA1B	HGNC:18809
DB01873	Epothilone D		BE0001340	TUBA1A	HGNC:20766
DB01876	Bis(5-Amidino-2-Benzimidazolyl)Methanone		BE0001739	PRSS1	HGNC:9475
