disease_id	disease_name	symptom_id	symptom_name
UMLS:C0029456	osteoporosis	UMLS:C0150045	urge incontinence
UMLS:C0029456	osteoporosis	UMLS:C0220870	lightheadedness
UMLS:C0007787	transient ischemic attack	UMLS:C0234518	speech slurred
UMLS:C0007787	transient ischemic attack	UMLS:C0013362	dysarthria
UMLS:C0007787	transient ischemic attack	UMLS:C0427055	facial paresis
UMLS:C0007787	transient ischemic attack	UMLS:C0004093	asthenia
UMLS:C0007787	transient ischemic attack	UMLS:C0151315	neck stiffness
UMLS:C0007787	transient ischemic attack	UMLS:C0042571	vertigo
UMLS:C0007787	transient ischemic attack	UMLS:C0028643	numbness
UMLS:C0007787	transient ischemic attack	UMLS:C0220870	lightheadedness
UMLS:C0007787	transient ischemic attack	UMLS:C0234133	extrapyramidal sign
UMLS:C0007787	transient ischemic attack	UMLS:C0271276	Stahli's line
UMLS:C0007787	transient ischemic attack	UMLS:C0344232	vision blurred
UMLS:C0007787	transient ischemic attack	UMLS:C0018681	headache
UMLS:C0007787	transient ischemic attack	UMLS:C0848277	room spinning
UMLS:C0007787	transient ischemic attack	UMLS:C0039070	syncope
UMLS:C0007787	transient ischemic attack	UMLS:C1299586	difficulty
UMLS:C0007787	transient ischemic attack	UMLS:C0423982	rambling speech
UMLS:C0007787	transient ischemic attack	UMLS:C0233844	clumsiness
UMLS:C0001418	adenocarcinoma	UMLS:C0577559	mass of body structure
UMLS:C0001418	adenocarcinoma	UMLS:C0221198	lesion
UMLS:C0001418	adenocarcinoma	UMLS:C0043096	decreased body weight
UMLS:C0001418	adenocarcinoma	UMLS:C0009806	constipation
UMLS:C0001418	adenocarcinoma	UMLS:C0231890	fremitus
UMLS:C0001418	adenocarcinoma	UMLS:C0278014	decreased stool caliber
UMLS:C0001418	adenocarcinoma	UMLS:C0239233	satiety early
UMLS:C0001418	adenocarcinoma	UMLS:C0018932	hematochezia
UMLS:C0001418	adenocarcinoma	UMLS:C0231872	egophony
UMLS:C0001418	adenocarcinoma	UMLS:C0030193	pain
UMLS:C0001418	adenocarcinoma	UMLS:C0008767	cicatrisation
UMLS:C0001418	adenocarcinoma	UMLS:C0241158	scar tissue
UMLS:C0001418	adenocarcinoma	UMLS:C0000737	pain abdominal
UMLS:C1456784	paranoia	UMLS:C0233762	hallucinations auditory
UMLS:C1456784	paranoia	UMLS:C0233763	hallucinations visual
UMLS:C1456784	paranoia	UMLS:C0085631	agitation
UMLS:C1456784	paranoia	UMLS:C0022107	irritable mood
UMLS:C1456784	paranoia	UMLS:C0424068	verbal auditory hallucinations
UMLS:C1456784	paranoia	UMLS:C0424000	feeling suicidal
UMLS:C1456784	paranoia	UMLS:C0438696	suicidal
UMLS:C1456784	paranoia	UMLS:C0558261	terrify
UMLS:C1456784	paranoia	UMLS:C0233647	neologism
UMLS:C1456784	paranoia	UMLS:C0237154	homelessness
UMLS:C1456784	paranoia	UMLS:C0455769	energy increased
UMLS:C1456784	paranoia	UMLS:C0344315	mood depressed
UMLS:C1456784	paranoia	UMLS:C0231187	decompensation
UMLS:C1456784	paranoia	UMLS:C0008767	cicatrisation
UMLS:C1456784	paranoia	UMLS:C0241158	scar tissue
UMLS:C1456784	paranoia	UMLS:C0312422	blackout
UMLS:C1456784	paranoia	UMLS:C0240233	loose associations
UMLS:C0030305	pancreatitis	UMLS:C0042963	vomiting
UMLS:C0030305	pancreatitis	UMLS:C0000737	pain abdominal
UMLS:C0030305	pancreatitis	UMLS:C0027497	nausea
UMLS:C0030305	pancreatitis	UMLS:C0030193	pain
UMLS:C0030305	pancreatitis	UMLS:C0011991	diarrhea
UMLS:C0030305	pancreatitis	UMLS:C0241252	stool color yellow
UMLS:C0030305	pancreatitis	UMLS:C0424790	rigor - temperature-associated observation
UMLS:C0030305	pancreatitis	UMLS:C0277797	apyrexial
UMLS:C0030305	pancreatitis	UMLS:C0234233	sore to touch
UMLS:C0021167	incontinence	UMLS:C0221166	paraparesis
UMLS:C0021167	incontinence	UMLS:C0036572	seizure
UMLS:C0021167	incontinence	UMLS:C0004093	asthenia
UMLS:C0021167	incontinence	UMLS:C0150045	urge incontinence
UMLS:C0021167	incontinence	UMLS:C0041657	unconscious state
UMLS:C0021167	incontinence	UMLS:C0236018	aura
UMLS:C0021167	incontinence	UMLS:C0554980	moody
UMLS:C0021167	incontinence	UMLS:C0877040	fear of falling
UMLS:C0021167	incontinence	UMLS:C0040822	tremor
UMLS:C0021167	incontinence	UMLS:C0037763	spasm
UMLS:C0021167	incontinence	UMLS:C0847488	unhappy
UMLS:C0021167	incontinence	UMLS:C0039070	syncope
UMLS:C0021167	incontinence	UMLS:C0085639	fall
UMLS:C0021167	incontinence	UMLS:C0427008	stiffness
UMLS:C0021167	incontinence	UMLS:C0241526	unresponsiveness
UMLS:C0013405	paroxysmal dyspnea	UMLS:C0085619	orthopnea
UMLS:C0013405	paroxysmal dyspnea	UMLS:C0392680	shortness of breath
UMLS:C0013405	paroxysmal dyspnea	UMLS:C0231807	dyspnea on exertion
UMLS:C0013405	paroxysmal dyspnea	UMLS:C0240100	jugular venous distention
UMLS:C0013405	paroxysmal dyspnea	UMLS:C0034642	rale
UMLS:C0013405	paroxysmal dyspnea	UMLS:C0008031	pain chest
UMLS:C0013405	paroxysmal dyspnea	UMLS:C0030252	palpitation
UMLS:C0013405	paroxysmal dyspnea	UMLS:C0038990	sweat
UMLS:C0013405	paroxysmal dyspnea	UMLS:C0700590	sweating increased
UMLS:C0013405	paroxysmal dyspnea	UMLS:C0043094	weight gain
UMLS:C0013405	paroxysmal dyspnea	UMLS:C0010200	cough
UMLS:C0013405	paroxysmal dyspnea	UMLS:C0013404	dyspnea
UMLS:C0019270	hernia	UMLS:C0000737	pain abdominal
UMLS:C0019270	hernia	UMLS:C0030193	pain
UMLS:C0019270	hernia	UMLS:C0020578	hyperventilation
UMLS:C0019270	hernia	UMLS:C0278141	excruciating pain
UMLS:C0019270	hernia	UMLS:C0016927	gag
UMLS:C0019270	hernia	UMLS:C0027497	nausea
UMLS:C0019270	hernia	UMLS:C0872410	posturing
UMLS:C0019270	hernia	UMLS:C0018991	hemiplegia
UMLS:C0019270	hernia	UMLS:C0234233	sore to touch
UMLS:C0019270	hernia	UMLS:C0019080	haemorrhage
UMLS:C0019270	hernia	UMLS:C0277797	apyrexial
UMLS:C0019270	hernia	UMLS:C0149696	food intolerance
UMLS:C0019270	hernia	UMLS:C0277899	pulse absent
UMLS:C0019270	hernia	UMLS:C0004093	asthenia
UMLS:C0019270	hernia	UMLS:C0577559	mass of body structure
UMLS:C0019270	hernia	UMLS:C0205400	thicken
UMLS:C0376358	malignant neoplasm of prostate	UMLS:C0018965	hematuria
UMLS:C0600139	carcinoma prostate	UMLS:C0018965	hematuria
UMLS:C0376358	malignant neoplasm of prostate	UMLS:C0392699	dysesthesia
UMLS:C0600139	carcinoma prostate	UMLS:C0392699	dysesthesia
UMLS:C0376358	malignant neoplasm of prostate	UMLS:C0004093	asthenia
UMLS:C0600139	carcinoma prostate	UMLS:C0004093	asthenia
UMLS:C0376358	malignant neoplasm of prostate	UMLS:C0521516	polymyalgia
UMLS:C0600139	carcinoma prostate	UMLS:C0521516	polymyalgia
UMLS:C0376358	malignant neoplasm of prostate	UMLS:C0848621	passed stones
UMLS:C0600139	carcinoma prostate	UMLS:C0848621	passed stones
UMLS:C0376358	malignant neoplasm of prostate	UMLS:C0008033	pleuritic pain
UMLS:C0600139	carcinoma prostate	UMLS:C0008033	pleuritic pain
UMLS:C0376358	malignant neoplasm of prostate	UMLS:C0744492	guaiac positive
UMLS:C0600139	carcinoma prostate	UMLS:C0744492	guaiac positive
UMLS:C0376358	malignant neoplasm of prostate	UMLS:C0034642	rale
UMLS:C0600139	carcinoma prostate	UMLS:C0034642	rale
UMLS:C0376358	malignant neoplasm of prostate	UMLS:C0238844	breath sounds decreased
UMLS:C0600139	carcinoma prostate	UMLS:C0238844	breath sounds decreased
UMLS:C0376358	malignant neoplasm of prostate	UMLS:C0150045	urge incontinence
UMLS:C0600139	carcinoma prostate	UMLS:C0150045	urge incontinence
UMLS:C0376358	malignant neoplasm of prostate	UMLS:C0013428	dysuria
UMLS:C0600139	carcinoma prostate	UMLS:C0013428	dysuria
UMLS:C0376358	malignant neoplasm of prostate	UMLS:C0011991	diarrhea
UMLS:C0600139	carcinoma prostate	UMLS:C0011991	diarrhea
UMLS:C0376358	malignant neoplasm of prostate	UMLS:C0042571	vertigo
UMLS:C0600139	carcinoma prostate	UMLS:C0042571	vertigo
UMLS:C0376358	malignant neoplasm of prostate	UMLS:C0151878	qt interval prolonged
UMLS:C0600139	carcinoma prostate	UMLS:C0151878	qt interval prolonged
UMLS:C0376358	malignant neoplasm of prostate	UMLS:C0004134	ataxia
UMLS:C0600139	carcinoma prostate	UMLS:C0004134	ataxia
UMLS:C0376358	malignant neoplasm of prostate	UMLS:C0030552	paresis
UMLS:C0600139	carcinoma prostate	UMLS:C0030552	paresis
UMLS:C0376358	malignant neoplasm of prostate	UMLS:C0271202	hemianopsia homonymous
UMLS:C0600139	carcinoma prostate	UMLS:C0271202	hemianopsia homonymous
UMLS:C0376358	malignant neoplasm of prostate	UMLS:C1269955	tumor cell invasion
UMLS:C0600139	carcinoma prostate	UMLS:C1269955	tumor cell invasion
UMLS:C0376358	malignant neoplasm of prostate	UMLS:C0578150	hemodynamically stable
UMLS:C0600139	carcinoma prostate	UMLS:C0578150	hemodynamically stable
UMLS:C0376358	malignant neoplasm of prostate	UMLS:C0577559	mass of body structure
UMLS:C0600139	carcinoma prostate	UMLS:C0577559	mass of body structure
UMLS:C0376358	malignant neoplasm of prostate	UMLS:C0035508	rhonchus
UMLS:C0600139	carcinoma prostate	UMLS:C0035508	rhonchus
UMLS:C0376358	malignant neoplasm of prostate	UMLS:C0149746	orthostasis
UMLS:C0600139	carcinoma prostate	UMLS:C0149746	orthostasis
UMLS:C0376358	malignant neoplasm of prostate	UMLS:C0043096	decreased body weight
UMLS:C0600139	carcinoma prostate	UMLS:C0043096	decreased body weight
UMLS:C0034063	edema pulmonary	UMLS:C0085606	urgency of micturition
UMLS:C0034063	edema pulmonary	UMLS:C0392680	shortness of breath
UMLS:C0034063	edema pulmonary	UMLS:C0034642	rale
UMLS:C0034063	edema pulmonary	UMLS:C0231835	tachypnea
UMLS:C0034063	edema pulmonary	UMLS:C0085619	orthopnea
UMLS:C0034063	edema pulmonary	UMLS:C0018862	Heberden's node
UMLS:C0034063	edema pulmonary	UMLS:C0240100	jugular venous distention
UMLS:C0034063	edema pulmonary	UMLS:C0013404	dyspnea
UMLS:C0034063	edema pulmonary	UMLS:C0038990	sweat
UMLS:C0034063	edema pulmonary	UMLS:C0700590	sweating increased
UMLS:C0034063	edema pulmonary	UMLS:C0376405	patient non compliance
UMLS:C0034063	edema pulmonary	UMLS:C0235710	chest discomfort
UMLS:C0034063	edema pulmonary	UMLS:C0020461	hyperkalemia
UMLS:C0034063	edema pulmonary	UMLS:C0232201	sinus rhythm
UMLS:C0034063	edema pulmonary	UMLS:C0008031	pain chest
UMLS:C0034063	edema pulmonary	UMLS:C0020649	hypotension
UMLS:C0034063	edema pulmonary	UMLS:C0043144	wheezing
UMLS:C0024228	lymphatic diseases	UMLS:C0030193	pain
UMLS:C0024228	lymphatic diseases	UMLS:C0577559	mass of body structure
UMLS:C0024228	lymphatic diseases	UMLS:C0028081	night sweat
UMLS:C0024228	lymphatic diseases	UMLS:C0038002	splenomegaly
UMLS:C0024228	lymphatic diseases	UMLS:C0221198	lesion
UMLS:C0024228	lymphatic diseases	UMLS:C0085593	chill
UMLS:C0024228	lymphatic diseases	UMLS:C0043096	decreased body weight
UMLS:C0024228	lymphatic diseases	UMLS:C0038999	swelling
UMLS:C0024228	lymphatic diseases	UMLS:C0015967	fever
UMLS:C0024228	lymphatic diseases	UMLS:C0034880	hyperacusis
UMLS:C0024228	lymphatic diseases	UMLS:C0231890	fremitus
UMLS:C0024228	lymphatic diseases	UMLS:C0850149	non-productive cough
UMLS:C0024228	lymphatic diseases	UMLS:C0231872	egophony
UMLS:C0024228	lymphatic diseases	UMLS:C0332575	redness
UMLS:C0024228	lymphatic diseases	UMLS:C0019209	hepatomegaly
UMLS:C0024228	lymphatic diseases	UMLS:C0015672	fatigue
UMLS:C0003507	stenosis aortic valve	UMLS:C0231807	dyspnea on exertion
UMLS:C0003507	stenosis aortic valve	UMLS:C0039070	syncope
UMLS:C0003507	stenosis aortic valve	UMLS:C0235710	chest discomfort
UMLS:C0003507	stenosis aortic valve	UMLS:C0232257	systolic murmur
UMLS:C0003507	stenosis aortic valve	UMLS:C0036396	sciatica
UMLS:C0003507	stenosis aortic valve	UMLS:C0002962	angina pectoris
UMLS:C0003507	stenosis aortic valve	UMLS:C0008031	pain chest
UMLS:C0003507	stenosis aortic valve	UMLS:C0577979	frothy sputum
UMLS:C0003507	stenosis aortic valve	UMLS:C0428977	bradycardia
UMLS:C0003507	stenosis aortic valve	UMLS:C0392680	shortness of breath
UMLS:C0003507	stenosis aortic valve	UMLS:C0030193	pain
UMLS:C0006142	malignant neoplasm of breast	UMLS:C0024103	mass in breast
UMLS:C0678222	carcinoma breast	UMLS:C0024103	mass in breast
UMLS:C0006142	malignant neoplasm of breast	UMLS:C0577559	mass of body structure
UMLS:C0678222	carcinoma breast	UMLS:C0577559	mass of body structure
UMLS:C0006142	malignant neoplasm of breast	UMLS:C0030554	paresthesia
UMLS:C0678222	carcinoma breast	UMLS:C0030554	paresthesia
UMLS:C0006142	malignant neoplasm of breast	UMLS:C0277845	retropulsion
UMLS:C0678222	carcinoma breast	UMLS:C0277845	retropulsion
UMLS:C0006142	malignant neoplasm of breast	UMLS:C0041834	erythema
UMLS:C0678222	carcinoma breast	UMLS:C0041834	erythema
UMLS:C0006142	malignant neoplasm of breast	UMLS:C1299586	difficulty
UMLS:C0678222	carcinoma breast	UMLS:C1299586	difficulty
UMLS:C0006142	malignant neoplasm of breast	UMLS:C0221198	lesion
UMLS:C0678222	carcinoma breast	UMLS:C0221198	lesion
UMLS:C0006142	malignant neoplasm of breast	UMLS:C0239301	estrogen use
UMLS:C0678222	carcinoma breast	UMLS:C0239301	estrogen use
UMLS:C0006142	malignant neoplasm of breast	UMLS:C0085624	burning sensation
UMLS:C0678222	carcinoma breast	UMLS:C0085624	burning sensation
UMLS:C0006142	malignant neoplasm of breast	UMLS:C0013404	dyspnea
UMLS:C0678222	carcinoma breast	UMLS:C0013404	dyspnea
UMLS:C0006142	malignant neoplasm of breast	UMLS:C0038999	swelling
UMLS:C0678222	carcinoma breast	UMLS:C0038999	swelling
UMLS:C0006142	malignant neoplasm of breast	UMLS:C0016579	formication
UMLS:C0678222	carcinoma breast	UMLS:C0016579	formication
UMLS:C0036341	schizophrenia	UMLS:C0233762	hallucinations auditory
UMLS:C0036341	schizophrenia	UMLS:C0751229	hypersomnolence
UMLS:C0036341	schizophrenia	UMLS:C0022107	irritable mood
UMLS:C0036341	schizophrenia	UMLS:C0424068	verbal auditory hallucinations
UMLS:C0036341	schizophrenia	UMLS:C0376405	patient non compliance
UMLS:C0036341	schizophrenia	UMLS:C0085631	agitation
UMLS:C0036341	schizophrenia	UMLS:C0438696	suicidal
UMLS:C0036341	schizophrenia	UMLS:C0233481	worry
UMLS:C0036341	schizophrenia	UMLS:C0233763	hallucinations visual
UMLS:C0036341	schizophrenia	UMLS:C0041667	underweight
UMLS:C0036341	schizophrenia	UMLS:C1319518	underweight
UMLS:C0036341	schizophrenia	UMLS:C0237154	homelessness
UMLS:C0012813	diverticulitis	UMLS:C0000737	pain abdominal
UMLS:C0012813	diverticulitis	UMLS:C0549483	abscess bacterial
UMLS:C0012813	diverticulitis	UMLS:C0541911	dullness
UMLS:C0012813	diverticulitis	UMLS:C0857199	red blotches
UMLS:C0012813	diverticulitis	UMLS:C0011991	diarrhea
UMLS:C0012813	diverticulitis	UMLS:C0234233	sore to touch
UMLS:C0012813	diverticulitis	UMLS:C0013428	dysuria
UMLS:C0012813	diverticulitis	UMLS:C0030193	pain
UMLS:C0012813	diverticulitis	UMLS:C0042963	vomiting
UMLS:C0012813	diverticulitis	UMLS:C0232201	sinus rhythm
UMLS:C0012813	diverticulitis	UMLS:C0232488	colic abdominal
UMLS:C0012813	diverticulitis	UMLS:C0277797	apyrexial
UMLS:C0012813	diverticulitis	UMLS:C0232498	abdominal tenderness
UMLS:C0012813	diverticulitis	UMLS:C0015967	fever
UMLS:C0012813	diverticulitis	UMLS:C1273573	unsteady gait
UMLS:C0012813	diverticulitis	UMLS:C0205400	thicken
UMLS:C0012813	diverticulitis	UMLS:C0085606	urgency of micturition
UMLS:C0012813	diverticulitis	UMLS:C0003123	anorexia
UMLS:C0012813	diverticulitis	UMLS:C0746619	monoclonal
UMLS:C0012813	diverticulitis	UMLS:C0009806	constipation
UMLS:C0546817	overload fluid	UMLS:C0034642	rale
UMLS:C0546817	overload fluid	UMLS:C0240100	jugular venous distention
UMLS:C0546817	overload fluid	UMLS:C0020461	hyperkalemia
UMLS:C0546817	overload fluid	UMLS:C0085619	orthopnea
UMLS:C0546817	overload fluid	UMLS:C0392680	shortness of breath
UMLS:C0546817	overload fluid	UMLS:C0013144	drowsiness
UMLS:C0546817	overload fluid	UMLS:C0234450	sleepy
UMLS:C0546817	overload fluid	UMLS:C0043094	weight gain
UMLS:C0546817	overload fluid	UMLS:C0020621	hypokalemia
UMLS:C0546817	overload fluid	UMLS:C0020649	hypotension
UMLS:C0546817	overload fluid	UMLS:C0038999	swelling
UMLS:C0546817	overload fluid	UMLS:C0000731	distended abdomen
UMLS:C0030920	ulcer peptic	UMLS:C0000737	pain abdominal
UMLS:C0030920	ulcer peptic	UMLS:C0221166	paraparesis
UMLS:C0030920	ulcer peptic	UMLS:C0027497	nausea
UMLS:C0030920	ulcer peptic	UMLS:C0042963	vomiting
UMLS:C0030920	ulcer peptic	UMLS:C0521516	polymyalgia
UMLS:C0030920	ulcer peptic	UMLS:C0848168	out of breath
UMLS:C0030920	ulcer peptic	UMLS:C0008031	pain chest
UMLS:C0030920	ulcer peptic	UMLS:C0018991	hemiplegia
UMLS:C0030920	ulcer peptic	UMLS:C0232517	gurgle
UMLS:C0030920	ulcer peptic	UMLS:C0020175	hunger
UMLS:C0030920	ulcer peptic	UMLS:C0277797	apyrexial
UMLS:C0030920	ulcer peptic	UMLS:C0027769	nervousness
UMLS:C0029443	osteomyelitis	UMLS:C0030193	pain
UMLS:C0029443	osteomyelitis	UMLS:C0332575	redness
UMLS:C0029443	osteomyelitis	UMLS:C0240813	prostate tender
UMLS:C0029443	osteomyelitis	UMLS:C0015967	fever
UMLS:C0029443	osteomyelitis	UMLS:C0241705	difficulty passing urine
UMLS:C0029443	osteomyelitis	UMLS:C0234233	sore to touch
UMLS:C0029443	osteomyelitis	UMLS:C0038999	swelling
UMLS:C0029443	osteomyelitis	UMLS:C0277797	apyrexial
UMLS:C0029443	osteomyelitis	UMLS:C0041834	erythema
UMLS:C0029443	osteomyelitis	UMLS:C0549483	abscess bacterial
UMLS:C0029443	osteomyelitis	UMLS:C0016512	pain foot
UMLS:C0029443	osteomyelitis	UMLS:C0152032	urinary hesitation
UMLS:C0017152	gastritis	UMLS:C0744740	heme positive
UMLS:C0017152	gastritis	UMLS:C0000737	pain abdominal
UMLS:C0017152	gastritis	UMLS:C0042963	vomiting
UMLS:C0017152	gastritis	UMLS:C0281825	disequilibrium
UMLS:C0017152	gastritis	UMLS:C0027497	nausea
UMLS:C0017152	gastritis	UMLS:C0728899	intoxication
UMLS:C0017152	gastritis	UMLS:C0019080	haemorrhage
UMLS:C0017152	gastritis	UMLS:C0744492	guaiac positive
UMLS:C0017152	gastritis	UMLS:C0030193	pain
UMLS:C0017152	gastritis	UMLS:C0043096	decreased body weight
UMLS:C0017152	gastritis	UMLS:C0234233	sore to touch
UMLS:C0017152	gastritis	UMLS:C0012833	dizziness
UMLS:C0004610	bacteremia	UMLS:C0015967	fever
UMLS:C0004610	bacteremia	UMLS:C0085593	chill
UMLS:C0004610	bacteremia	UMLS:C0016382	flushing
UMLS:C0004610	bacteremia	UMLS:C0241526	unresponsiveness
UMLS:C0004610	bacteremia	UMLS:C0085632	indifferent mood
UMLS:C0004610	bacteremia	UMLS:C1313921	urinoma
UMLS:C0004610	bacteremia	UMLS:C0042963	vomiting
UMLS:C0004610	bacteremia	UMLS:C0000731	distended abdomen
UMLS:C0004610	bacteremia	UMLS:C0239981	hypoalbuminemia
UMLS:C0004610	bacteremia	UMLS:C0241157	pustule
UMLS:C0004610	bacteremia	UMLS:C0242453	prostatism
UMLS:C0004610	bacteremia	UMLS:C0011991	diarrhea
UMLS:C0004610	bacteremia	UMLS:C0232498	abdominal tenderness
UMLS:C0004610	bacteremia	UMLS:C0008033	pleuritic pain
UMLS:C0004610	bacteremia	UMLS:C0029053	decreased translucency
UMLS:C0004610	bacteremia	UMLS:C0030232	pallor
UMLS:C0035078	failure kidney	UMLS:C0085619	orthopnea
UMLS:C0035078	failure kidney	UMLS:C0028961	oliguria
UMLS:C0035078	failure kidney	UMLS:C0232854	slowing of urinary stream
UMLS:C0035078	failure kidney	UMLS:C0277794	extreme exhaustion
UMLS:C0035078	failure kidney	UMLS:C0241526	unresponsiveness
UMLS:C0035078	failure kidney	UMLS:C0020649	hypotension
UMLS:C0035078	failure kidney	UMLS:C0014394	enuresis
UMLS:C0035078	failure kidney	UMLS:C0392680	shortness of breath
UMLS:C0035078	failure kidney	UMLS:C0019080	haemorrhage
UMLS:C0035078	failure kidney	UMLS:C0242453	prostatism
UMLS:C0035078	failure kidney	UMLS:C0442739	no status change
UMLS:C0035078	failure kidney	UMLS:C0425251	bedridden
UMLS:C0035078	failure kidney	UMLS:C0741453	bedridden
UMLS:C0035078	failure kidney	UMLS:C0015672	fatigue
UMLS:C0002895	sickle cell anemia	UMLS:C1135120	breakthrough pain
UMLS:C0002895	sickle cell anemia	UMLS:C0004604	pain back
UMLS:C0002895	sickle cell anemia	UMLS:C0030193	pain
UMLS:C0002895	sickle cell anemia	UMLS:C0392680	shortness of breath
UMLS:C0002895	sickle cell anemia	UMLS:C1260880	snuffle
UMLS:C0002895	sickle cell anemia	UMLS:C0008031	pain chest
UMLS:C0002895	sickle cell anemia	UMLS:C0000737	pain abdominal
UMLS:C0002895	sickle cell anemia	UMLS:C0019214	hepatosplenomegaly
UMLS:C0002895	sickle cell anemia	UMLS:C0457097	green sputum
UMLS:C0002895	sickle cell anemia	UMLS:C0277797	apyrexial
UMLS:C0002895	sickle cell anemia	UMLS:C0018681	headache
UMLS:C0018801	failure heart	UMLS:C0085619	orthopnea
UMLS:C0018801	failure heart	UMLS:C0015672	fatigue
UMLS:C0018801	failure heart	UMLS:C0231807	dyspnea on exertion
UMLS:C0018801	failure heart	UMLS:C0013404	dyspnea
UMLS:C0018801	failure heart	UMLS:C0392680	shortness of breath
UMLS:C0018801	failure heart	UMLS:C0232258	pansystolic murmur
UMLS:C0018801	failure heart	UMLS:C0240100	jugular venous distention
UMLS:C0018801	failure heart	UMLS:C0694547	systolic ejection murmur
UMLS:C0018801	failure heart	UMLS:C0020649	hypotension
UMLS:C0018801	failure heart	UMLS:C0002962	angina pectoris
UMLS:C0018801	failure heart	UMLS:C0086439	hypokinesia
UMLS:C0041912	upper respiratory infection	UMLS:C0010200	cough
UMLS:C0041912	upper respiratory infection	UMLS:C0242429	throat sore
UMLS:C0041912	upper respiratory infection	UMLS:C0043144	wheezing
UMLS:C0041912	upper respiratory infection	UMLS:C0392680	shortness of breath
UMLS:C0041912	upper respiratory infection	UMLS:C0553668	labored breathing
UMLS:C0041912	upper respiratory infection	UMLS:C0015967	fever
UMLS:C0041912	upper respiratory infection	UMLS:C0848340	stuffy nose
UMLS:C0041912	upper respiratory infection	UMLS:C0850149	non-productive cough
UMLS:C0041912	upper respiratory infection	UMLS:C1260880	snuffle
UMLS:C0041912	upper respiratory infection	UMLS:C0085632	indifferent mood
UMLS:C0041912	upper respiratory infection	UMLS:C0231872	egophony
UMLS:C0041912	upper respiratory infection	UMLS:C0234866	barking cough
UMLS:C0041912	upper respiratory infection	UMLS:C0521516	polymyalgia
UMLS:C0041912	upper respiratory infection	UMLS:C0008033	pleuritic pain
UMLS:C0041912	upper respiratory infection	UMLS:C0028081	night sweat
UMLS:C0041912	upper respiratory infection	UMLS:C0013404	dyspnea
UMLS:C0041912	upper respiratory infection	UMLS:C0239134	productive cough
UMLS:C0041912	upper respiratory infection	UMLS:C0029053	decreased translucency
UMLS:C0041912	upper respiratory infection	UMLS:C0035508	rhonchus
UMLS:C0041912	upper respiratory infection	UMLS:C0425488	rapid shallow breathing
UMLS:C0041912	upper respiratory infection	UMLS:C0277797	apyrexial
UMLS:C0041912	upper respiratory infection	UMLS:C0237304	noisy respiration
UMLS:C0041912	upper respiratory infection	UMLS:C0264273	nasal discharge present
UMLS:C0041912	upper respiratory infection	UMLS:C0743482	emphysematous change
UMLS:C0041912	upper respiratory infection	UMLS:C0871754	frail
UMLS:C0041912	upper respiratory infection	UMLS:C1511606	cystic lesion
UMLS:C0041912	upper respiratory infection	UMLS:C0436331	symptom aggravating factors
UMLS:C0041912	upper respiratory infection	UMLS:C0578150	hemodynamically stable
UMLS:C0019158	hepatitis	UMLS:C0003962	ascites
UMLS:C0019158	hepatitis	UMLS:C0233308	spontaneous rupture of membranes
UMLS:C0019158	hepatitis	UMLS:C0231835	tachypnea
UMLS:C0019158	hepatitis	UMLS:C0000737	pain abdominal
UMLS:C0019158	hepatitis	UMLS:C0033774	pruritus
UMLS:C0019158	hepatitis	UMLS:C0003123	anorexia
UMLS:C0019158	hepatitis	UMLS:C1096646	transaminitis
UMLS:C0019158	hepatitis	UMLS:C0221151	projectile vomiting
UMLS:C0019158	hepatitis	UMLS:C0085593	chill
UMLS:C0019158	hepatitis	UMLS:C0476273	distress respiratory
UMLS:C0019158	hepatitis	UMLS:C0015967	fever
UMLS:C0019158	hepatitis	UMLS:C0042963	vomiting
UMLS:C0020542	hypertension pulmonary	UMLS:C0392680	shortness of breath
UMLS:C0020542	hypertension pulmonary	UMLS:C0271276	Stahli's line
UMLS:C0020542	hypertension pulmonary	UMLS:C0581911	heavy legs
UMLS:C0020542	hypertension pulmonary	UMLS:C0238844	breath sounds decreased
UMLS:C0020542	hypertension pulmonary	UMLS:C0151315	neck stiffness
UMLS:C0020542	hypertension pulmonary	UMLS:C0231807	dyspnea on exertion
UMLS:C0020542	hypertension pulmonary	UMLS:C0010520	cyanosis
UMLS:C0020542	hypertension pulmonary	UMLS:C0020649	hypotension
UMLS:C0020542	hypertension pulmonary	UMLS:C0238705	left atrial hypertrophy
UMLS:C0011168	deglutition disorder	UMLS:C0030554	paresthesia
UMLS:C0011168	deglutition disorder	UMLS:C0231690	titubation
UMLS:C0011168	deglutition disorder	UMLS:C0013362	dysarthria
UMLS:C0011168	deglutition disorder	UMLS:C0221150	painful swallowing
UMLS:C0011168	deglutition disorder	UMLS:C0019825	hoarseness
UMLS:C0011168	deglutition disorder	UMLS:C0038450	stridor
UMLS:C0011168	deglutition disorder	UMLS:C0037763	spasm
UMLS:C0011168	deglutition disorder	UMLS:C0004093	asthenia
UMLS:C0011168	deglutition disorder	UMLS:C0234979	dysdiadochokinesia
UMLS:C0011168	deglutition disorder	UMLS:C0004134	ataxia
UMLS:C0011168	deglutition disorder	UMLS:C1321756	achalasia
UMLS:C0011168	deglutition disorder	UMLS:C0043096	decreased body weight
UMLS:C0011168	deglutition disorder	UMLS:C0427008	stiffness
UMLS:C0011168	deglutition disorder	UMLS:C0221198	lesion
UMLS:C0011168	deglutition disorder	UMLS:C0748706	side pain
UMLS:C0018099	gout	UMLS:C0600142	hot flush
