DrugID	Name	Action	TargetID	UniProt	Target
DB02899	N-Carboxymethionine		BE0004011	Q5SII2	Probable rRNA methylase
DB02900	alpha-D-mannose 6-phosphate		BE0001369	P26276	Phosphomannomutase/phosphoglucomutase
DB02900	alpha-D-mannose 6-phosphate		BE0003623	P11717	Cation-independent mannose-6-phosphate receptor
DB02900	alpha-D-mannose 6-phosphate		BE0004494	P20645	Cation-dependent mannose-6-phosphate receptor
DB02901	Dihydrotestosterone		BE0000194	P14061	Estradiol 17-beta-dehydrogenase 1
DB02901	Dihydrotestosterone		BE0000132	P10275	Androgen receptor
DB02902	3'-Phosphate-Adenosine-5'-Phosphate Sulfate		BE0000951	P49888	Estrogen sulfotransferase
DB02903	BV3		BE0001496	P01556	Cholera enterotoxin subunit B
DB02904	Beta-3-Serine		BE0002838	P12488	Envelope glycoprotein gp160
DB02905	Phosphoric Acid Mono-[3,4-Dihydroxy-5-(5-Hydroxy-Benzoimidazol-1-Yl)Tetrahydro-Furan-2-Ylmethyl] Ester		BE0001229	Q05603	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
DB02906	(2s,4s)-Alpha-Campholinic Acid		BE0002845	Q93TU6	6-oxocamphor hydrolase
DB02907	2-Amino-Vinyl-Phosphate		BE0001326	P06971	Ferrichrome-iron receptor
DB02908	RU78783		BE0000838	P12931	Proto-oncogene tyrosine-protein kinase Src
DB02909	5-(2-Chlorophenyl)Furan-2-Carboxylic Acid		BE0002012	P0AE18	Methionine aminopeptidase
DB02909	5-(2-Chlorophenyl)Furan-2-Carboxylic Acid		BE0004075	P0A5J2	Methionine aminopeptidase 2
DB02910	Octanoyl-Coenzyme A		BE0004500	P30084	Enoyl-CoA hydratase, mitochondrial
DB02910	Octanoyl-Coenzyme A		BE0001764	P42126	Enoyl-CoA delta isomerase 1, mitochondrial
DB02910	Octanoyl-Coenzyme A		BE0001745	P11310	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial
DB02911	2,4-Diamino-6-Phenyl-5,6,7,8,-Tetrahydropteridine		BE0000263	P29474	Nitric oxide synthase, endothelial
DB02912	Propanoyl-CoA		BE0002846	Q9X4K7	Propionyl-CoA carboxylase complex B subunit
DB02915	4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Yl]-(4-Trifluoromethyl-Phenyl)-Amine		BE0001072	P24941	Cyclin-dependent kinase 2
DB02915	4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Yl]-(4-Trifluoromethyl-Phenyl)-Amine		BE0003734	P20248	Cyclin-A2
DB02917	N-Hydroxy-4-(Methyl{[5-(2-Pyridinyl)-2-Thienyl]Sulfonyl}Amino)Benzamide		BE0001608	Q9BY41	Histone deacetylase 8
DB02918	6-(4-Difluoromethoxy-3-Methoxy-Phenyl)-2h-Pyridazin-3-One		BE0001287	Q08499	cAMP-specific 3',5'-cyclic phosphodiesterase 4D
DB02919	2,4-Diamino-6-[N-(3',4',5'-Trimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine		BE0000330	P00374	Dihydrofolate reductase
DB02921	(South)-Methanocarba-Thymidine		BE0001403	P03176	Thymidine kinase
DB02923	Biphenyl-2,3-Diol		BE0001308	P47228	Biphenyl-2,3-diol 1,2-dioxygenase
DB02923	Biphenyl-2,3-Diol		BE0001672	P17297	Biphenyl-2,3-diol 1,2-dioxygenase
DB02923	Biphenyl-2,3-Diol		BE0003955	P0A108	1,2-dihydroxynaphthalene dioxygenase
DB02924	(4R)-limonene 1Î±,2Î±-epoxide		BE0004320	Q8WX39	Epididymal-specific lipocalin-9
DB02925	Piretanide	inhibitor	BE0000502	Q13621	Solute carrier family 12 member 1
DB02927	Mixed Carbamic Phosphoric Acid Anhydride of 7,8-Diaminononanic Acid		BE0001271	P13000	ATP-dependent dethiobiotin synthetase BioD 1
DB02928	3-Amino-6-Hydroxy-Tyrosine		BE0001222	P46883	Primary amine oxidase
DB02929	K201		BE0004149	P08758	Annexin A5
DB02930	Adenosine 5'-[Î³-thio]triphosphate		BE0001241	Q10588	ADP-ribosyl cyclase 2
DB02930	Adenosine 5'-[Î³-thio]triphosphate		BE0004488	P17600	Synapsin-1
DB02930	Adenosine 5'-[Î³-thio]triphosphate		BE0004571	O14874	[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial
DB02930	Adenosine 5'-[Î³-thio]triphosphate		BE0001073	P16118	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1
DB02930	Adenosine 5'-[Î³-thio]triphosphate		BE0002851	P54278	Mismatch repair endonuclease PMS2
DB02930	Adenosine 5'-[Î³-thio]triphosphate		BE0001269	P62219	Protein RecA
DB02930	Adenosine 5'-[Î³-thio]triphosphate		BE0001257	P42443	Protein RecA
DB02930	Adenosine 5'-[Î³-thio]triphosphate		BE0001235	Q59560	Protein RecA
DB02930	Adenosine 5'-[Î³-thio]triphosphate		BE0001493	Q56148	Chloramphenicol 3-O phosphotransferase
DB02930	Adenosine 5'-[Î³-thio]triphosphate		BE0001547	P33221	Phosphoribosylglycinamide formyltransferase 2
DB02930	Adenosine 5'-[Î³-thio]triphosphate		BE0001592	P15043	ATP-dependent DNA helicase RecQ
DB02930	Adenosine 5'-[Î³-thio]triphosphate		BE0002852	P06710	DNA polymerase III subunit tau
DB02930	Adenosine 5'-[Î³-thio]triphosphate		BE0001580	P0A5S4	Serine/threonine-protein kinase PknB
DB02930	Adenosine 5'-[Î³-thio]triphosphate		BE0002850	Q7BK04	Cag alpha
DB02931	Coa-S-Acetyl Tryptamine		BE0004584	Q16613	Serotonin N-acetyltransferase
DB02932	(R)-Bicalutamide		BE0000132	P10275	Androgen receptor
DB02933	5'-Deoxy-5'-(Methylthio)-Tubercidin		BE0001128	Q13126	S-methyl-5'-thioadenosine phosphorylase
DB02933	5'-Deoxy-5'-(Methylthio)-Tubercidin		BE0002007	P0AF12	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
DB02934	9-(6-deoxy-alpha-L-talofuranosyl)-6-methylpurine		BE0002011	P0ABP8	Purine nucleoside phosphorylase DeoD-type
DB02935	1-Methoxy-2-(2-Methoxyethoxy)Ethane		BE0001165	P14625	Endoplasmin
DB02936	4-(1-Benzyl-3-Carbamoylmethyl-2-Methyl-1h-Indol-5-Yloxy)-Butyric Acid		BE0001640	P14555	Phospholipase A2, membrane associated
DB02937	Gamma-Arsono-Beta, Gamma-Methyleneadenosine-5'-Diphosphate		BE0001332	P18843	NH(3)-dependent NAD(+) synthetase
DB02937	Gamma-Arsono-Beta, Gamma-Methyleneadenosine-5'-Diphosphate		BE0001609	P0A6F3	Glycerol kinase
DB02938	Heptanoic Acid		BE0003997	P04054	Phospholipase A2
DB02940	(4s)-2-[(1e)-1-Aminoprop-1-Enyl]-4,5-Dihydro-1,3-Thiazole-4-Carboxylic Acid		BE0004325	P0C8P8	Thiostrepton
DB02940	(4s)-2-[(1e)-1-Aminoprop-1-Enyl]-4,5-Dihydro-1,3-Thiazole-4-Carboxylic Acid		BE0004326	P29395	50S ribosomal protein L11
DB02941	3-(1-Aminoethyl)Nonanedioic Acid		BE0001271	P13000	ATP-dependent dethiobiotin synthetase BioD 1
DB02942	Inositol 1,3-Bisphosphate		BE0001815	Q15075	Early endosome antigen 1
DB02943	N-(4-Aminobutanoyl)-S-(4-Methoxybenzyl)-L-Cysteinylglycine		BE0002281	P08263	Glutathione S-transferase A1
DB02945	alpha-L-iduronic acid		BE0001416	Q59288	Chondroitinase-AC
DB02947	2-Fluoro-2'-Deoxyadenosine		BE0002011	P0ABP8	Purine nucleoside phosphorylase DeoD-type
DB02948	Fosmidomycin		BE0001575	P45568	1-deoxy-D-xylulose 5-phosphate reductoisomerase
DB02949	2-Acetyl-Protoporphyrin Ix		BE0001805	P04164	Cytochrome c-552
DB02950	Hymenialdisine	inhibitor	BE0000890	Q00535	Cyclin-dependent kinase 5
DB02950	Hymenialdisine		BE0001082	P06493	Cyclin-dependent kinase 1
DB02950	Hymenialdisine	inhibitor	BE0001072	P24941	Cyclin-dependent kinase 2
DB02951	3-Hydroxypyruvic Acid		BE0001256	Q07412	Triosephosphate isomerase
DB02951	3-Hydroxypyruvic Acid		BE0001650	P0A6L6	N-acetylneuraminate lyase
DB02952	Alpha-Aminoisobutyric Acid		BE0001026	P06850	Corticoliberin
DB02952	Alpha-Aminoisobutyric Acid		BE0003476	P01303	Pro-neuropeptide Y
DB02953	2-Thiomethyl-3-Phenylpropanoic Acid		BE0001182	P22894	Neutrophil collagenase
DB02954	(Carboxyhydroxyamino)Ethanoic Acid		BE0001441	P0A7D4	Adenylosuccinate synthetase
DB02954	(Carboxyhydroxyamino)Ethanoic Acid		BE0001828	Q83P33	Adenylosuccinate synthetase
DB02956	Pentasulfide-Sulfur		BE0002870	Q56748	Sulfide dehydrogenase
DB02959	Oxitriptan		BE0001830	Q9RVD6	Tryptophan--tRNA ligase 2
DB02961	Rhamnose		BE0001880	P32170	L-rhamnose isomerase
DB02962	Benzimidazole		BE0001229	Q05603	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
DB02963	(5-Chloropyrazolo[1,5-a]Pyrimidin-7-Yl)-(4-Methanesulfonylphenyl)Amine		BE0001072	P24941	Cyclin-dependent kinase 2
DB02964	8,9,10-Trihydroxy-7-Hydroxymethyl-2-Thioxo-6-Oxa-1,3-Diaza-Spiro[4.5]Decan-4-One		BE0000916	P11217	Glycogen phosphorylase, muscle form
DB02965	Ndelta-(N'-Sulphodiaminophosphinyl)-L-Ornithine		BE0001875	P04391	Ornithine carbamoyltransferase chain I
DB02966	Fluoro-Willardiine		BE0000829	P42262	Glutamate receptor 2
DB02967	N-Ethylmaleimide		BE0001886	Q05315	Galectin-10
DB02968	Penicillin G Acyl-Serine		BE0001655	P18357	Regulatory protein BlaR1
DB02968	Penicillin G Acyl-Serine		BE0001904	P07944	Beta-lactam-inducible penicillin-binding protein
DB02969	4-Methyl-5-Hydroxyethylthiazole		BE0001879	P39593	Hydroxyethylthiazole kinase
DB02970	2-Propyl-Aniline		BE0001248	P00720	Lysozyme
DB02972	1-Benzyl-(R)-Propylamine		BE0002050	P03366	Gag-Pol polyprotein
DB02973	4-(5-Bromo-2-Oxo-2h-Indol-3-Ylazo)-Benzenesulfonamide		BE0001072	P24941	Cyclin-dependent kinase 2
DB02974	4-(4-Chlorophenyl)Imidazole		BE0003549	P20813	Cytochrome P450 2B6
DB02975	GE-2270A		BE0001864	Q83JC4	Elongation factor Tu
DB02976	Uridine-5'-monophosphate 2-deoxy-2-fluoro-galactopyranosyl-monophosphate ester		BE0002699	P96945	Glycosyl transferase
DB02976	Uridine-5'-monophosphate 2-deoxy-2-fluoro-galactopyranosyl-monophosphate ester		BE0002871	Q93EK7	LgtC
DB02977	PNU177836		BE0000623	P18031	Tyrosine-protein phosphatase non-receptor type 1
DB02979	N1,N14-Bis((S-Methyl)Isothioureido)Tetradecane		BE0000263	P29474	Nitric oxide synthase, endothelial
DB02980	Thymidine-5'-(Dithio)Phosphate		BE0001587	P24289	Nuclease P1
DB02981	Vitamin B6 Complexed with 2-Amino-Hexanoic Acid		BE0001217	P00509	Aspartate aminotransferase
DB02983	Para-Mercury-Benzenesulfonic Acid		BE0001886	Q05315	Galectin-10
DB02983	Para-Mercury-Benzenesulfonic Acid		BE0000792	Q92731	Estrogen receptor beta
DB02984	4-[3-Methylsulfanylanilino]-6,7-Dimethoxyquinazoline		BE0001019	Q16539	Mitogen-activated protein kinase 14
DB02985	8-Iodo-Guanine		BE0001623	P81989	Purine nucleoside phosphorylase
DB02986	N-(2-Thienylmethyl)-2,5-Thiophenedisulfonamide		BE0000322	P00918	Carbonic anhydrase 2
DB02987	Cysteine-S-Acetamide		BE0004585	P00973	2'-5'-oligoadenylate synthase 1
DB02987	Cysteine-S-Acetamide		BE0003317	P07998	Ribonuclease pancreatic
DB02988	Imino-Tryptophan		BE0004141	P14920	D-amino-acid oxidase
DB02989	CRA_10972		BE0001739	P07477	Trypsin-1
DB02990	C16-Fatty-Acyl-Substrate-Mimic		BE0000332	P0A5Y6	Enoyl-[acyl-carrier-protein] reductase [NADH]
DB02991	S-Ethyl-N-[4-(Trifluoromethyl)Phenyl]Isothiourea		BE0000067	P29475	Nitric oxide synthase, brain
DB02992	1-Deoxy-6-O-Phosphono-1-[(Phosphonomethyl)Amino]-L-Threo-Hexitol		BE0001253	O66496	2-dehydro-3-deoxyphosphooctonate aldolase
DB02994	Cacodylic acid		BE0001210	P12497	Gag-Pol polyprotein
DB02994	Cacodylic acid		BE0000263	P29474	Nitric oxide synthase, endothelial
DB02994	Cacodylic acid		BE0000747	P15121	Aldose reductase
DB02994	Cacodylic acid		BE0003945	P11488	Guanine nucleotide-binding protein G(t) subunit alpha-1
DB02995	Cyclohexylammonium Ion		BE0001291	P33038	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
DB02996	2-(Thiomethylene)-4-Methylpentanoic Acid		BE0003872	Q9UKQ2	Disintegrin and metalloproteinase domain-containing protein 28
DB02998	Methyltrienolone		BE0000557	P06401	Progesterone receptor
DB02998	Methyltrienolone		BE0000132	P10275	Androgen receptor
DB02998	Methyltrienolone		BE0003740	Q15596	Nuclear receptor coactivator 2
DB02999	Quisqualate		BE0000829	P42262	Glutamate receptor 2
DB02999	Quisqualate		BE0000826	Q13002	Glutamate receptor ionotropic, kainate 2
DB03000	S-9-(2-hydroxypropyl)adenine		BE0001403	P03176	Thymidine kinase
DB03003	Glutathione Sulfonic Acid		BE0002062	P0A9D2	Glutathione S-transferase GstA
DB03003	Glutathione Sulfonic Acid		BE0000812	Q03013	Glutathione S-transferase Mu 4
DB03003	Glutathione Sulfonic Acid		BE0002281	P08263	Glutathione S-transferase A1
DB03003	Glutathione Sulfonic Acid		BE0000814	P09211	Glutathione S-transferase P
DB03005	3,8-Diamino-6-Phenyl-5-[6-[1-[2-[(1,2,3,4-Tetrahydro-9-Acridinyl)Amino]Ethyl]-1h-1,2,3-Triazol-5-Yl]Hexyl]-Phenanthridinium		BE0000426	P22303	Acetylcholinesterase
DB03006	Arsanilic acid		BE0003751	P61626	Lysozyme C
DB03008	5-Fluoro-Beta-L-Gulosyl Fluoride		BE0003505	Q16706	Alpha-mannosidase 2
DB03010	Patupilone		BE0001425	Q13748	Tubulin alpha-3C/D chain
DB03010	Patupilone		BE0000143	P07437	Tubulin beta chain
DB03010	Patupilone		BE0000026	Q9H4B7	Tubulin beta-1 chain
DB03010	Patupilone		BE0001367	P68371	Tubulin beta-4B chain
DB03010	Patupilone		BE0001408	P04350	Tubulin beta-4A chain
DB03010	Patupilone		BE0001391	P68366	Tubulin alpha-4A chain
DB03010	Patupilone		BE0001415	Q13509	Tubulin beta-3 chain
DB03010	Patupilone		BE0001388	Q9BQE3	Tubulin alpha-1C chain
DB03010	Patupilone		BE0001359	Q9NY65	Tubulin alpha-8 chain
DB03010	Patupilone		BE0001275	P68363	Tubulin alpha-1B chain
DB03010	Patupilone		BE0001340	Q71U36	Tubulin alpha-1A chain
DB03011	Adenosine-5'-(Dithio)Phosphate		BE0001587	P24289	Nuclease P1
DB03012	Phenylalanine-N-Sulfonamide		BE0003753	P15085	Carboxypeptidase A1
DB03013	Di(N-Acetyl-D-Glucosamine)		BE0001605	Q54468	Chitobiase
DB03013	Di(N-Acetyl-D-Glucosamine)		BE0003751	P61626	Lysozyme C
DB03013	Di(N-Acetyl-D-Glucosamine)		BE0000259	P15291	Beta-1,4-galactosyltransferase 1
DB03015	6-Hydroxy-1,6-Dihydro Purine Nucleoside		BE0002214	P00813	Adenosine deaminase
DB03016	CRA_1801		BE0001739	P07477	Trypsin-1
DB03017	Lauric Acid		BE0000009	P11766	Alcohol dehydrogenase class-3
DB03017	Lauric Acid		BE0000801	P0A953	3-oxoacyl-[acyl-carrier-protein] synthase 1
DB03017	Lauric Acid		BE0001326	P06971	Ferrichrome-iron receptor
DB03017	Lauric Acid		BE0001432	P17900	Ganglioside GM2 activator
DB03017	Lauric Acid		BE0001723	P0A574	3-oxoacyl-[acyl-carrier-protein] synthase 3
DB03017	Lauric Acid		BE0004017	Q82122	Genome polyprotein
DB03017	Lauric Acid		BE0004018	P23008	Genome polyprotein
DB03017	Lauric Acid		BE0001494	P04936	Genome polyprotein
DB03017	Lauric Acid		BE0004019	P41235	Hepatocyte nuclear factor 4-alpha
DB03017	Lauric Acid		BE0001640	P14555	Phospholipase A2, membrane associated
DB03017	Lauric Acid		BE0004020	P98155	Very low-density lipoprotein receptor
DB03017	Lauric Acid		BE0001854	Q9NZD2	Glycolipid transfer protein
DB03017	Lauric Acid		BE0000800	P0AAI5	3-oxoacyl-[acyl-carrier-protein] synthase 2
DB03017	Lauric Acid		BE0000994	P02788	Lactotransferrin
DB03017	Lauric Acid		BE0004021	P02929	Protein TonB
DB03017	Lauric Acid		BE0003266	P07360	Complement component C8 gamma chain
DB03017	Lauric Acid		BE0004022	Q9UNK4	Group IID secretory phospholipase A2
DB03017	Lauric Acid		BE0004023	Q9I194	Acyl-homoserine lactone acylase PvdQ
DB03017	Lauric Acid		BE0004024	Q9Y6Y9	Lymphocyte antigen 96
DB03017	Lauric Acid		BE0002442	O00206	Toll-like receptor 4
DB03018	3,4-Dimethylaniline		BE0001229	Q05603	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
DB03019	4-(2,5-Dichloro-Thiophen-3-Yl)-Pyrimidin-2-Ylamine		BE0001072	P24941	Cyclin-dependent kinase 2
DB03020	5-Beta-D-Ribofuranosylnicotinamide Adenine Dinucleotide		BE0000465	P00326	Alcohol dehydrogenase 1C
DB03021	Ulapualide A		BE0002101	P68133	Actin, alpha skeletal muscle
DB03022	3-{2,6,8-trioxo-9-[(2R,3S,4R)-2,3,4,5-tetrahydroxypentyl]-1,2,3,6,8,9-hexahydro-7H-purin-7-Yl}propyl dihydrogen phosphate		BE0001270	P66034	6,7-dimethyl-8-ribityllumazine synthase
DB03023	1-Tert-Butyl-3-(4-Chloro-Phenyl)-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine		BE0000842	P06239	Tyrosine-protein kinase Lck
DB03023	1-Tert-Butyl-3-(4-Chloro-Phenyl)-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine		BE0004315	P07948	Tyrosine-protein kinase Lyn
DB03023	1-Tert-Butyl-3-(4-Chloro-Phenyl)-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine		BE0000838	P12931	Proto-oncogene tyrosine-protein kinase Src
DB03024	2-Methyl-3-(2-Aminothiazolo)Propanal		BE0000270	P00797	Renin
DB03026	Phosphoglycolohydroxamic Acid		BE0003844	P60174	Triosephosphate isomerase
DB03026	Phosphoglycolohydroxamic Acid		BE0001905	P0A733	Methylglyoxal synthase
DB03026	Phosphoglycolohydroxamic Acid		BE0001878	P32169	Rhamnulose-1-phosphate aldolase
DB03026	Phosphoglycolohydroxamic Acid		BE0002033	P0AB87	L-fuculose phosphate aldolase
DB03026	Phosphoglycolohydroxamic Acid		BE0002054	P0AB74	D-tagatose-1,6-bisphosphate aldolase subunit KbaY
DB03026	Phosphoglycolohydroxamic Acid		BE0002021	P0AB71	Fructose-bisphosphate aldolase class 2
DB03028	1h-Benoximidazole-2-Carboxylic Acid		BE0000941	P07339	Cathepsin D
DB03030	4-(2-Thienyl)-1-(4-Methylbenzyl)-1h-Imidazole		BE0002006	P0AEK4	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
DB03031	Adamantane-1-Carboxylic Acid-5-Dimethylamino-Naphthalene-1-Sulfonylamino-Octyl-Amide		BE0001246	P00183	Camphor 5-monooxygenase
DB03032	S-Octylglutathione		BE0000812	Q03013	Glutathione S-transferase Mu 4
DB03033	1-Methyloxy-4-Sulfone-Benzene		BE0000966	P45452	Collagenase 3
DB03033	1-Methyloxy-4-Sulfone-Benzene		BE0001116	P08254	Stromelysin-1
DB03034	D-Levofloxacin		BE0001790	P06653	Autolysin
DB03035	1,8-Di-Hydroxy-4-Nitro-Anthraquinone		BE0001209	P68400	Casein kinase II subunit alpha
DB03037	Oxidized Acetyl Dithranol		BE0002498	Q53908	ActVA 6 protein
DB03038	LY341770		BE0001438	P0A884	Thymidylate synthase
DB03039	4-(Aminosulfonyl)-N-[(2,5-Difluorophenyl)Methyl]-Benzamide		BE0000322	P00918	Carbonic anhydrase 2
DB03040	Nitrilotriacetic Acid		BE0000994	P02788	Lactotransferrin
DB03041	UDP-alpha-D-glucuronic acid		BE0002000	P0C0F4	UDP-glucose 6-dehydrogenase
DB03041	UDP-alpha-D-glucuronic acid		BE0001872	O94766	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3
DB03042	5-Phosphoarabinonic Acid		BE0001469	P13376	Glucose-6-phosphate isomerase B
DB03042	5-Phosphoarabinonic Acid		BE0001199	P06744	Glucose-6-phosphate isomerase
DB03044	1-(5-Tert-Butyl-2-P-Tolyl-2h-Pyrazol-3-Yl)-3-[4-(2-Morpholin-4-Yl-Ethoxy)-Naphthalen-1-Yl]-Urea		BE0001019	Q16539	Mitogen-activated protein kinase 14
DB03045	Pantothenyl-Aminoethanol-Acetate Pivalic Acid		BE0001422	P07097	Acetyl-CoA acetyltransferase
DB03046	7-Methoxy-8-[1-(Methylsulfonyl)-1h-Pyrazol-4-Yl]Naphthalene-2-Carboximidamide		BE0000895	P00749	Urokinase-type plasminogen activator
DB03048	6-Carboxymethyluracil		BE0000960	Q12882	Dihydropyrimidine dehydrogenase [NADP(+)]
DB03049	S-Selanyl Cysteine		BE0001511	P77444	Cysteine desulfurase
DB03051	Tetrahydrofuran-2-Carboxylic Acid		BE0001870	Q46444	Quinohemoprotein ethanol dehydrogenase type-1
DB03051	Tetrahydrofuran-2-Carboxylic Acid		BE0001787	P09546	Bifunctional protein PutA
DB03052	Dazoxiben	inhibitor	BE0001893	P24557	Thromboxane-A synthase
DB03053	1-Aminocyclopropylphosphonate		BE0001378	Q00740	1-aminocyclopropane-1-carboxylate deaminase
DB03056	4-Piperidino-Piperidine		BE0002705	P23141	Liver carboxylesterase 1
DB03057	Malonaldehyde		BE0002015	P0AD63	Beta-lactamase SHV-1
DB03058	2-Aminobenzyl alcohol		BE0001840	P00746	Complement factor D
DB03059	Acetoacetyl-CoA		BE0002684	O06414	1,4-Dihydroxy-2-naphthoyl-CoA synthase
DB03059	Acetoacetyl-CoA		BE0002938	Q06319	Acyl-CoA dehydrogenase, short-chain specific
DB03059	Acetoacetyl-CoA		BE0002703	Q9FD87	HMG-CoA synthase
DB03059	Acetoacetyl-CoA		BE0002695	Q79ZY6	3-hydroxy-3-methylglutaryl CoA synthase
DB03059	Acetoacetyl-CoA		BE0000377	Q16836	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial
DB03059	Acetoacetyl-CoA		BE0001422	P07097	Acetyl-CoA acetyltransferase
DB03059	Acetoacetyl-CoA		BE0000762	P16219	Short-chain specific acyl-CoA dehydrogenase, mitochondrial
DB03059	Acetoacetyl-CoA		BE0004500	P30084	Enoyl-CoA hydratase, mitochondrial
DB03060	Sri-9662		BE0000330	P00374	Dihydrofolate reductase
DB03061	(R)-N-(1-Methyl-Hexyl)-Formamide		BE0000465	P00326	Alcohol dehydrogenase 1C
DB03062	(1-Methyl-1h-Imidazol-2-Yl)-(3-Methyl-4-{3-[(Pyridin-3-Ylmethyl)-Amino]-Propoxy}-Benzofuran-2-Yl)-Methanone		BE0001502	P30418	Glycylpeptide N-tetradecanoyltransferase
DB03062	(1-Methyl-1h-Imidazol-2-Yl)-(3-Methyl-4-{3-[(Pyridin-3-Ylmethyl)-Amino]-Propoxy}-Benzofuran-2-Yl)-Methanone		BE0004329	P30419	Glycylpeptide N-tetradecanoyltransferase 1
DB03063	N-(1-Benzyl-3-{[3-(1,3-Dioxo-1,3-Dihydro-Isoindol-2-Yl)-Propionyl]-[2-(Hexahydro-Benzo[1,3]Dioxol-5-Yl)-Ethyl]-Amino}-2-Hydroxy-Propyl)-4-Benzyloxy-3,5-Dimethoxy-Benzamide		BE0001694	P46925	Plasmepsin-2
DB03064	3-Decyl-2,5-Dioxo-4-Hydroxy-3-Pyrroline		BE0003766	Q9UJM8	Hydroxyacid oxidase 1
DB03065	7-Nitroindazole-2-Carboxamidine		BE0000263	P29474	Nitric oxide synthase, endothelial
DB03066	D-Lactic acid		BE0001647	Q53464	(S)-2-haloacid dehalogenase
DB03067	4-{2,4-Bis[(3-Nitrobenzoyl)Amino]Phenoxy}Phthalic Acid		BE0000916	P11217	Glycogen phosphorylase, muscle form
DB03068	Zebularine		BE0002035	P0ABF6	Cytidine deaminase
DB03069	Cytidine-5'-Diphospho-Beta-D-Xylose		BE0001707	P26397	CDP-glucose 4,6-dehydratase
DB03070	Selenazole-4-Carboxyamide-Adenine Dinucleotide		BE0000722	P12268	Inosine-5'-monophosphate dehydrogenase 2
DB03072	2-{3-[4-(4-Fluorophenyl)-3,6-Dihydro-1(2h)-Pyridinyl]Propyl}-8-Methyl-4(3h)-Quinazolinone		BE0001717	P09874	Poly [ADP-ribose] polymerase 1
DB03073	3-Methoxybenzamide		BE0001717	P09874	Poly [ADP-ribose] polymerase 1
DB03074	7-Deaza-7-Cyano-Guanine		BE0001405	P28720	Queuine tRNA-ribosyltransferase
DB03075	(Diphosphono)Aminophosphonic Acid		BE0001499	P0A820	S-adenosylmethionine synthase
DB03076	AHA047		BE0002050	P03366	Gag-Pol polyprotein
DB03077	3-Amino-4-{3-[2-(2-Propoxy-Ethoxy)-Ethoxy]-Propylamino}-Cyclobut-3-Ene-1,2-Dione		BE0001496	P01556	Cholera enterotoxin subunit B
DB03077	3-Amino-4-{3-[2-(2-Propoxy-Ethoxy)-Ethoxy]-Propylamino}-Cyclobut-3-Ene-1,2-Dione		BE0004186	Q57193	Cholera enterotoxin B subunit
DB03078	PASBN		BE0000838	P12931	Proto-oncogene tyrosine-protein kinase Src
DB03079	Alpha-Ribazole-5'-Phosphate Derivative		BE0001229	Q05603	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
DB03081	Crc200 (Chiron-Behring)		BE0001739	P07477	Trypsin-1
DB03082	6-[(Z)-Amino(Imino)Methyl]-N-[4-(Aminomethyl)Phenyl]-4-(Pyrimidin-2-Ylamino)-2-Naphthamide		BE0000895	P00749	Urokinase-type plasminogen activator
DB03083	IC261		BE0003334	P78368	Casein kinase I isoform gamma-2
DB03084	Cyclopropyl-{4-[5-(3,4-Dichlorophenyl)-2-[(1-Methyl)-Piperidin]-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine		BE0001097	P53779	Mitogen-activated protein kinase 10
DB03085	Glycolic acid		BE0001089	P11413	Glucose-6-phosphate 1-dehydrogenase
DB03085	Glycolic acid		BE0001590	O31616	Glycine oxidase
DB03086	N'-(2s,3r)-3-Amino-4-Cyclohexyl-2-Hydroxy-Butano-N-(4-Methylphenyl)Hydrazide		BE0001534	P50579	Methionine aminopeptidase 2
DB03087	2-(Sec-Butyl)Thiazole		BE0004320	Q8WX39	Epididymal-specific lipocalin-9
DB03088	Pidolic Acid		BE0000163	P15692	Vascular endothelial growth factor A
DB03088	Pidolic Acid		BE0002639	P04746	Pancreatic alpha-amylase
DB03088	Pidolic Acid		BE0004465	P0CG04	Ig lambda-1 chain C regions
DB03088	Pidolic Acid		BE0002939	P01709	Ig lambda chain V-II region MGC
DB03088	Pidolic Acid		BE0004464	Q03403	Trefoil factor 2
DB03088	Pidolic Acid		BE0002913	P00091	Cytochrome c2
DB03088	Pidolic Acid		BE0003872	Q9UKQ2	Disintegrin and metalloproteinase domain-containing protein 28
