Symbol	GOID	GOTerm	qualifier	CLID	name
SLC8A1	GO:0086064	cell communication by electrical coupling involved in cardiac conduction	occurs_in	CL:0002131	regular ventricular cardiac myocyte
GBP1	GO:1900025	negative regulation of substrate adhesion-dependent cell spreading	occurs_in	CL:0000084	T cell
GBP1	GO:1900041	negative regulation of interleukin-2 secretion	occurs_in	CL:0000542	lymphocyte
GBP1	GO:1903076	regulation of protein localization to plasma membrane	occurs_in	CL:0000084	T cell
GBP1	GO:1903077	negative regulation of protein localization to plasma membrane	occurs_in	CL:0000084	T cell
CDH5	GO:0007043	cell-cell junction assembly	occurs_in	CL:0002618	endothelial cell of umbilical vein
CDH5	GO:0007179	transforming growth factor beta receptor signaling pathway	occurs_in	CL:1001602	cerebral cortex endothelial cell
CDH5	GO:1903142	positive regulation of establishment of endothelial barrier	occurs_in	CL:0002618	endothelial cell of umbilical vein
ABCD1	GO:0007031	peroxisome organization	part_of	CL:0002620	skin fibroblast
RYK	GO:1904938	planar cell polarity pathway involved in axon guidance	occurs_in	CL:0000700	dopaminergic neuron
CTNNB1	GO:0005515	protein binding	occurs_in	CL:0000066	epithelial cell
CTNNB1	GO:0043525	positive regulation of neuron apoptotic process	regulates_o_occurs_in	CL:2000097	midbrain dopaminergic neuron
CTNNB1	GO:0050767	regulation of neurogenesis	regulates_o_results_in_acquisition_of_features_of	CL:0000700	dopaminergic neuron
PHB	GO:0001649	osteoblast differentiation	acts_on_population_of	CL:0000134	mesenchymal stem cell
PHB	GO:0031871	proteinase activated receptor binding	occurs_in	CL:0002618	endothelial cell of umbilical vein
PHB	GO:0045745	positive regulation of G-protein coupled receptor protein signaling pathway	occurs_in	CL:0002618	endothelial cell of umbilical vein
PHB	GO:0070373	negative regulation of ERK1 and ERK2 cascade	occurs_in	CL:0002618	endothelial cell of umbilical vein
SERPINB6	GO:0002020	protease binding	occurs_in	CL:0000097	mast cell
RDX	GO:0010737	protein kinase A signaling	occurs_in	CL:0002258	thyroid follicular cell
RDX	GO:0032487	regulation of Rap protein signal transduction	occurs_in	CL:0002258	thyroid follicular cell
RDX	GO:0045184	establishment of protein localization	occurs_in	CL:0002258	thyroid follicular cell
RDX	GO:0051018	protein kinase A binding	occurs_in	CL:0002258	thyroid follicular cell
RDX	GO:0072659	protein localization to plasma membrane	occurs_in	CL:0002563	intestinal epithelial cell
RDX	GO:0097067	cellular response to thyroid hormone stimulus	occurs_in	CL:0002258	thyroid follicular cell
RDX	GO:1900087	positive regulation of G1/S transition of mitotic cell cycle	results_in_division_of	CL:0002258	thyroid follicular cell
CBS	GO:0042262	DNA protection	occurs_in	CL:0000738	leukocyte
BSG	GO:0005515	protein binding	occurs_in	CL:0000232	erythrocyte
TIMP3	GO:1904684	negative regulation of metalloendopeptidase activity	occurs_in	CL:0002544	aortic endothelial cell
DDIT3	GO:1902237	positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	occurs_in	CL:0000540	neuron
DDIT3	GO:1990440	positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress	occurs_in	CL:0000540	neuron
DDIT3	GO:1990440	positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress	occurs_in	CL:0000540	neuron
KDR	GO:0038033	positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway	results_in_movement_of	CL:0002543	vein endothelial cell
KDR	GO:0045766	positive regulation of angiogenesis	occurs_in	CL:0002139	endothelial cell of vascular tree
PSMC2	GO:0001649	osteoblast differentiation	acts_on_population_of	CL:0000134	mesenchymal stem cell
GJA5	GO:0016264	gap junction assembly	occurs_in	CL:0000187	muscle cell
MAP2K2	GO:0010629	negative regulation of gene expression	acts_on_population_of	CL:2000016	lung microvascular endothelial cell
CHRNA7	GO:0022848	acetylcholine-gated cation-selective channel activity	occurs_in	CL:0002608	hippocampal neuron
CHRNA7	GO:0095500	acetylcholine receptor signaling pathway	occurs_in	CL:0002608	hippocampal neuron
CHRNA7	GO:0097061	dendritic spine organization	occurs_in	CL:0002608	hippocampal neuron
CHRNA7	GO:1901214	regulation of neuron death	regulates_o_occurs_in	CL:1001571	hippocampal pyramidal neuron
CHRNA7	GO:1901214	regulation of neuron death	regulates_o_occurs_in	CL:0001033	hippocampal granule cell
CHRNA7	GO:1905144	response to acetylcholine	occurs_in	CL:0002608	hippocampal neuron
TGFBR1	GO:0010628	positive regulation of gene expression	occurs_in	CL:0002591	smooth muscle cell of the pulmonary artery
TGFBR1	GO:0071560	cellular response to transforming growth factor beta stimulus	occurs_in	CL:0000138	chondrocyte
ACVRL1	GO:0019901	protein kinase binding	occurs_in	CL:0000115	endothelial cell
ACVRL1	GO:0071560	cellular response to transforming growth factor beta stimulus	occurs_in	CL:0000138	chondrocyte
ACVRL1	GO:0071773	cellular response to BMP stimulus	occurs_in	CL:0002138	endothelial cell of lymphatic vessel
ACVRL1	GO:0071773	cellular response to BMP stimulus	occurs_in	CL:0002138	endothelial cell of lymphatic vessel
TGFBR2	GO:0010718	positive regulation of epithelial to mesenchymal transition	occurs_in	CL:1000497	kidney cell
PPARG	GO:0016525	negative regulation of angiogenesis	occurs_in	CL:0002139	endothelial cell of vascular tree
PPARG	GO:0035357	peroxisome proliferator activated receptor signaling pathway	occurs_in	CL:0002591	smooth muscle cell of the pulmonary artery
PPARG	GO:0061614	pri-miRNA transcription from RNA polymerase II promoter	occurs_in	CL:0002139	endothelial cell of vascular tree
PPARG	GO:0061614	pri-miRNA transcription from RNA polymerase II promoter	occurs_in	CL:0002139	endothelial cell of vascular tree
TAGLN2	GO:0030855	epithelial cell differentiation	results_in_acquisition_of_features_of	CL:1000334	enterocyte of epithelium of small intestine
SNCA	GO:1904715	negative regulation of chaperone-mediated autophagy	occurs_in	CL:0000700	dopaminergic neuron
SNCA	GO:1905606	regulation of presynapse assembly	occurs_in	CL:0000108	cholinergic neuron
RBMX	GO:0001649	osteoblast differentiation	acts_on_population_of	CL:0000134	mesenchymal stem cell
BRCA1	GO:0010575	positive regulation of vascular endothelial growth factor production	occurs_in	CL:0002618	endothelial cell of umbilical vein
BRCA1	GO:0010628	positive regulation of gene expression	occurs_in	CL:0002618	endothelial cell of umbilical vein
BRCA1	GO:0045766	positive regulation of angiogenesis	occurs_in	CL:0002618	endothelial cell of umbilical vein
BRCA1	GO:0071356	cellular response to tumor necrosis factor	occurs_in	CL:0002618	endothelial cell of umbilical vein
BRCA1	GO:1902042	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	occurs_in	CL:0002618	endothelial cell of umbilical vein
BRCA1	GO:2000378	negative regulation of reactive oxygen species metabolic process	occurs_in	CL:0002618	endothelial cell of umbilical vein
RPS19	GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	occurs_in	CL:0000037	hematopoietic stem cell
RPS19	GO:0007000	nucleolus organization	occurs_in	CL:0002620	skin fibroblast
RPS19	GO:0060265	positive regulation of respiratory burst involved in inflammatory response	occurs_in	CL:0000576	monocyte
RPS19	GO:0060266	negative regulation of respiratory burst involved in inflammatory response	occurs_in	CL:0000775	neutrophil
WNT5A	GO:0007411	axon guidance	occurs_in	CL:0000700	dopaminergic neuron
WNT5A	GO:0035567	non-canonical Wnt signaling pathway	occurs_in	CL:0002608	hippocampal neuron
WNT5A	GO:0060071	Wnt signaling pathway, planar cell polarity pathway	occurs_in	CL:0000700	dopaminergic neuron
IARS	GO:0001649	osteoblast differentiation	acts_on_population_of	CL:0000134	mesenchymal stem cell
NBL1	GO:0045666	positive regulation of neuron differentiation	occurs_in	CL:0000540	neuron
SLC19A1	GO:0008518	reduced folate carrier activity	occurs_in	CL:0002586	retinal pigment epithelial cell
GRM5	GO:0035584	calcium-mediated signaling using intracellular calcium source	occurs_in	CL:0000540	neuron
GRM5	GO:0061098	positive regulation of protein tyrosine kinase activity	occurs_in	CL:0002609	neuron of cerebral cortex
GRM5	GO:1904646	cellular response to amyloid-beta	occurs_in	CL:0000540	neuron
GRM5	GO:1904646	cellular response to amyloid-beta	occurs_in	CL:0000540	neuron
STAT1	GO:0035456	response to interferon-beta	occurs_in	CL:0001056	dendritic cell, human
STAT5A	GO:0001938	positive regulation of endothelial cell proliferation	occurs_in	CL:0000071	blood vessel endothelial cell
GRIA1	GO:0001540	amyloid-beta binding	occurs_in	CL:0002608	hippocampal neuron
GRIA2	GO:0001540	amyloid-beta binding	occurs_in	CL:0002608	hippocampal neuron
GRIA3	GO:0001540	amyloid-beta binding	occurs_in	CL:0002608	hippocampal neuron
AKR1C3	GO:0008284	positive regulation of cell proliferation	occurs_in	CL:0002231	epithelial cell of prostate
AKR1C3	GO:0071799	cellular response to prostaglandin D stimulus	occurs_in	CL:0002231	epithelial cell of prostate
MTOR	GO:0005515	protein binding	occurs_in	CL:0002327	mammary gland epithelial cell
MTOR	GO:0005515	protein binding	occurs_in	CL:0002327	mammary gland epithelial cell
MTOR	GO:1901838	positive regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter	occurs_in	CL:0002327	mammary gland epithelial cell
HTT	GO:0045724	positive regulation of cilium assembly	part_of	CL:0000540	neuron
MTHFR	GO:0004489	methylenetetrahydrofolate reductase (NAD(P)H) activity	occurs_in	CL:0000057	fibroblast
MTHFR	GO:0035999	tetrahydrofolate interconversion	occurs_in	CL:0000057	fibroblast
GDF5	GO:0050680	negative regulation of epithelial cell proliferation	occurs_in	CL:0000575	corneal epithelial cell
PTGFR	GO:0008284	positive regulation of cell proliferation	occurs_in	CL:0002231	epithelial cell of prostate
PTGFR	GO:0071799	cellular response to prostaglandin D stimulus	occurs_in	CL:0002231	epithelial cell of prostate
PTGIR	GO:0007189	adenylate cyclase-activating G-protein coupled receptor signaling pathway	occurs_in	CL:0002591	smooth muscle cell of the pulmonary artery
PTGIR	GO:0010642	negative regulation of platelet-derived growth factor receptor signaling pathway	occurs_in	CL:0002591	smooth muscle cell of the pulmonary artery
PTGIR	GO:0030819	positive regulation of cAMP biosynthetic process	occurs_in	CL:0002591	smooth muscle cell of the pulmonary artery
PTGIR	GO:0043950	positive regulation of cAMP-mediated signaling	occurs_in	CL:0002591	smooth muscle cell of the pulmonary artery
MCAM	GO:0061042	vascular wound healing	occurs_in	CL:0002619	adult endothelial progenitor cell
NR4A2	GO:0001764	neuron migration	results_in_movement_of	CL:0000700	dopaminergic neuron
KIR3DL1	GO:0042267	natural killer cell mediated cytotoxicity	acts_on_population_of	CL:0000084	T cell
CDKN1B	GO:1904706	negative regulation of vascular smooth muscle cell proliferation	results_in_division_of	CL:0002591	smooth muscle cell of the pulmonary artery
UTRN	GO:0003779	actin binding	occurs_in	CL:0000233	platelet
UTRN	GO:0005178	integrin binding	occurs_in	CL:0000233	platelet
UTRN	GO:0017166	vinculin binding	occurs_in	CL:0000233	platelet
UTRN	GO:0019901	protein kinase binding	occurs_in	CL:0000233	platelet
UTRN	GO:2000649	regulation of sodium ion transmembrane transporter activity	occurs_in	CL:0000746	cardiac muscle cell
GALR1	GO:0051464	positive regulation of cortisol secretion	occurs_in	CL:0002097	cortical cell of adrenal gland
RAP1GAP	GO:1903697	negative regulation of microvillus assembly	occurs_in	CL:0002563	intestinal epithelial cell
P2RY1	GO:0045028	G-protein coupled purinergic nucleotide receptor activity	occurs_in	CL:0002609	neuron of cerebral cortex
XDH	GO:2000379	positive regulation of reactive oxygen species metabolic process	part_of	CL:0002618	endothelial cell of umbilical vein
FASLG	GO:0097527	necroptotic signaling pathway	occurs_in	CL:0000084	T cell
LIMS1	GO:0010811	positive regulation of cell-substrate adhesion	occurs_in	CL:0000066	epithelial cell
LIMS1	GO:0033209	tumor necrosis factor-mediated signaling pathway	occurs_in	CL:0000575	corneal epithelial cell
LIMS1	GO:0043547	positive regulation of GTPase activity	occurs_in	CL:0000066	epithelial cell
LIMS1	GO:0045184	establishment of protein localization	occurs_in	CL:0000066	epithelial cell
LIMS1	GO:0051894	positive regulation of focal adhesion assembly	occurs_in	CL:0000066	epithelial cell
LIMS1	GO:1900026	positive regulation of substrate adhesion-dependent cell spreading	occurs_in	CL:0000066	epithelial cell
LIMS1	GO:1901224	positive regulation of NIK/NF-kappaB signaling	occurs_in	CL:0000575	corneal epithelial cell
CXCL12	GO:0008009	chemokine activity	acts_on_population_of	CL:0000084	T cell
CXCL12	GO:0060326	cell chemotaxis	acts_on_population_of	CL:0000084	T cell
CXCL12	GO:1903237	negative regulation of leukocyte tethering or rolling	acts_on_population_of	CL:0000084	T cell
CSNK1D	GO:0007030	Golgi organization	part_of	CL:0002586	retinal pigment epithelial cell
CSNK1D	GO:0034067	protein localization to Golgi apparatus	occurs_in	CL:0002586	retinal pigment epithelial cell
CSNK1D	GO:0034067	protein localization to Golgi apparatus	occurs_in	CL:0002586	retinal pigment epithelial cell
CSNK1D	GO:0061512	protein localization to cilium	part_of	CL:0002586	retinal pigment epithelial cell
CSNK1D	GO:0071539	protein localization to centrosome	part_of	CL:0002586	retinal pigment epithelial cell
CSNK1D	GO:0071539	protein localization to centrosome	part_of	CL:0002586	retinal pigment epithelial cell
CSNK1D	GO:0071539	protein localization to centrosome	part_of	CL:0002586	retinal pigment epithelial cell
CSNK1D	GO:0071539	protein localization to centrosome	part_of	CL:0002586	retinal pigment epithelial cell
CSNK1D	GO:1905515	non-motile cilium assembly	occurs_in	CL:0002586	retinal pigment epithelial cell
PXN	GO:0038191	neuropilin binding	occurs_in	CL:0000115	endothelial cell
MAPKAPK2	GO:0035924	cellular response to vascular endothelial growth factor stimulus	occurs_in	CL:0002618	endothelial cell of umbilical vein
MAPKAPK2	GO:0048010	vascular endothelial growth factor receptor signaling pathway	occurs_in	CL:0002618	endothelial cell of umbilical vein
SLC11A2	GO:0015093	ferrous iron transmembrane transporter activity	part_of	CL:1000338	enterocyte of epithelium of crypt of Lieberkuhn of small intestine
SLC11A2	GO:0070627	ferrous iron import	occurs_in	CL:1000338	enterocyte of epithelium of crypt of Lieberkuhn of small intestine
FASN	GO:0001649	osteoblast differentiation	acts_on_population_of	CL:0000134	mesenchymal stem cell
CDC34	GO:0035458	cellular response to interferon-beta	occurs_in	CL:0000082	epithelial cell of lung
ACADVL	GO:0030855	epithelial cell differentiation	results_in_acquisition_of_features_of	CL:1000334	enterocyte of epithelium of small intestine
PSEN1	GO:0002265	astrocyte activation involved in immune response	occurs_in	CL:0002590	smooth muscle cell of the brain vasculature
PSEN1	GO:1904646	cellular response to amyloid-beta	occurs_in	CL:0002590	smooth muscle cell of the brain vasculature
PSEN1	GO:1990535	neuron projection maintenance	occurs_in	CL:0000850	serotonergic neuron
GSK3A	GO:1902004	positive regulation of amyloid-beta formation	regulates_o_occurs_in	CL:0000540	neuron
GSK3A	GO:1902004	positive regulation of amyloid-beta formation	occurs_in	CL:0000540	neuron
GSK3B	GO:1904646	cellular response to amyloid-beta	occurs_in	CL:0002608	hippocampal neuron
KLK7	GO:0002803	positive regulation of antibacterial peptide production	occurs_in	CL:0000312	keratinocyte
KLK7	GO:0008233	peptidase activity	occurs_in	CL:0000312	keratinocyte
GNAQ	GO:0007213	G-protein coupled acetylcholine receptor signaling pathway	occurs_in	CL:0000652	pinealocyte
GNAQ	GO:0007213	G-protein coupled acetylcholine receptor signaling pathway	occurs_in	CL:0000652	pinealocyte
GNAQ	GO:0007603	phototransduction, visible light	occurs_in	CL:0000652	pinealocyte
GNAQ	GO:0007603	phototransduction, visible light	occurs_in	CL:0000652	pinealocyte
GNAQ	GO:0009649	entrainment of circadian clock	occurs_in	CL:0000652	pinealocyte
GNAQ	GO:0009649	entrainment of circadian clock	occurs_in	CL:0000652	pinealocyte
CRIP1	GO:0071236	cellular response to antibiotic	occurs_in	CL:0000312	keratinocyte
CRIP1	GO:0071493	cellular response to UV-B	occurs_in	CL:0000312	keratinocyte
MMP14	GO:0035987	endodermal cell differentiation	acts_on_population_of	CL:0002322	embryonic stem cell
CPT1A	GO:0030855	epithelial cell differentiation	results_in_acquisition_of_features_of	CL:1000334	enterocyte of epithelium of small intestine
SERPINB9	GO:0009617	response to bacterium	occurs_in	CL:0000113	mononuclear phagocyte
SERPINB9	GO:0009617	response to bacterium	occurs_in	CL:1001603	lung macrophage
SERPINB9	GO:0010628	positive regulation of gene expression	occurs_in	CL:0000113	mononuclear phagocyte
SERPINB9	GO:0033668	negative regulation by symbiont of host apoptotic process	occurs_in	CL:0000113	mononuclear phagocyte
CSRP3	GO:0002026	regulation of the force of heart contraction	occurs_in	CL:0000746	cardiac muscle cell
CSRP3	GO:0006874	cellular calcium ion homeostasis	occurs_in	CL:0000746	cardiac muscle cell
CSRP3	GO:0048738	cardiac muscle tissue development	occurs_in	CL:0000746	cardiac muscle cell
ATP1A2	GO:1903170	negative regulation of calcium ion transmembrane transport	occurs_in	CL:0000746	cardiac muscle cell
ATP1A2	GO:1903280	negative regulation of calcium:sodium antiporter activity	occurs_in	CL:0000746	cardiac muscle cell
ATP1A2	GO:1903416	response to glycoside	occurs_in	CL:0000746	cardiac muscle cell
RAB27A	GO:0019882	antigen processing and presentation	occurs_in	CL:0000451	dendritic cell
RAB27A	GO:1903307	positive regulation of regulated secretory pathway	occurs_in	CL:0002618	endothelial cell of umbilical vein
RAB27A	GO:1903307	positive regulation of regulated secretory pathway	occurs_in	CL:0002618	endothelial cell of umbilical vein
RAB27A	GO:1903435	positive regulation of constitutive secretory pathway	occurs_in	CL:0002618	endothelial cell of umbilical vein
MMP15	GO:0035987	endodermal cell differentiation	acts_on_population_of	CL:0002322	embryonic stem cell
MMP16	GO:0019538	protein metabolic process	occurs_at	CL:0000540	neuron
CAV2	GO:0005515	protein binding	occurs_in	CL:0000030	glioblast
ALDH3A2	GO:0004029	aldehyde dehydrogenase (NAD) activity	occurs_in	CL:0002620	skin fibroblast
HSD17B4	GO:0001649	osteoblast differentiation	acts_on_population_of	CL:0000134	mesenchymal stem cell
CCL11	GO:0008360	regulation of cell shape	occurs_in	CL:0000771	eosinophil
CCR5	GO:0071222	cellular response to lipopolysaccharide	occurs_in	CL:0000235	macrophage
KCNQ1	GO:0060306	regulation of membrane repolarization	occurs_in	CL:0000746	cardiac muscle cell
MYOM1	GO:0010628	positive regulation of gene expression	occurs_in	CL:0000056	myoblast
MYOM1	GO:0010628	positive regulation of gene expression	occurs_in	CL:0000056	myoblast
MYOM1	GO:0050714	positive regulation of protein secretion	occurs_in	CL:0000056	myoblast
MYOM1	GO:0050714	positive regulation of protein secretion	occurs_in	CL:0000056	myoblast
HK2	GO:0072655	establishment of protein localization to mitochondrion	occurs_in	CL:0000540	neuron
HK2	GO:0072656	maintenance of protein location in mitochondrion	occurs_in	CL:0000540	neuron
EFNA3	GO:0016525	negative regulation of angiogenesis	occurs_in	CL:0002618	endothelial cell of umbilical vein
EFNB2	GO:0008284	positive regulation of cell proliferation	results_in_division_of	CL:0000669	pericyte cell
EFNB2	GO:0010977	negative regulation of neuron projection development	occurs_in	CL:0000700	dopaminergic neuron
EFNB2	GO:1901216	positive regulation of neuron death	occurs_in	CL:0000700	dopaminergic neuron
STC1	GO:0030336	negative regulation of cell migration	regulates_o_results_in_movement_of	CL:0000235	macrophage
STC1	GO:0030336	negative regulation of cell migration	regulates_o_results_in_movement_of	CL:0000084	T cell
AKR1C2	GO:0008284	positive regulation of cell proliferation	occurs_in	CL:0002231	epithelial cell of prostate
AKR1C2	GO:0030855	epithelial cell differentiation	results_in_acquisition_of_features_of	CL:1000334	enterocyte of epithelium of small intestine
AKR1C2	GO:0071799	cellular response to prostaglandin D stimulus	occurs_in	CL:0002231	epithelial cell of prostate
HMGA2	GO:2000773	negative regulation of cellular senescence	occurs_in	CL:0002092	bone marrow cell
ITGA8	GO:0048333	mesodermal cell differentiation	acts_on_population_of	CL:0002322	embryonic stem cell
MAPK12	GO:0005515	protein binding	occurs_in	CL:0000127	astrocyte
MAPK10	GO:0005515	protein binding	occurs_in	CL:0000127	astrocyte
FXYD2	GO:0036376	sodium ion export across plasma membrane	occurs_in	CL:1000616	kidney outer medulla cell
FXYD2	GO:1990573	potassium ion import across plasma membrane	occurs_in	CL:1000616	kidney outer medulla cell
EPHA4	GO:0061098	positive regulation of protein tyrosine kinase activity	regulates_o_occurs_in	CL:0002608	hippocampal neuron
EPHA4	GO:1904646	cellular response to amyloid-beta	occurs_in	CL:0002608	hippocampal neuron
EPHA4	GO:1905244	regulation of modification of synaptic structure	regulates_o_occurs_in	CL:0002608	hippocampal neuron
EPHA4	GO:1905244	regulation of modification of synaptic structure	regulates_o_occurs_in	CL:0002608	hippocampal neuron
AIF1	GO:0048661	positive regulation of smooth muscle cell proliferation	occurs_in	CL:0000359	vascular associated smooth muscle cell
AIF1	GO:0048661	positive regulation of smooth muscle cell proliferation	occurs_in	CL:0000359	vascular associated smooth muscle cell
AIF1	GO:0048662	negative regulation of smooth muscle cell proliferation	occurs_in	CL:0000359	vascular associated smooth muscle cell
AIF1	GO:0048662	negative regulation of smooth muscle cell proliferation	occurs_in	CL:0000359	vascular associated smooth muscle cell
AIF1	GO:0071346	cellular response to interferon-gamma	occurs_in	CL:0000359	vascular associated smooth muscle cell
AIF1	GO:0071672	negative regulation of smooth muscle cell chemotaxis	occurs_in	CL:0000359	vascular associated smooth muscle cell
AIF1	GO:0071673	positive regulation of smooth muscle cell chemotaxis	occurs_in	CL:0000359	vascular associated smooth muscle cell
AIF1	GO:1900087	positive regulation of G1/S transition of mitotic cell cycle	occurs_in	CL:0000359	vascular associated smooth muscle cell
FGF8	GO:0045597	positive regulation of cell differentiation	regulates_o_results_in_acquisition_of_features_of	CL:0000202	auditory hair cell
FGF8	GO:0045597	positive regulation of cell differentiation	occurs_in	CL:0000589	cochlear inner hair cell
MFAP4	GO:0010712	regulation of collagen metabolic process	occurs_in	CL:0002551	fibroblast of dermis
MFAP4	GO:0048251	elastic fiber assembly	occurs_in	CL:0002551	fibroblast of dermis
F2RL1	GO:0045217	cell-cell junction maintenance	occurs_in	CL:0000071	blood vessel endothelial cell
AFDN	GO:0005515	protein binding	occurs_in	CL:0002563	intestinal epithelial cell
AFDN	GO:0005515	protein binding	occurs_in	CL:0002563	intestinal epithelial cell
AFDN	GO:0005515	protein binding	occurs_in	CL:0002563	intestinal epithelial cell
AFDN	GO:0017016	Ras GTPase binding	occurs_in	CL:0002563	intestinal epithelial cell
AFDN	GO:0043547	positive regulation of GTPase activity	occurs_in	CL:0002563	intestinal epithelial cell
CASP6	GO:0030855	epithelial cell differentiation	results_in_acquisition_of_features_of	CL:1000334	enterocyte of epithelium of small intestine
CCL23	GO:0031726	CCR1 chemokine receptor binding	occurs_in	CL:0000576	monocyte
CAV3	GO:0006469	negative regulation of protein kinase activity	occurs_in	CL:0000188	cell of skeletal muscle
CAV3	GO:0006897	endocytosis	occurs_in	CL:0000188	cell of skeletal muscle
CAV3	GO:0007009	plasma membrane organization	occurs_in	CL:0000188	cell of skeletal muscle
CAV3	GO:0008104	protein localization	occurs_in	CL:0000746	cardiac muscle cell
CAV3	GO:0031579	membrane raft organization	occurs_in	CL:0000188	cell of skeletal muscle
CAV3	GO:0043409	negative regulation of MAPK cascade	occurs_in	CL:0000746	cardiac muscle cell
CAV3	GO:0046716	muscle cell cellular homeostasis	occurs_in	CL:0000746	cardiac muscle cell
CAV3	GO:0072659	protein localization to plasma membrane	occurs_in	CL:0000188	cell of skeletal muscle
ADAMTS12	GO:0016477	cell migration	occurs_in	CL:0000523	mononuclear cytotrophoblast cell
ADAMTS12	GO:0032331	negative regulation of chondrocyte differentiation	occurs_in	CL:0000138	chondrocyte
ADAMTS12	GO:0050727	regulation of inflammatory response	occurs_in	CL:0000775	neutrophil
ADAMTS12	GO:0071773	cellular response to BMP stimulus	occurs_in	CL:0000138	chondrocyte
RAB15	GO:1903307	positive regulation of regulated secretory pathway	occurs_in	CL:0002618	endothelial cell of umbilical vein
RAB15	GO:1903307	positive regulation of regulated secretory pathway	occurs_in	CL:0002618	endothelial cell of umbilical vein
DEFA1	GO:0010818	T cell chemotaxis	results_in_movement_of	CL:0000492	CD4-positive helper T cell
DEFA1	GO:0010818	T cell chemotaxis	part_of	CL:2000001	peripheral blood mononuclear cell
PTEN	GO:0001933	negative regulation of protein phosphorylation	occurs_in	CL:0002548	fibroblast of cardiac tissue
PTEN	GO:0010719	negative regulation of epithelial to mesenchymal transition	occurs_in	CL:0000312	keratinocyte
PTEN	GO:0043491	protein kinase B signaling	occurs_in	CL:0002548	fibroblast of cardiac tissue
UBE2G2	GO:0035458	cellular response to interferon-beta	occurs_in	CL:0000082	epithelial cell of lung
ACTB	GO:0098973	structural constituent of postsynaptic actin cytoskeleton	occurs_in	CL:0002608	hippocampal neuron
RAB5B	GO:0019882	antigen processing and presentation	occurs_in	CL:0000451	dendritic cell
RAB10	GO:0019882	antigen processing and presentation	occurs_in	CL:0000451	dendritic cell
UBE2K	GO:0035458	cellular response to interferon-beta	occurs_in	CL:0000082	epithelial cell of lung
STX1B	GO:0001956	positive regulation of neurotransmitter secretion	occurs_in	CL:0002608	hippocampal neuron
STX1B	GO:0006904	vesicle docking involved in exocytosis	occurs_in	CL:0000166	chromaffin cell
STX1B	GO:0010468	regulation of gene expression	occurs_in	CL:0002608	hippocampal neuron
STX1B	GO:0010807	regulation of synaptic vesicle priming	occurs_in	CL:0002608	hippocampal neuron
STX1B	GO:0010977	negative regulation of neuron projection development	occurs_in	CL:0000540	neuron
STX1B	GO:0016081	synaptic vesicle docking	occurs_in	CL:0002608	hippocampal neuron
STX1B	GO:1905302	negative regulation of macropinocytosis	occurs_in	CL:0000540	neuron
STX1B	GO:2000463	positive regulation of excitatory postsynaptic potential	occurs_in	CL:0002608	hippocampal neuron
ISL1	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	occurs_in	CL:0000540	neuron
ISL1	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	occurs_in	CL:0000540	neuron
RHOA	GO:0010812	negative regulation of cell-substrate adhesion	occurs_in	CL:0000129	microglial cell
RHOA	GO:0032956	regulation of actin cytoskeleton organization	occurs_in	CL:0000059	ameloblast
RHOA	GO:0038027	apolipoprotein A-I-mediated signaling pathway	occurs_in	CL:0000192	smooth muscle cell
RHOA	GO:0050919	negative chemotaxis	occurs_in	CL:0000192	smooth muscle cell
HSPE1	GO:0001649	osteoblast differentiation	acts_on_population_of	CL:0000134	mesenchymal stem cell
STXBP1	GO:0006904	vesicle docking involved in exocytosis	occurs_in	CL:0000166	chromaffin cell
TGFB2	GO:0005515	protein binding	occurs_in	CL:0000057	fibroblast
UFM1	GO:0043066	negative regulation of apoptotic process	occurs_in	CL:0000169	type B pancreatic cell
RRAS2	GO:0001649	osteoblast differentiation	acts_on_population_of	CL:0000134	mesenchymal stem cell
TMSB4X	GO:0003785	actin monomer binding	occurs_in	CL:0000094	granulocyte
TMSB4X	GO:0007253	cytoplasmic sequestering of NF-kappaB	occurs_in	CL:0000575	corneal epithelial cell
TMSB4X	GO:0032088	negative regulation of NF-kappaB transcription factor activity	occurs_in	CL:0000575	corneal epithelial cell
TMSB4X	GO:0033209	tumor necrosis factor-mediated signaling pathway	occurs_in	CL:0000575	corneal epithelial cell
TMSB4X	GO:0042989	sequestering of actin monomers	occurs_in	CL:0000094	granulocyte
TMSB4X	GO:0043536	positive regulation of blood vessel endothelial cell migration	regulates_o_results_in_movement_of	CL:0002618	endothelial cell of umbilical vein
TMSB4X	GO:0043536	positive regulation of blood vessel endothelial cell migration	regulates_o_results_in_movement_of	CL:0002618	endothelial cell of umbilical vein
TMSB4X	GO:0043536	positive regulation of blood vessel endothelial cell migration	regulates_o_results_in_movement_of	CL:0002618	endothelial cell of umbilical vein
