id,name,hgnc_id,drug_id
BE0001120,Heat shock protein HSP 90-alpha,HGNC:5253,DB03749
BE0002742,"2-hydroxy-6-oxo-7-methylocta-2,4-dienoate hydrolase",,DB03750
BE0001217,Aspartate aminotransferase,,DB03750
BE0001936,Pseudomonalisin,,DB03750
BE0002995,"DTDP-4-dehydrorhamnose 3,5-epimerase",,DB03751
BE0002627,"dTDP-glucose 4,6-dehydratase",,DB03751
BE0002493,Glucose-1-phosphate thymidylyltransferase,,DB03751
BE0002590,"dTDP-glucose 4,6-dehydratase",,DB03751
BE0001740,"dTDP-glucose 4,6-dehydratase",,DB03751
BE0000017,Prostaglandin G/H synthase 1,HGNC:9604,DB03752
BE0000017,Prostaglandin G/H synthase 1,HGNC:9604,DB03753
BE0001790,Autolysin,,DB03754
BE0001770,Cytochrome c4,,DB03754
BE0001746,Soluble calcium-activated nucleotidase 1,HGNC:19721,DB03754
BE0002074,Lipoprotein NlpI,,DB03754
BE0002580,DNA protection during starvation protein,,DB03754
BE0003174,Putative glucose-6-phosphate 1-epimerase,,DB03754
BE0003175,Endonuclease 8-like 1,HGNC:18448,DB03754
BE0001496,Cholera enterotoxin subunit B,,DB03754
BE0000101,S-adenosylmethionine decarboxylase proenzyme,HGNC:457,DB03754
BE0001731,Biotin synthase,,DB03754
BE0000163,Vascular endothelial growth factor A,HGNC:12680,DB03754
BE0001966,6-phosphogluconolactonase,,DB03754
BE0004510,Decorin,HGNC:2705,DB03754
BE0001492,Folylpolyglutamate synthase,,DB03755
BE0000071,Peroxisome proliferator-activated receptor alpha,HGNC:9232,DB03756
BE0000215,Peroxisome proliferator-activated receptor gamma,HGNC:9236,DB03756
BE0000412,Retinoic acid receptor RXR-alpha,HGNC:10477,DB03756
BE0000078,Retinoic acid receptor RXR-beta,HGNC:10478,DB03756
BE0000707,Retinoic acid receptor RXR-gamma,HGNC:10479,DB03756
BE0005540,Sterol regulatory element-binding protein 1,HGNC:11289,DB03756
BE0003758,Chymotrypsin-like elastase family member 1,HGNC:3308,DB03757
BE0001898,Heat shock protein HSP 90-beta,HGNC:5258,DB03758
BE0001165,Endoplasmin,HGNC:12028,DB03758
BE0000065,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",HGNC:2896,DB03758
BE0004330,"[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 3, mitochondrial",HGNC:8811,DB03758
BE0004331,Virulence sensor histidine kinase PhoQ,,DB03758
BE0000829,Glutamate receptor 2,HGNC:4572,DB03759
BE0001692,Aminomethyltransferase,,DB03760
BE0002302,"Glycine cleavage system H protein, mitochondrial",HGNC:4208,DB03760
BE0000065,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",HGNC:2896,DB03760
BE0004330,"[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 3, mitochondrial",HGNC:8811,DB03760
BE0004794,Thymidylate synthase 1,,DB03761
BE0001438,Thymidylate synthase,,DB03761
BE0001501,Thymidylate synthase,,DB03761
BE0001409,Thymidylate synthase ThyX,,DB03761
BE0001676,Nucleoside deoxyribosyltransferase,,DB03763
BE0003317,Ribonuclease pancreatic,HGNC:10044,DB03765
BE0001985,Non-heme chloroperoxidase,,DB03766
BE0002652,Gephyrin,HGNC:15465,DB03766
BE0002742,"2-hydroxy-6-oxo-7-methylocta-2,4-dienoate hydrolase",,DB03766
BE0001344,Alanine racemase,,DB03766
BE0001646,Cathepsin S,HGNC:2545,DB03767
BE0000787,Gag-Pol polyprotein,,DB03768
BE0001684,Adenosylhomocysteinase,HGNC:343,DB03769
BE0001553,Squalene--hopene cyclase,,DB03771
BE0000214,Histo-blood group ABO system transferase,HGNC:79,DB03772
BE0002639,Pancreatic alpha-amylase,HGNC:477,DB03773
BE0001243,Cyclomaltodextrin glucanotransferase,,DB03773
BE0001734,Alpha-amylase,,DB03773
BE0002844,Aldose 1-epimerase,,DB03773
BE0001762,Cyclomaltodextrin glucanotransferase,,DB03773
BE0001731,Biotin synthase,,DB03775
BE0001271,ATP-dependent dethiobiotin synthetase BioD 1,,DB03775
BE0004052,ATP-dependent dethiobiotin synthetase BioD,,DB03775
BE0001277,Serine/threonine-protein kinase pim-1,HGNC:8986,DB03777
BE0001193,3-phosphoinositide-dependent protein kinase 1,HGNC:8816,DB03777
BE0003889,Protein kinase C iota type,HGNC:9404,DB03777
BE0001955,1-phosphatidylinositol phosphodiesterase,,DB03779
BE0001405,Queuine tRNA-ribosyltransferase,,DB03780
BE0000702,Acetyl-CoA carboxylase 2,HGNC:85,DB03781
BE0000895,Urokinase-type plasminogen activator,HGNC:9052,DB03782
BE0000017,Prostaglandin G/H synthase 1,HGNC:9604,DB03783
BE0001640,"Phospholipase A2, membrane associated",HGNC:9031,DB03784
BE0001856,3-hydroxy-3-methylglutaryl-coenzyme A reductase,,DB03785
BE0001506,"2,2-dialkylglycine decarboxylase",,DB03787
BE0000315,Thyroid hormone receptor beta,HGNC:11799,DB03788
BE0001988,Catalase,,DB03790
BE0001598,Oxysterols receptor LXR-beta,HGNC:7965,DB03791
BE0003317,Ribonuclease pancreatic,HGNC:10044,DB03792
BE0002046,Hydrogen peroxide-inducible genes activator,,DB03793
BE0001660,HTH-type transcriptional regulator MalT,,DB03793
BE0001631,Tautomerase PptA,,DB03793
BE0004141,D-amino-acid oxidase,HGNC:2671,DB03793
BE0001658,Ribonuclease UK114,HGNC:16897,DB03793
BE0001976,"Chlorocatechol 1,2-dioxygenase",,DB03793
BE0001710,Ras-related protein Rab-9A,HGNC:9792,DB03793
BE0002742,"2-hydroxy-6-oxo-7-methylocta-2,4-dienoate hydrolase",,DB03793
BE0003176,Non-heme chloroperoxidase,,DB03793
BE0003031,Oxygen-insensitive NAD(P)H nitroreductase,,DB03793
BE0003177,"Hydroxyquinol 1,2-dioxygenase",,DB03793
BE0003178,Replication protein,,DB03793
BE0000907,"Peroxiredoxin-5, mitochondrial",HGNC:9355,DB03793
BE0001477,Heat-labile enterotoxin B chain,,DB03793
BE0001413,Cocaine esterase,,DB03793
BE0001018,Solute carrier family 15 member 1,HGNC:10920,DB03793
BE0001744,3-methyl-2-oxobutanoate hydroxymethyltransferase,,DB03795
BE0003957,Glycodelin,HGNC:8573,DB03796
BE0003179,Hepatocyte nuclear factor 4-gamma,HGNC:5026,DB03796
BE0003180,Lipid binding protein,,DB03796
BE0002887,Cytochrome P450 2C8,HGNC:2622,DB03796
BE0003181,Trafficking protein particle complex subunit 3,HGNC:19942,DB03796
BE0003182,Fatty acid-binding protein TM_1468,,DB03796
BE0001200,Rhodopsin,HGNC:10012,DB03796
BE0000256,SEC14-like protein 2,HGNC:10699,DB03796
BE0004538,Palmitoyl-protein thioesterase 1,HGNC:9325,DB03796
BE0004171,Myelin P2 protein,HGNC:9117,DB03796
BE0003601,Alpha-lactalbumin,HGNC:6480,DB03796
BE0000071,Peroxisome proliferator-activated receptor alpha,HGNC:9232,DB03796
BE0003183,Deoxycytidylate 5-hydroxymethyltransferase,,DB03798
BE0001501,Thymidylate synthase,,DB03798
BE0002012,Methionine aminopeptidase,,DB03799
BE0001537,Methionine--tRNA ligase,,DB03799
BE0003128,Thymidylate synthase,,DB03800
BE0001364,Deoxyuridine 5'-triphosphate nucleotidohydrolase,,DB03800
BE0001501,Thymidylate synthase,,DB03800
BE0001438,Thymidylate synthase,,DB03800
BE0000324,Thymidylate synthase,HGNC:12441,DB03800
BE0001409,Thymidylate synthase ThyX,,DB03800
BE0001400,Pol polyprotein,,DB03800
BE0001318,Deoxyuridine 5'-triphosphate nucleotidohydrolase,,DB03800
BE0001725,D-hydantoinase,,DB03801
BE0001733,Beta-lactamase OXA-1,,DB03801
BE0001775,L-hydantoinase,,DB03801
BE0001715,D-hydantoinase,,DB03801
BE0001641,Methylmalonyl-CoA carboxyltransferase 5S subunit,,DB03801
BE0001801,Isoaspartyl dipeptidase,,DB03801
BE0001778,Beta-lactamase OXA-2,,DB03801
BE0001806,"Alanine racemase, catabolic",,DB03801
BE0002666,Endonuclease III,,DB03801
BE0003184,Hydrolase,,DB03801
BE0002483,"Alpha-L-fucosidase, putative",,DB03801
BE0001274,Beta-lactamase OXA-10,,DB03801
BE0001258,UDP-N-acetylmuramoylalanine--D-glutamate ligase,,DB03801
BE0001344,Alanine racemase,,DB03801
BE0001538,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase",,DB03801
BE0001535,Parathion hydrolase,,DB03801
BE0001492,Folylpolyglutamate synthase,,DB03801
BE0001452,Dihydroorotase,,DB03801
BE0001072,Cyclin-dependent kinase 2,HGNC:1771,DB03801
BE0000123,Estrogen receptor alpha,HGNC:3467,DB03802
BE0002050,Gag-Pol polyprotein,,DB03803
BE0001403,Thymidine kinase,,DB03804
BE0000487,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",HGNC:8781,DB03807
BE0001268,HTH-type transcriptional regulator QacR,,DB03808
BE0003959,HTH-type transcriptional regulator QacR,,DB03808
BE0001120,Heat shock protein HSP 90-alpha,HGNC:5253,DB03809
BE0001751,Histidinol dehydrogenase,,DB03811
BE0001795,Histidine--tRNA ligase,,DB03811
BE0001270,"6,7-dimethyl-8-ribityllumazine synthase",,DB03812
BE0001829,3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase,,DB03813
BE0004016,3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase,,DB03813
BE0000426,Acetylcholinesterase,HGNC:108,DB03814
BE0001423,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],,DB03814
BE0001302,Dihydrofolate reductase,,DB03814
BE0001495,Copper-containing nitrite reductase,,DB03814
BE0000329,Corticosteroid 11-beta-dehydrogenase isozyme 1,HGNC:5208,DB03814
BE0002025,Bifunctional protein GlmU,,DB03814
BE0001799,Hydroxylamine reductase,,DB03814
BE0001844,Diaminopimelate decarboxylase,,DB03814
BE0001920,Alpha-xylosidase,,DB03814
BE0001865,"Limonene-1,2-epoxide hydrolase",,DB03814
BE0001911,"Mannan endo-1,4-beta-mannosidase",,DB03814
BE0000259,"Beta-1,4-galactosyltransferase 1",HGNC:924,DB03814
BE0001902,Tyrosine-protein kinase transforming protein Abl,,DB03814
BE0002075,Thiol:disulfide interchange protein DsbC,,DB03814
BE0002057,Glyceraldehyde-3-phosphate dehydrogenase A,,DB03814
BE0003028,(S)-mandelate dehydrogenase,,DB03814
BE0002802,Dissimilatory copper-containing nitrite reductase,,DB03814
BE0003186,33 kDa chaperonin,,DB03814
BE0003187,Free methionine-R-sulfoxide reductase,,DB03814
BE0002626,Ornithine cyclodeaminase,,DB03814
BE0000540,Dihydropteridine reductase,HGNC:9752,DB03814
BE0000520,Argininosuccinate lyase,HGNC:746,DB03814
BE0003188,O-acetyl-ADP-ribose deacetylase,,DB03814
BE0004638,ADP-ribosylation factor-like protein 3,HGNC:694,DB03814
BE0003189,Beta-lactamase,,DB03814
BE0003190,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC,,DB03814
BE0003191,Lethal(3)malignant brain tumor-like protein 1,HGNC:15905,DB03814
BE0002180,Cholinesterase,HGNC:983,DB03814
BE0003192,Ribonuclease Z,,DB03814
BE0004641,Peroxiredoxin-6,HGNC:16753,DB03814
BE0003193,Hypothetical gliding protein,,DB03814
BE0003194,Prolyl endopeptidase Pep,,DB03814
BE0004481,Pulmonary surfactant-associated protein A1,HGNC:10798,DB03814
BE0002762,Manganese catalase,,DB03814
BE0002709,Chorismate mutase AroH,,DB03814
BE0002707,Putative cytochrome P450,,DB03814
BE0004634,Interferon-inducible GTPase 5,HGNC:28835,DB03814
BE0001038,Chymase,HGNC:2097,DB03814
BE0000814,Glutathione S-transferase P,HGNC:4638,DB03814
BE0001783,L-fucose isomerase,,DB03815
BE0001537,Methionine--tRNA ligase,,DB03816
BE0002838,Envelope glycoprotein gp160,,DB03817
BE0001438,Thymidylate synthase,,DB03818
BE0001349,D-alanyl-D-alanine carboxypeptidase,,DB03820
BE0003195,Arylsulfatase A,HGNC:713,DB03821
BE0001535,Parathion hydrolase,,DB03822
BE0002180,Cholinesterase,HGNC:983,DB03822
BE0000865,Phenylethanolamine N-methyltransferase,HGNC:9160,DB03824
BE0001268,HTH-type transcriptional regulator QacR,,DB03825
BE0001817,Acriflavine resistance protein B,,DB03825
BE0001560,Phospholipase C,,DB03827
BE0000838,Proto-oncogene tyrosine-protein kinase Src,HGNC:11283,DB03828
BE0000124,Bifunctional protein FolC,,DB03830
BE0000373,Peroxisomal carnitine O-octanoyltransferase,HGNC:2366,DB03832
BE0001982,Proline iminopeptidase,,DB03833
BE0002015,Beta-lactamase SHV-1,,DB03834
BE0000916,"Glycogen phosphorylase, muscle form",HGNC:9726,DB03835
BE0001246,Camphor 5-monooxygenase,,DB03836
BE0001646,Cathepsin S,HGNC:2545,DB03837
BE0001337,Azurin,,DB03840
BE0002204,Xanthine dehydrogenase/oxidase,HGNC:12805,DB03841
BE0001248,Lysozyme,,DB03842
BE0001349,D-alanyl-D-alanine carboxypeptidase,,DB03843
BE0000322,Carbonic anhydrase 2,HGNC:1373,DB03844
BE0001221,Thymidylate kinase,HGNC:3061,DB03845
BE0001218,Thymidylate kinase,,DB03846
BE0000048,Prothrombin,HGNC:3535,DB03847
BE0000724,Osteocalcin,HGNC:1043,DB03847
BE0000216,Coagulation factor X,HGNC:3528,DB03847
BE0001598,Oxysterols receptor LXR-beta,HGNC:7965,DB03848
BE0001287,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",HGNC:8783,DB03849
BE0000487,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",HGNC:8781,DB03849
BE0002101,"Actin, alpha skeletal muscle",HGNC:129,DB03850
BE0001661,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,,DB03854
BE0001250,3-keto-L-gulonate-6-phosphate decarboxylase UlaD,,DB03855
BE0000404,Ornithine decarboxylase,HGNC:8109,DB03856
BE0001335,Endoglucanase F,,DB03857
BE0001539,Endoglucanase G,,DB03859
BE0000792,Estrogen receptor beta,HGNC:3468,DB03860
BE0001153,Beta-hexosaminidase subunit beta,HGNC:4879,DB03861
BE0003196,Calcium-activated potassium channel subunit beta-2,HGNC:6286,DB03861
BE0001219,Endoglucanase 5A,,DB03862
BE0001810,Beta-glucosidase A,,DB03862
BE0001416,Chondroitinase-AC,,DB03863
BE0001329,Chondroitinase-B,,DB03863
BE0002148,Prolyl endopeptidase,HGNC:9358,DB03864
BE0000048,Prothrombin,HGNC:3535,DB03865
BE0001739,Trypsin-1,HGNC:9475,DB03865
BE0000895,Urokinase-type plasminogen activator,HGNC:9052,DB03865
BE0002128,Serine protease hepsin,HGNC:5155,DB03865
BE0000262,Prostaglandin G/H synthase 2,HGNC:9605,DB03866
BE0000648,"Glutathione reductase, mitochondrial",HGNC:4623,DB03867
BE0001743,3-dehydroquinate dehydratase,,DB03868
BE0001579,Threonine--tRNA ligase,,DB03869
BE0001766,Intracellular exo-alpha-(1->5)-L-arabinofuranosidase,,DB03870
BE0001337,Azurin,,DB03871
BE0001553,Squalene--hopene cyclase,,DB03874
BE0001739,Trypsin-1,HGNC:9475,DB03876
BE0000895,Urokinase-type plasminogen activator,HGNC:9052,DB03876
BE0000322,Carbonic anhydrase 2,HGNC:1373,DB03877
BE0001902,Tyrosine-protein kinase transforming protein Abl,,DB03878
BE0000014,Tyrosine-protein kinase ABL1,HGNC:76,DB03878
BE0004482,Mannose-binding protein C,HGNC:6922,DB03879
BE0001416,Chondroitinase-AC,,DB03879
BE0001182,Neutrophil collagenase,HGNC:7175,DB03880
BE0001198,Macrophage metalloelastase,HGNC:7158,DB03880
BE0001637,Matrix metalloproteinase-16,HGNC:7162,DB03880
BE0003872,Disintegrin and metalloproteinase domain-containing protein 28,HGNC:206,DB03880
BE0003730,A disintegrin and metalloproteinase with thrombospondin motifs 5,HGNC:221,DB03880
BE0000250,Purine nucleoside phosphorylase,HGNC:7892,DB03881
BE0003172,"Purine nucleotide phosphorylase, putative",,DB03881
BE0000792,Estrogen receptor beta,HGNC:3468,DB03882
BE0004112,L-phenylalanine dehydrogenase,,DB03884
BE0003766,Hydroxyacid oxidase 1,HGNC:4809,DB03884
BE0004152,Indole-3-pyruvate decarboxylase,,DB03884
BE0004316,Putative uncharacterized protein,,DB03884
BE0004317,Bacilysin biosynthesis protein BacB,,DB03884
BE0004318,Probable chorismate mutase,,DB03884
BE0000909,Sepiapterin reductase,HGNC:11257,DB03886
BE0004520,6-pyruvoyl tetrahydrobiopterin synthase,HGNC:9689,DB03886
BE0000330,Dihydrofolate reductase,HGNC:2861,DB03886
BE0001229,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,,DB03887
BE0001553,Squalene--hopene cyclase,,DB03888
BE0001825,"Hydroxyacylglutathione hydrolase, mitochondrial",HGNC:4805,DB03889
BE0003758,Chymotrypsin-like elastase family member 1,HGNC:3308,DB03890
BE0003417,Cathepsin K,HGNC:2536,DB03891
BE0000067,"Nitric oxide synthase, brain",HGNC:7872,DB03892
BE0000542,Glyceraldehyde-3-phosphate dehydrogenase,HGNC:4141,DB03893
BE0002196,Amine oxidase [flavin-containing] B,HGNC:6834,DB03894
BE0001268,HTH-type transcriptional regulator QacR,,DB03895
BE0004515,Poly(A) polymerase alpha,HGNC:14981,DB03896
BE0001702,Tyrosine phenol-lyase,,DB03897
BE0004123,Tyrosine phenol-lyase,,DB03897
BE0004061,Prephenate dehydrogenase,,DB03897
BE0001120,Heat shock protein HSP 90-alpha,HGNC:5253,DB03899
BE0003317,Ribonuclease pancreatic,HGNC:10044,DB03900
BE0003844,Triosephosphate isomerase,HGNC:12009,DB03900
BE0001534,Methionine aminopeptidase 2,HGNC:16672,DB03900
BE0001308,"Biphenyl-2,3-diol 1,2-dioxygenase",,DB03900
BE0000418,Calmodulin,HGNC:1442,DB03900
BE0001851,Acidic cytochrome c3,,DB03901
BE0000838,Proto-oncogene tyrosine-protein kinase Src,HGNC:11283,DB03902
BE0002101,"Actin, alpha skeletal muscle",HGNC:129,DB03903
BE0000286,Arginase-1,HGNC:663,DB03904
BE0000322,Carbonic anhydrase 2,HGNC:1373,DB03904
BE0001991,Structural polyprotein,,DB03904
BE0000985,Catenin beta-1,HGNC:2514,DB03904
BE0001990,Sulfoxide reductase catalytic subunit YedY,,DB03904
BE0002010,Dihydrofolate reductase,,DB03904
BE0001297,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",,DB03905
BE0000735,Heme oxygenase 1,HGNC:5013,DB03906
BE0002089,Catechol O-methyltransferase,HGNC:2228,DB03907
BE0002050,Gag-Pol polyprotein,,DB03908
BE0001492,Folylpolyglutamate synthase,,DB03909
BE0001431,Chemotaxis protein CheA,,DB03909
BE0001247,UDP-N-acetylmuramate--L-alanine ligase,,DB03909
BE0001436,Thermoresistant gluconokinase,,DB03909
BE0001547,Phosphoribosylglycinamide formyltransferase 2,,DB03909
BE0000033,Insulin receptor,HGNC:6091,DB03909
BE0003888,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,HGNC:811,DB03909
BE0000042,Pyridoxal kinase,HGNC:8819,DB03909
BE0004454,Phosphoglycerate kinase 1,HGNC:8896,DB03909
BE0001580,Serine/threonine-protein kinase PknB,,DB03909
BE0001997,Ribokinase,,DB03909
BE0003197,Putative sugar kinase,,DB03909
BE0002643,Probable butyrate kinase 2,,DB03909
BE0003115,Kinesin-like protein KIF1A,HGNC:888,DB03909
BE0000263,"Nitric oxide synthase, endothelial",HGNC:7876,DB03910
BE0001225,Xylose isomerase,,DB03911
BE0001943,Phosphopantetheine adenylyltransferase,,DB03912
BE0001757,Phosphopantetheine adenylyltransferase,,DB03912
BE0001958,Phosphopantetheine adenylyltransferase,,DB03912
BE0002049,2-amino-3-ketobutyrate coenzyme A ligase,,DB03915
BE0001412,Cell division protein ZipA homolog,,DB03916
BE0004000,Cell division protein ZipA,,DB03916
BE0000263,"Nitric oxide synthase, endothelial",HGNC:7876,DB03918
BE0001772,Shiga-like toxin 1 subunit B,,DB03919
BE0003782,TGF-beta receptor type-1,HGNC:11772,DB03921
BE0004586,Catechol O-methyltransferase domain-containing protein 1,HGNC:26309,DB03923
BE0001209,Casein kinase II subunit alpha,HGNC:2457,DB03924
BE0000394,Neutrophil elastase,HGNC:3309,DB03925
BE0003758,Chymotrypsin-like elastase family member 1,HGNC:3308,DB03925
BE0001349,D-alanyl-D-alanine carboxypeptidase,,DB03927
BE0000791,Cystathionine gamma-lyase,HGNC:2501,DB03928
BE0000433,Glycine receptor subunit alpha-1,HGNC:4326,DB03929
BE0000365,"Glutamate receptor ionotropic, NMDA 1",HGNC:4584,DB03929
BE0004463,Serpin B3,HGNC:10569,DB03929
BE0003198,Head decoration protein,,DB03929
BE0001820,mRNA-capping enzyme,,DB03931
BE0000516,Integrin alpha-L,HGNC:6148,DB03932
BE0001994,Antitumor antibiotic C-1027 apoprotein,,DB03933
BE0001009,Cytochrome c,HGNC:19986,DB03934
BE0001015,Fibroblast growth factor 2,HGNC:3676,DB03935
BE0004149,Annexin A5,HGNC:543,DB03935
BE0001394,2-dehydro-3-deoxyphosphooctonate aldolase,,DB03936
BE0001253,2-dehydro-3-deoxyphosphooctonate aldolase,,DB03937
BE0001199,Glucose-6-phosphate isomerase,HGNC:4458,DB03937
BE0001721,Phospho-2-dehydro-3-deoxyheptonate aldolase,,DB03937
BE0001833,Deacetoxycephalosporin C synthase,,DB03938
BE0001862,Cytosine deaminase,,DB03939
BE0001448,L-lactate dehydrogenase,,DB03940
BE0001324,L-lactate dehydrogenase,,DB03940
BE0000425,L-lactate dehydrogenase A chain,HGNC:6535,DB03940
BE0000068,L-lactate dehydrogenase B chain,HGNC:6541,DB03940
BE0001741,Formate acetyltransferase 1,,DB03940
BE0001945,D-lactate dehydrogenase,,DB03940
BE0002042,Amidophosphoribosyltransferase,,DB03942
BE0001659,Pur operon repressor,,DB03942
BE0002009,Xanthine phosphoribosyltransferase,,DB03942
BE0001024,"Troponin C, slow skeletal and cardiac muscles",HGNC:11943,DB03944
BE0000877,C-reactive protein,HGNC:2367,DB03945
BE0004471,Epididymal sperm-binding protein 1,HGNC:14417,DB03945
BE0001964,Gamma-hemolysin component B,,DB03945
BE0001225,Xylose isomerase,,DB03947
BE0000761,Inosine-5'-monophosphate dehydrogenase 1,HGNC:6052,DB03948
BE0000722,Inosine-5'-monophosphate dehydrogenase 2,HGNC:6053,DB03948
BE0001346,Thermolysin,,DB03949
BE0000322,Carbonic anhydrase 2,HGNC:1373,DB03950
BE0001567,Glucosamine-6-phosphate isomerase 1,HGNC:4417,DB03951
BE0001626,Glucosamine-6-phosphate deaminase,,DB03951
BE0002011,Purine nucleoside phosphorylase DeoD-type,,DB03952
BE0000005,"Nitric oxide synthase, inducible",HGNC:7873,DB03953
BE0003505,Alpha-mannosidase 2,HGNC:6824,DB03955
BE0004490,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1",HGNC:9060,DB03956
BE0001029,Interleukin-2,HGNC:6001,DB03957
BE0001215,m7GpppX diphosphatase,HGNC:29812,DB03958
BE0004792,RNA-directed RNA polymerase lambda-3,,DB03958
BE0001015,Fibroblast growth factor 2,HGNC:3676,DB03959
BE0000689,Fibroblast growth factor 1,HGNC:3665,DB03959
BE0001541,Heparan sulfate glucosamine 3-O-sulfotransferase 3A1,HGNC:5196,DB03959
BE0001121,Hepatocyte growth factor,HGNC:4893,DB03959
BE0001457,Complement control protein C3,,DB03959
BE0004149,Annexin A5,HGNC:543,DB03959
BE0001303,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",,DB03961
BE0003559,"6-phosphogluconate dehydrogenase, decarboxylating",HGNC:8891,DB03962
BE0001164,Toll-like receptor 2,HGNC:11848,DB03963
BE0001331,Capsid scaffolding protein,,DB03963
BE0001210,Gag-Pol polyprotein,,DB03963
BE0000263,"Nitric oxide synthase, endothelial",HGNC:7876,DB03963
BE0001597,Coatomer subunit gamma-1,HGNC:2236,DB03963
BE0001612,Genome polyprotein,,DB03963
BE0001585,DNA repair protein XRCC4,HGNC:12831,DB03963
BE0001618,Peptide methionine sulfoxide reductase MsrA,,DB03963
BE0004504,"Aconitate hydratase, mitochondrial",HGNC:118,DB03964
BE0000799,DNA gyrase subunit B,,DB03966
BE0003751,Lysozyme C,HGNC:6740,DB03967
BE0001965,Lipid A palmitoyltransferase PagP,,DB03967
BE0000270,Renin,HGNC:9958,DB03968
BE0001430,Beta-lactamase,,DB03970
BE0002015,Beta-lactamase SHV-1,,DB03970
BE0004185,Beta-lactamase SHV-1,,DB03970
BE0004388,Class C beta-lactamase,,DB03970
BE0001639,Maltogenic alpha-amylase,,DB03971
BE0002639,Pancreatic alpha-amylase,HGNC:477,DB03971
BE0001270,"6,7-dimethyl-8-ribityllumazine synthase",,DB03973
BE0000263,"Nitric oxide synthase, endothelial",HGNC:7876,DB03974
BE0001987,Divalent-cation tolerance protein CutA,,DB03975
BE0000322,Carbonic anhydrase 2,HGNC:1373,DB03975
BE0001959,Capsid scaffolding protein,,DB03976
BE0001739,Trypsin-1,HGNC:9475,DB03976
BE0004529,Trypsin-2,HGNC:9483,DB03976
BE0003531,Chymotrypsinogen B,HGNC:2521,DB03976
BE0001009,Cytochrome c,HGNC:19986,DB03977
BE0000418,Calmodulin,HGNC:1442,DB03977
BE0001962,Tyrosine--tRNA ligase,,DB03978
BE0001936,Pseudomonalisin,,DB03978
BE0000230,"Tyrosine--tRNA ligase, cytoplasmic",HGNC:12840,DB03978
BE0004369,Tyrosine--tRNA ligase,,DB03978
BE0001704,Flavohemoprotein,,DB03979
BE0001019,Mitogen-activated protein kinase 14,HGNC:6876,DB03980
BE0004149,Annexin A5,HGNC:543,DB03981
BE0001015,Fibroblast growth factor 2,HGNC:3676,DB03981
BE0001541,Heparan sulfate glucosamine 3-O-sulfotransferase 3A1,HGNC:5196,DB03981
BE0000623,Tyrosine-protein phosphatase non-receptor type 1,HGNC:9642,DB03982
BE0002927,"Sulfite oxidase, mitochondrial",HGNC:11460,DB03983
BE0001646,Cathepsin S,HGNC:2545,DB03984
BE0002011,Purine nucleoside phosphorylase DeoD-type,,DB03986
BE0001555,Dihydrofolate reductase,,DB03987
BE0000330,Dihydrofolate reductase,HGNC:2861,DB03987
BE0003199,Pituitary adenylate cyclase-activating polypeptide,HGNC:241,DB03988
BE0001663,D-allose-binding periplasmic protein,,DB03989
BE0001724,Hemagglutinin-neuraminidase,,DB03991
BE0001946,Sialidase,,DB03991
BE0001667,Neuraminidase,,DB03991
BE0001978,Hemagglutinin-neuraminidase,,DB03991
BE0003200,Sialidase-2,HGNC:7759,DB03991
BE0002016,Branched-chain-amino-acid aminotransferase,,DB03993
BE0002809,Surface protein A,,DB03994
BE0003201,Annexin A3,HGNC:541,DB03994
BE0001427,Neopullulanase 2,,DB03995
BE0001996,Maltose-binding periplasmic protein,,DB03995
BE0003202,Maltogenic amylase,,DB03995
BE0001852,Kinesin-like protein KIF11,HGNC:6388,DB03996
BE0001396,Histidinol-phosphate aminotransferase,,DB03997
BE0001481,Histidinol-phosphate aminotransferase,,DB03997
BE0001636,Lipase,,DB03999
BE0000829,Glutamate receptor 2,HGNC:4572,DB04000
BE0000623,Tyrosine-protein phosphatase non-receptor type 1,HGNC:9642,DB04001
BE0000322,Carbonic anhydrase 2,HGNC:1373,DB04002
BE0000842,Tyrosine-protein kinase Lck,HGNC:6524,DB04003
BE0001405,Queuine tRNA-ribosyltransferase,,DB04004
BE0001480,Uridine-cytidine kinase 2,HGNC:12562,DB04005
BE0001245,Genome polyprotein,,DB04005
BE0001478,Genome polyprotein,,DB04005
